elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,12.02,43.75,0.00,30.00,5.21
0.056,2.50,12.02,41.25,0.00,560.00,5.20
0.084,-8.75,12.01,111.25,0.00,30.00,5.21
0.119,7.50,12.03,730.00,0.00,31.25,5.21
0.155,2.50,12.60,91.25,0.00,30.00,5.21
0.177,12.50,12.02,603.75,0.00,32.50,5.21
0.198,1.25,12.11,443.75,0.00,31.25,5.21
0.219,0.00,12.02,620.00,4.09,26.25,5.21
0.240,0.00,13.44,701.25,0.00,26.25,5.21
0.260,10.00,12.01,592.50,0.00,28.75,5.21
0.280,0.00,12.12,222.50,0.00,28.75,5.21
0.301,0.00,13.96,667.50,2.86,32.50,5.21
0.322,1.25,12.61,15.00,0.00,31.25,5.21
0.343,0.00,12.50,551.25,0.78,31.25,5.21
0.364,2.50,12.10,-26.25,0.00,31.25,5.21
0.386,1.25,12.03,58.75,0.00,31.25,5.21
0.406,1.25,13.35,665.00,0.00,32.50,5.21
0.427,11.25,12.08,410.00,0.00,33.75,5.21
0.449,2.50,12.57,726.25,0.03,31.25,5.21
0.469,-1.25,12.02,100.00,0.00,32.50,5.21
0.490,1.25,12.54,443.75,0.00,32.50,5.21
0.510,1.25,12.01,582.50,3.91,31.25,5.21
0.531,1.25,12.10,725.00,0.00,31.25,5.21
0.551,1.25,12.04,285.00,0.00,28.75,5.21
0.572,0.00,12.03,231.25,0.00,31.25,5.21
0.593,-5.00,12.02,617.50,0.00,31.25,5.21
0.616,2.50,12.12,705.00,1.55,30.00,5.21
0.638,-1.25,12.04,650.00,0.00,32.50,5.21
0.660,-3.75,12.03,548.75,2.30,31.25,5.21
0.680,0.00,12.15,37.50,0.00,31.25,5.21
0.701,-1.25,12.02,128.75,0.00,30.00,5.21
0.723,2.50,12.75,716.25,0.00,31.25,5.21
0.745,0.00,12.02,606.25,0.00,31.25,5.21
0.765,0.00,12.10,716.25,0.00,30.00,5.21
0.786,11.25,12.01,227.50,0.00,32.50,5.21
0.806,0.00,12.81,210.00,0.00,32.50,5.21
0.827,0.00,12.02,637.50,2.83,30.00,5.21
0.847,0.00,12.14,167.50,0.00,32.50,5.21
0.868,0.00,12.01,400.00,1.07,32.50,5.21
0.889,1.25,12.33,-70.00,0.00,30.00,5.21
0.909,0.00,14.10,702.50,0.69,31.25,5.21
0.929,8.75,12.01,293.75,0.00,32.50,5.21
0.949,1.25,12.40,697.50,0.11,30.00,5.21
0.970,5.00,12.03,-15.00,0.00,31.25,5.21
0.992,1.25,12.02,706.25,0.00,31.25,5.21
1.013,0.00,12.14,452.50,0.00,31.25,5.21
1.033,1.25,12.98,691.25,0.00,31.25,5.21
1.053,-5.00,12.21,51.25,0.00,31.25,5.21
1.075,0.00,13.77,718.75,0.00,31.25,5.21
1.096,1.25,12.11,191.25,0.00,32.50,5.21
1.118,3.75,14.06,63.75,0.00,26.25,5.21
1.140,1.25,12.57,703.75,0.00,25.00,5.21
1.161,-12.50,12.01,535.00,0.89,30.00,5.21
1.181,1.25,12.10,-41.25,0.00,30.00,5.21
1.202,1.25,12.02,57.50,1.42,28.75,5.21
1.223,0.00,13.45,655.00,0.00,32.50,5.21
1.243,5.00,12.02,531.25,2.51,30.00,5.21
1.264,0.00,12.12,17.50,0.00,32.50,5.21
1.284,-1.25,14.10,721.25,0.74,32.50,5.21
1.305,1.25,12.58,436.25,0.00,31.25,5.21
1.326,0.00,13.12,590.00,4.37,31.25,5.21
1.346,0.00,12.07,42.50,0.00,31.25,5.21
1.367,0.00,12.58,698.75,0.26,31.25,5.21
1.387,0.00,12.07,315.00,0.00,31.25,5.21
1.416,0.00,12.09,722.50,0.12,31.25,5.21
1.436,2.50,12.01,56.25,0.00,32.50,5.21
1.457,0.00,13.01,636.25,0.00,31.25,5.21
1.478,3.75,12.04,480.00,0.00,31.25,5.21
1.499,1.25,12.64,710.00,0.00,31.25,5.21
