Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.004,,,,,,
0.015,-1.25,10.0425,-3.75,,-1.25,
0.025,1008.75,9.38875,,0.02125,-1.25,
0.036,3611.25,9.18875,,0.01,-1.25,
0.046,3463.75,9.22,,0.02,-1.25,
0.056,3303.75,9.22125,2.5,0.01375,-1.25,
0.066,3738.75,9.13625,,0.0275,,
0.077,3765.0,9.13625,,0.025,,
0.087,3766.25,9.1425,,0.025,,
0.097,3780.0,9.125,-3.75,0.0225,,
0.107,3780.0,9.125,-3.75,0.0225,,
0.117,3793.75,9.133750000000001,1.25,0.0325,,0.00125
0.128,3781.25,9.13625,,0.005,,0.00125
0.138,3791.25,9.1325,,0.051250000000000004,,0.00125
0.148,3788.75,9.135,2.5,0.045,,0.00125
0.158,3781.25,9.137500000000001,2.5,0.045,,0.00125
0.168,3782.5,9.12875,-1.25,0.03,,
0.178,3795.0,9.1275,1.25,0.0075,,
0.189,3790.0,9.13625,-3.75,0.00125,,
0.199,3788.75,9.133750000000001,-3.75,0.0825,,
0.209,3782.5,9.13125,-3.75,0.0825,-1.25,
0.219,3790.0,9.1225,-1.25,0.02625,-1.25,
0.229,3791.25,9.12375,-1.25,0.06875,-1.25,
0.239,3797.5,9.120000000000001,-2.5,,-1.25,
0.250,3790.0,9.1275,1.25,0.03125,-1.25,
0.260,3792.5,9.12375,-1.25,0.01625,1.25,
0.270,3788.75,9.1325,-1.25,0.01625,1.25,
0.281,3796.25,9.12875,,0.03125,1.25,
0.292,3800.0,9.13,-3.75,0.025,1.25,
0.302,3790.0,9.12875,-1.25,0.02625,1.25,
0.312,3791.25,9.125,,0.03625,,0.00125
0.322,3790.0,9.11625,1.25,0.0825,,0.00125
0.332,3797.5,9.1225,2.5,0.05375,,0.00125
0.343,3803.75,9.120000000000001,-1.25,0.01375,,0.00125
0.353,3800.0,9.1275,-1.25,0.0675,,0.00125
0.364,3795.0,9.13125,1.25,0.0525,,
0.374,3800.0,9.13125,2.5,0.03,,
0.384,3801.25,9.1325,2.5,0.055,,
0.394,3782.5,9.133750000000001,-1.25,0.02625,,
0.405,3790.0,9.13125,-1.25,0.03375,,
0.415,3798.75,9.11875,-1.25,,1.25,0.00125
0.426,3792.5,9.1325,-3.75,0.03,1.25,0.00125
0.436,3795.0,9.1225,,0.0325,1.25,0.00125
0.446,3783.75,9.133750000000001,-1.25,0.02625,1.25,0.00125
0.456,3792.5,9.1225,2.5,0.043750000000000004,,
0.466,3785.0,9.13,-1.25,0.15375,,
0.477,3783.75,9.125,-3.75,0.04,,
0.487,3786.25,9.12625,1.25,0.0275,,
