elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,-1.25,10.43,662.50,0.00,4397.50,4.21
0.040,2.50,10.20,673.75,0.62,563.75,5.21
0.078,0.00,9.59,63.75,0.00,347.50,5.21
0.118,1.25,9.76,882.50,1.29,3100.00,5.20
0.156,-1.25,10.08,681.25,0.00,136.25,5.19
0.194,-2.50,10.33,831.25,0.00,801.25,5.19
0.233,-1.25,10.19,776.25,0.00,27.50,5.23
0.272,2.50,11.26,547.50,0.00,30.00,5.30
0.309,0.00,9.63,630.00,1.34,31.25,5.21
0.346,1.25,9.99,842.50,0.00,31.25,5.21
0.383,0.00,10.17,628.75,0.00,31.25,5.21
0.421,-2.50,10.69,461.25,0.00,27.50,5.20
0.458,1.25,10.18,-2.50,2.21,2358.75,5.20
0.496,0.00,9.62,17.50,0.00,27.50,5.20
0.534,-1.25,9.85,857.50,0.00,32.50,5.24
0.571,0.00,10.12,825.00,0.00,32.50,5.21
0.608,1.25,10.18,-8.75,0.00,30.00,5.21
0.645,0.00,10.26,447.50,0.00,31.25,5.21
0.682,1.25,9.62,282.50,0.00,30.00,5.21
0.719,0.00,9.85,882.50,0.00,178.75,5.21
0.761,-11.25,9.98,771.25,0.00,28.75,5.21
0.808,4090.00,10.95,142.50,0.00,31.25,5.03
0.850,4032.50,9.27,130.00,0.50,33.75,4.50
0.889,4416.25,9.29,142.50,0.00,31.25,5.21
0.928,4323.75,10.04,493.75,0.56,32.50,5.21
0.964,4425.00,10.18,-11.25,0.85,32.50,5.21
1.004,4426.25,9.27,463.75,0.00,32.50,5.23
1.050,3791.25,9.45,723.75,0.00,772.50,4.97
1.094,6.25,10.30,826.25,0.00,10.00,5.20
1.136,1.25,10.16,670.00,0.00,1806.25,5.18
1.178,7.50,10.27,693.75,0.00,3167.50,5.21
1.215,0.00,10.20,680.00,1.76,150.00,5.20
1.254,0.00,9.70,892.50,0.00,32.50,4.76
1.289,1.25,9.91,800.00,0.00,30.00,4.77
1.329,1.25,10.02,893.75,0.00,2308.75,5.20
1.375,15.00,10.11,895.00,0.00,1071.25,5.21
1.414,1.25,10.67,71.25,0.00,31.25,5.21
1.452,1.25,11.71,616.25,0.00,30.00,5.21
1.492,0.00,9.54,647.50,0.00,1056.25,5.21
1.535,621.25,0.10,563.75,0.00,1056.25,4.95
1.574,3697.50,9.57,-18.75,0.09,30.00,5.05
