Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.002,,,,,,
0.018,-1.25,10.05875,,,,
0.030,-1.25,10.05875,1.25,10.43,0.0,0.0025
0.047,2.5,10.05625,-1.25,10.81375,0.0,0.0025
0.057,1.25,10.05875,-1.25,10.79125,-1.25,0.0
0.067,1.25,10.057500000000001,1.25,9.66625,-1.25,0.0
0.078,1.25,10.06375,1155.0,0.0,-1.25,0.0
0.088,2.5,10.05375,2410.0,10.34375,-1.25,0.0
0.098,1.25,10.06375,3870.0,9.9575,-1.25,0.0
0.108,1.25,10.05875,3776.25,9.9975,-1.25,0.0
0.119,1.25,10.05875,3731.25,10.307500000000001,0.0,0.00375
0.129,1.25,10.06625,3910.0,9.815,0.0,0.00375
0.139,-1.25,10.05625,4018.75,9.901250000000001,0.0,0.00375
0.150,1.25,10.065,3900.0,9.93875,0.0,0.00375
0.160,1.25,10.0625,3970.0,9.92875,0.0,0.00375
0.170,0.0,10.04875,4056.25,9.9175,-1.25,0.0025
0.181,1.25,10.05625,4120.0,10.01875,-1.25,0.0025
0.191,0.0,10.05875,4146.25,9.41125,-1.25,0.0025
0.201,-1.25,10.04875,4137.5,9.89875,-1.25,0.0025
0.212,0.0,10.065,3900.0,9.895,-1.25,0.0025
0.222,2.5,10.05375,4172.5,9.90375,-1.25,0.0025
0.232,1.25,10.05875,4105.0,9.90625,-1.25,0.0025
0.243,1.25,10.04875,4142.5,10.28,-1.25,0.0025
0.253,2.5,10.08,3970.0,9.901250000000001,-1.25,0.0025
0.263,1.25,10.055,4170.0,9.8825,-1.25,0.0025
0.275,-1.25,10.055,4083.75,9.91125,1.25,0.005
0.285,1.25,10.06,4223.75,10.0075,1.25,0.005
0.295,0.0,10.06125,4223.75,10.0075,1.25,0.005
0.305,1.25,10.05875,4171.25,9.90375,1.25,0.005
0.316,2.5,10.065,4178.75,9.90375,0.0,0.0
0.326,2.5,10.06125,4122.5,9.9,0.0,0.0
0.336,0.0,10.075000000000001,3968.75,9.91375,0.0,0.0
0.347,0.0,10.04125,3561.25,9.9125,0.0,0.0
0.357,2.5,10.05875,3561.25,9.9125,0.0,0.0
0.367,2.5,10.05875,4191.25,9.73,0.0,0.00375
0.378,0.0,10.06,3805.0,9.89,0.0,0.00375
0.388,2.5,10.06125,4178.75,9.89625,0.0,0.00375
0.398,0.0,10.045,3718.75,9.89625,0.0,0.00375
0.409,1.25,10.06125,4171.25,10.07375,0.0,0.00375
0.419,1413.75,9.295,4171.25,10.07375,-1.25,0.005
0.430,3585.0,9.23625,3977.5,9.78125,-1.25,0.005
0.441,3256.25,9.3325,3501.25,9.90625,-1.25,0.005
0.451,3911.25,9.1275,4200.0,9.905,-1.25,0.005
0.461,3911.25,9.1275,4181.25,9.88625,0.0,0.00375
0.472,3992.5,9.1325,3136.25,9.985,0.0,0.00375
0.482,3992.5,9.102500000000001,2503.75,9.75,0.0,0.00375
0.492,3972.5,9.12125,3717.5,9.9075,0.0,0.00375
0.503,3845.0,9.12375,4202.5,9.9125,0.0,0.00375
0.513,3845.0,9.12375,4175.0,10.2525,-2.5,0.0025
0.523,3993.75,9.133750000000001,3970.0,9.89125,-2.5,0.0025
0.534,3996.25,9.12125,2038.75,9.887500000000001,-2.5,0.0025
0.544,3996.25,9.12125,4177.5,9.91125,-2.5,0.0025
0.554,3656.25,9.12625,4195.0,9.90625,-2.5,0.0025
0.564,3656.25,9.12625,4178.75,9.90875,-2.5,0.00375
0.575,3987.5,9.12125,4111.25,9.18875,-2.5,0.00375
0.585,3981.25,9.106250000000001,3305.0,9.92125,-2.5,0.00375
0.596,3992.5,9.1425,4186.25,9.90375,-2.5,0.00375
0.606,3802.5,9.11625,4186.25,9.90375,-2.5,0.00375
0.616,3851.25,9.11625,4182.5,10.7575,0.0,0.0
0.626,3985.0,9.11375,3811.25,9.65375,0.0,0.0
0.636,3981.25,9.1175,3560.0,9.90375,0.0,0.0
0.647,3842.5,9.11625,3560.0,9.90375,0.0,0.0
0.657,3977.5,9.12625,4171.25,9.98875,0.0,0.0
0.667,3977.5,9.12625,3856.25,9.901250000000001,1.25,0.00625
0.678,3993.75,9.102500000000001,3753.75,9.9,1.25,0.00625
0.688,3666.25,9.115,4176.25,9.89625,1.25,0.00625
0.698,3630.0,9.1225,4175.0,9.9,1.25,0.00625
0.708,3990.0,9.0875,4203.75,10.12125,1.25,0.00625
0.719,3990.0,9.0875,4185.0,9.76625,0.0,0.0
0.729,3781.25,9.12375,3576.25,10.85,0.0,0.0
0.739,3851.25,9.120000000000001,-6.25,10.845,0.0,0.0
0.749,3997.5,9.10125,-3.75,10.84375,0.0,0.0
0.760,3990.0,9.1275,-15.0,10.8425,0.0,0.0
0.770,3975.0,9.1275,-1.25,10.83375,2.5,0.005
0.781,3848.75,9.12125,-3.75,10.83,2.5,0.005
0.791,3993.75,9.13125,-2.5,10.56375,2.5,0.005
0.801,3995.0,9.1075,16.25,10.338750000000001,2.5,0.005
0.811,3978.75,9.120000000000001,-17.5,10.83625,-2.5,0.0025
0.822,4001.25,9.12375,-1.25,10.82875,-2.5,0.0025
0.832,3955.0,9.1175,0.0,10.7075,-2.5,0.0025
0.843,3946.25,9.12375,1.25,10.84625,-2.5,0.0025
0.853,3995.0,9.13,-1.25,10.52875,-2.5,0.0025
0.863,3993.75,9.120000000000001,-2.5,10.3125,0.0,0.00375
0.873,3865.0,9.12625,-2.5,10.845,0.0,0.00375
0.884,3991.25,9.12375,-3.75,10.90375,0.0,0.00375
0.894,3988.75,9.12875,-1.25,10.775,0.0,0.00375
0.904,3995.0,9.1225,5.0,10.49,0.0,0.00375
0.914,3991.25,9.125,5.0,10.49,-1.25,0.005
0.925,3952.5,9.11875,-1.25,10.852500000000001,-1.25,0.005
0.935,3998.75,9.135,-8.75,10.8375,-1.25,0.005
0.945,3982.5,9.13,-162.5,10.84875,-1.25,0.005
0.956,3996.25,9.11625,1.25,10.75625,-1.25,0.005
0.966,3991.25,9.12375,1.25,10.75625,0.0,0.005
0.976,3995.0,9.125,1.25,10.3575,0.0,0.005
0.986,4002.5,9.1475,-1.25,10.852500000000001,0.0,0.005
0.997,3988.75,9.1125,5.0,10.85125,0.0,0.005
1.007,4011.25,9.125,-3.75,10.45125,0.0,0.005
1.017,3886.25,9.12875,-3.75,10.45125,1.25,0.0
1.027,3988.75,9.11125,-5.0,10.56625,1.25,0.0
1.038,3998.75,9.120000000000001,-12.5,10.22875,1.25,0.0
1.048,3991.25,9.11625,-141.25,10.85,1.25,0.0
1.058,3968.75,9.12625,-2.5,10.84375,1.25,0.0
1.068,3988.75,9.11625,-2.5,10.84375,0.0,0.0075
1.079,4001.25,9.11125,1.25,10.68125,0.0,0.0075
