Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.020,0.0,9.94,,,,
0.038,0.0,9.94,3535.0,9.775,0.0,0.0025
0.049,0.0,9.93375,3781.25,9.78,0.0,0.0025
0.059,1.25,9.945,3775.0,9.785,0.0,0.0025
0.069,5.0,9.94375,3795.0,9.795,-1.25,0.00125
0.079,0.0,9.9375,3796.25,10.13875,-1.25,0.00125
0.090,1.25,9.9375,3451.25,9.7925,-1.25,0.00125
0.100,0.0,9.9425,3530.0,9.78625,-1.25,0.00125
0.110,0.0,9.94375,3766.25,9.78625,-1.25,0.00125
0.120,0.0,9.9575,3623.75,9.7825,0.0,0.00375
0.131,-1.25,9.95375,3737.5,9.7725,0.0,0.00375
0.141,0.0,9.945,3741.25,9.7875,0.0,0.00375
0.151,1.25,9.950000000000001,3776.25,9.775,0.0,0.00375
0.162,1.25,9.950000000000001,3770.0,9.77375,0.0,0.00375
0.172,0.0,9.925,3771.25,9.76,0.0,0.0025
0.182,2032.5,9.22875,3790.0,9.60875,0.0,0.0025
0.192,3253.75,9.125,3775.0,9.89625,0.0,0.0025
0.203,3092.5,9.1875,3806.25,10.6525,0.0,0.0025
0.213,3092.5,9.1875,3901.25,9.77875,-1.25,0.00625
0.223,3336.25,9.1125,3301.25,9.7725,-1.25,0.00625
0.234,3377.5,9.1125,3765.0,9.7675,-1.25,0.00625
0.244,3487.5,9.105,3776.25,9.785,-1.25,0.00625
0.254,3425.0,9.1075,3720.0,9.41,-1.25,0.00625
0.264,3425.0,9.1075,3751.25,9.78,0.0,0.00375
0.275,3537.5,9.09125,3777.5,9.78875,0.0,0.00375
0.285,3538.75,9.09375,3626.25,9.76875,0.0,0.00375
0.296,3315.0,9.11,3771.25,9.775,0.0,0.00375
0.306,3577.5,9.10875,3747.5,9.48375,0.0,0.00375
0.316,3437.5,9.105,2956.25,9.78625,0.0,0.00125
0.327,3402.5,9.11375,3768.75,9.285,0.0,0.00125
0.337,3402.5,9.1125,3782.5,10.49,0.0,0.00125
0.347,3428.75,9.115,3667.5,8.525,0.0,0.00125
0.357,3570.0,9.120000000000001,3667.5,8.525,0.0,0.00125
0.368,3306.25,9.115,3625.0,9.7825,0.0,0.00125
0.378,3546.25,9.1125,3792.5,10.505,0.0,0.00125
0.388,3376.25,9.11375,3767.5,10.4225,0.0,0.00125
0.398,3505.0,9.1075,3716.25,8.28375,0.0,0.00125
0.409,3567.5,9.11,3716.25,8.28375,0.0,0.00125
0.419,3441.25,9.11875,3011.25,9.7675,-1.25,0.0
0.429,3376.25,9.11625,3795.0,9.895,-1.25,0.0
0.439,3578.75,9.10875,3726.25,9.64125,-1.25,0.0
0.450,3563.75,9.11,3726.25,9.64125,-1.25,0.0
0.460,3557.5,9.1075,2326.25,9.77375,-1.25,0.0
0.470,3383.75,9.10875,3791.25,9.5825,0.0,0.0025
0.481,3363.75,9.11875,3752.5,9.77375,0.0,0.0025
0.491,3568.75,9.11,113.75,10.637500000000001,0.0,0.0025
0.501,3567.5,9.105,-26.25,10.637500000000001,0.0,0.0025
0.512,3577.5,9.106250000000001,-26.25,10.637500000000001,0.0,0.0025
0.522,3435.0,9.1075,0.0,10.47875,-1.25,0.005
0.532,3535.0,9.102500000000001,-1.25,10.675,-1.25,0.005
0.542,3576.25,9.106250000000001,16.25,10.72,-1.25,0.005
0.553,3568.75,9.105,-11.25,10.276250000000001,-1.25,0.005
0.563,3590.0,9.106250000000001,-11.25,10.276250000000001,0.0,0.0025
0.574,3570.0,9.1075,-1.25,10.7675,0.0,0.0025
0.584,3408.75,9.115,-3.75,10.675,0.0,0.0025
0.594,3577.5,9.11,-11.25,10.595,0.0,0.0025
0.604,3573.75,9.10375,1.25,10.36875,0.0,0.0025
0.615,3573.75,9.10375,1.25,10.10125,-1.25,0.00375
0.625,3472.5,9.11125,-6.25,11.4125,-1.25,0.00375
0.635,3570.0,9.106250000000001,-6.25,10.5225,-1.25,0.00375
0.645,3558.75,9.1125,-10.0,10.34125,-1.25,0.00375
0.656,3558.75,9.1125,2.5,10.46125,-1.25,0.00375
0.666,3565.0,9.102500000000001,2.5,10.46125,-1.25,0.0
0.677,3555.0,9.106250000000001,1.25,10.6225,-1.25,0.0
0.687,3563.75,9.10875,-1.25,10.74,-1.25,0.0
0.697,3573.75,9.11125,12.5,10.62875,-1.25,0.0
0.708,3557.5,9.105,1.25,10.5475,-1.25,0.0
0.718,3506.25,9.11125,-1.25,10.2825,0.0,0.00375
0.728,3462.5,9.11375,5.0,10.012500000000001,0.0,0.00375
0.738,3570.0,9.1175,-3.75,10.6325,0.0,0.00375
0.749,3566.25,9.11125,-8.75,10.6325,0.0,0.00375
0.759,3563.75,9.106250000000001,-1.25,10.38625,0.0,0.00375
0.769,3563.75,9.106250000000001,2.5,10.24625,1.25,0.0
0.779,3563.75,9.10375,-2.5,10.045,1.25,0.0
0.790,3573.75,9.11,12.5,10.67,1.25,0.0
0.800,3530.0,9.1075,-1.25,10.36875,1.25,0.0
0.810,3388.75,9.105,2998.75,10.505,1.25,0.0
0.821,3570.0,9.10375,3218.75,9.2075,0.0,0.005
0.831,3553.75,9.11125,2532.5,9.99,0.0,0.005
0.841,3547.5,9.102500000000001,2821.25,9.93375,0.0,0.005
0.852,3566.25,9.105,3595.0,9.80375,0.0,0.005
0.862,3335.0,9.10875,3736.25,9.9275,0.0,0.005
0.872,3576.25,9.1075,3726.25,9.795,0.0,0.0025
0.882,3556.25,9.09,3251.25,9.79625,0.0,0.0025
0.893,3491.25,9.10875,3128.75,9.7875,0.0,0.0025
0.903,3346.25,9.1075,3767.5,9.79625,0.0,0.0025
0.913,3572.5,9.095,3402.5,9.8025,0.0,0.0025
0.924,3576.25,9.106250000000001,3765.0,10.5,0.0,0.0
0.934,3568.75,9.085,3755.0,8.95625,0.0,0.0
0.944,3416.25,9.08,3743.75,10.1675,0.0,0.0
0.955,3306.25,9.1,3743.75,10.1675,0.0,0.0
0.965,3566.25,9.11875,3756.25,8.36875,0.0,0.0
0.975,3577.5,9.0725,3748.75,9.79875,0.0,0.0
0.986,3557.5,9.105,3760.0,9.7875,0.0,0.0
0.996,3528.75,9.105,3760.0,9.7875,0.0,0.0
1.006,3566.25,9.08375,3515.0,9.7875,0.0,0.0
1.016,3566.25,9.08375,3756.25,7.30625,0.0,0.0
1.027,3556.25,9.102500000000001,3037.5,9.77375,-1.25,0.0
1.037,3580.0,9.23625,3466.25,9.78375,-1.25,0.0
1.047,1.25,9.9475,3771.25,9.76875,-1.25,0.0
1.058,0.0,9.93625,3753.75,9.78,-1.25,0.0
1.068,1.25,9.94875,3623.75,9.77875,0.0,0.00125
1.078,1.25,9.9425,3268.75,9.78875,0.0,0.00125
1.088,1.25,9.95125,3077.5,9.78,0.0,0.00125
1.099,2.5,9.9475,3538.75,9.77,0.0,0.00125
1.109,1.25,9.94875,3760.0,9.78125,0.0,0.00125
1.119,1.25,9.946250000000001,3803.75,10.1725,0.0,0.00375
1.130,2.5,9.946250000000001,3692.5,9.9975,0.0,0.00375
1.140,1.25,9.92875,3647.5,8.53,0.0,0.00375
1.150,2.5,9.93875,3746.25,9.7825,0.0,0.00375
1.160,2.5,9.945,3752.5,9.78875,0.0,0.00375
1.171,2.5,9.93375,3757.5,9.785,0.0,0.00375
1.181,1.25,9.932500000000001,3695.0,9.79875,0.0,0.00375
1.191,2.5,9.9475,3780.0,9.78,0.0,0.00375
1.202,-2.5,9.9425,3758.75,9.77,0.0,0.00375
1.212,-2.5,9.9425,3750.0,9.7675,0.0,0.00375
1.222,-1.25,9.93625,3682.5,9.793750000000001,0.0,0.00375
1.232,1.25,9.94,3318.75,9.77875,0.0,0.00375
1.243,0.0,9.93375,3193.75,9.7875,0.0,0.00375
1.253,2.5,9.9475,3772.5,9.78,0.0,0.00375
1.263,1.25,9.9475,3750.0,9.80625,0.0,0.00375
1.273,1.25,9.94125,3637.5,9.80125,0.0,0.0
1.284,1.25,9.9425,3757.5,9.77375,0.0,0.0
1.294,0.0,9.93625,3766.25,9.758750000000001,0.0,0.0
1.304,0.0,9.94375,3765.0,9.78375,0.0,0.0
1.315,0.0,9.94375,3756.25,9.200000000000001,0.0,0.0
1.325,0.0,9.94375,3760.0,10.095,-1.25,0.0
1.335,-1.25,9.93875,3767.5,8.9475,-1.25,0.0
1.345,-2.5,9.94875,3758.75,9.78375,-1.25,0.0
1.356,1.25,9.94125,3676.25,10.00375,-1.25,0.0
1.366,0.0,9.9475,3676.25,10.00375,-1.25,0.00125
1.376,1.25,9.93625,3772.5,9.83125,-1.25,0.00125
1.387,1.25,9.932500000000001,3750.0,9.7775,-1.25,0.00125
1.397,2.5,9.946250000000001,3740.0,9.41125,-1.25,0.00125
1.407,1.25,9.946250000000001,3772.5,9.338750000000001,-1.25,0.00125
1.417,1.25,9.94125,3712.5,9.775,0.0,0.0
1.428,2.5,9.945,3767.5,9.79125,0.0,0.0
1.438,3.75,9.93125,3718.75,9.8825,0.0,0.0
1.448,-3.75,9.950000000000001,3780.0,10.17375,0.0,0.0
