elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,1.25,9.60,660.00,0.00,30.00,5.22
0.068,3.75,11.50,628.75,0.00,1837.50,5.21
0.118,6.25,11.14,557.50,0.00,31.25,5.22
0.167,-8.75,10.47,663.75,0.00,32.50,5.21
0.208,0.00,11.55,38.75,0.00,378.75,5.21
0.257,0.00,10.36,628.75,0.00,30.00,5.21
0.297,1.25,9.71,201.25,0.00,2826.25,4.30
0.336,1.25,9.89,826.25,0.00,602.50,5.03
0.375,0.00,10.03,896.25,0.00,591.25,5.21
0.413,1.25,11.34,841.25,0.00,1450.00,4.68
0.451,0.00,10.72,668.75,0.00,28.75,4.68
0.489,-1.25,10.29,665.00,1.13,32.50,4.67
0.528,0.00,9.73,831.25,0.00,1531.25,5.21
0.564,0.00,9.93,656.25,0.00,1538.75,5.21
0.602,1.25,10.22,823.75,0.00,1543.75,5.22
0.640,1.25,10.25,687.50,0.00,1555.00,4.80
0.678,0.00,10.94,65.00,0.00,1572.50,4.70
0.717,0.00,9.65,617.50,0.00,1596.25,4.70
0.756,0.00,9.79,827.50,0.00,1560.00,5.22
0.800,0.00,9.94,885.00,0.00,1556.25,5.22
0.840,1.25,10.10,898.75,0.00,1550.00,4.93
0.878,0.00,10.72,833.75,0.00,1592.50,4.70
0.916,-1.25,10.25,351.25,0.89,1577.50,4.70
0.954,1.25,9.68,586.25,0.00,973.75,4.69
0.991,-1.25,9.86,887.50,0.18,32.50,4.68
1.028,2.50,10.23,815.00,0.00,28.75,4.68
1.066,1.25,10.26,902.50,0.00,1498.75,4.79
1.106,0.00,10.25,686.25,0.00,32.50,4.72
1.147,0.00,10.25,317.50,1.08,31.25,4.69
1.187,1.25,9.62,185.00,0.00,33.75,4.68
1.226,0.00,9.84,838.75,0.00,32.50,4.84
1.266,1.25,10.00,886.25,0.00,31.25,4.68
1.308,0.00,10.10,303.75,0.00,1371.25,4.91
1.353,1.25,10.17,776.25,0.00,493.75,5.07
1.396,1.25,10.25,892.50,0.00,31.25,5.21
1.438,0.00,10.25,231.25,0.00,-28.75,5.20
1.479,0.00,11.88,40.00,0.00,32.50,5.21
1.517,1.25,9.66,586.25,0.00,30.00,5.21
1.557,0.00,9.81,595.00,0.00,31.25,5.21
1.594,0.00,10.07,796.25,0.00,633.75,5.21
1.632,-1.25,10.25,895.00,0.00,28.75,5.21
1.670,1.25,11.57,571.25,0.00,31.25,5.21
1.710,1.25,10.34,296.25,0.00,32.50,5.21
1.748,1.25,9.74,618.75,1.20,31.25,5.21
1.786,0.00,10.07,805.00,0.00,31.25,5.21
1.827,0.00,10.12,791.25,0.00,31.25,5.21
1.865,2.50,10.25,897.50,0.00,31.25,5.21
1.903,-1.25,11.71,597.50,0.00,31.25,5.21
1.941,0.00,9.86,670.00,0.46,31.25,5.21
1.980,0.00,9.79,636.25,0.00,32.50,5.21
2.017,0.00,9.82,772.50,0.00,32.50,5.21
2.068,0.00,9.93,892.50,0.00,32.50,5.21
2.106,1.25,10.14,430.00,0.00,31.25,5.21
2.144,12.50,11.21,486.25,0.00,33.75,5.21
2.182,1.25,10.25,676.25,0.00,31.25,5.21
2.219,0.00,9.82,588.75,0.00,30.00,5.21
2.257,2.50,9.89,893.75,0.00,31.25,5.21
2.295,1.25,10.28,707.50,0.00,31.25,5.21
2.338,1.25,11.08,867.50,0.00,883.75,4.95
2.376,1.25,10.33,491.25,0.00,490.00,5.07
2.414,0.00,10.24,662.50,0.00,301.25,5.16
2.452,2.50,9.77,873.75,0.00,31.25,5.21
2.489,1.25,9.94,897.50,0.00,112.50,4.66
2.531,1.25,10.11,901.25,0.00,1583.75,4.70
2.574,1.25,10.19,808.75,0.00,1591.25,4.69
2.616,0.00,10.42,901.25,0.00,1565.00,4.70
2.656,1.25,10.25,658.75,0.00,1485.00,4.70
2.693,0.00,9.62,572.50,0.00,282.50,4.69
2.731,2.50,9.79,887.50,0.00,761.25,4.69
2.771,1.25,10.21,405.00,0.00,30.00,4.68
2.809,8.75,10.31,807.50,0.00,25.00,4.69
2.850,0.00,10.36,660.00,0.00,31.25,4.68
2.888,1.25,10.36,591.25,0.00,33.75,4.74
2.926,2.50,9.67,452.50,0.00,312.50,5.20
2.965,2.50,9.84,892.50,0.00,31.25,5.08
3.004,1.25,10.29,832.50,0.00,1523.75,5.21
3.040,0.00,10.25,96.25,0.00,1580.00,4.71
3.078,0.00,11.79,57.50,0.00,1571.25,4.71
3.116,1.25,9.63,675.00,0.00,1583.75,4.70
3.153,1.25,9.88,861.25,0.00,1323.75,4.70
3.191,-1.25,10.10,903.75,0.00,32.50,4.69
3.229,0.00,10.85,795.00,0.00,28.75,4.78
3.266,0.00,10.25,662.50,0.00,591.25,4.72
3.305,1.25,9.58,617.50,0.00,1518.75,5.21
3.342,-1.25,9.81,772.50,0.00,30.00,5.21
3.382,0.00,10.02,902.50,0.00,30.00,5.21
3.420,8.75,11.57,831.25,0.00,1810.00,5.17
3.456,1.25,10.25,282.50,0.00,8.75,5.21
3.493,1.25,9.86,685.00,0.05,27.50,5.21
3.529,0.00,9.88,822.50,0.00,32.50,5.22
3.567,25.00,10.08,876.25,0.00,32.50,5.21
3.606,0.00,10.25,773.75,0.00,32.50,5.21
