elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,16.25,12.60,706.25,0.00,28.75,5.20
0.054,15.00,12.21,731.25,3.30,30.00,5.21
0.090,-1.25,13.50,707.50,0.00,30.00,5.21
0.121,1.25,14.25,651.25,0.00,31.25,5.21
0.152,0.00,12.02,628.75,3.97,107.50,5.21
0.181,3.75,12.02,616.25,0.00,31.25,5.21
0.206,1.25,12.02,56.25,0.00,32.50,5.21
0.228,0.00,13.34,637.50,0.00,30.00,5.21
0.248,-5.00,12.02,530.00,2.28,30.00,5.21
0.269,0.00,12.13,-31.25,0.00,32.50,5.21
0.289,1.25,14.13,717.50,0.62,32.50,5.21
0.309,7.50,12.02,50.00,0.00,30.00,5.21
0.328,0.00,13.29,702.50,0.00,32.50,5.21
0.348,-5.00,12.02,736.25,0.00,31.25,5.21
0.368,0.00,12.13,418.75,0.00,31.25,5.21
0.388,1.25,14.08,721.25,0.16,30.00,5.21
0.408,8.75,12.01,57.50,0.00,31.25,5.21
0.428,0.00,13.04,445.00,0.00,31.25,5.21
0.447,-3.75,12.91,592.50,4.34,33.75,5.21
0.467,6.25,12.02,620.00,0.00,31.25,5.21
0.486,0.00,12.08,418.75,0.00,31.25,5.21
0.506,1.25,12.14,632.50,3.99,31.25,5.21
0.526,-1.25,12.04,-12.50,0.00,31.25,5.21
0.546,1.25,12.68,725.00,0.00,31.25,5.21
0.565,6.25,12.02,607.50,4.48,31.25,5.21
0.585,1.25,12.10,32.50,0.00,31.25,5.21
0.606,1.25,12.40,252.50,0.00,30.00,5.21
0.629,1.25,14.20,712.50,0.00,32.50,5.21
0.650,3.75,12.01,615.00,0.00,31.25,5.21
0.670,0.00,12.64,692.50,0.00,31.25,5.21
0.690,7.50,12.02,307.50,0.62,30.00,5.21
0.709,0.00,12.45,35.00,0.00,31.25,5.21
0.730,0.00,14.09,725.00,0.00,31.25,5.21
0.749,2.50,12.02,541.25,0.25,31.25,5.21
0.769,0.00,12.14,-2.50,0.00,31.25,5.21
0.788,0.00,13.46,698.75,0.00,33.75,5.21
0.808,17.50,12.01,293.75,0.47,32.50,5.21
0.827,1.25,12.02,-23.75,0.00,30.00,5.21
0.846,1.25,13.28,700.00,1.08,32.50,5.21
0.866,0.00,12.01,273.75,0.56,31.25,5.21
0.886,1.25,12.09,41.25,0.00,32.50,5.21
0.906,1.25,13.75,721.25,1.54,30.00,5.21
0.926,2.50,12.03,55.00,0.00,32.50,5.21
0.945,-1.25,13.17,735.00,0.00,30.00,5.21
0.965,1.25,12.02,720.00,1.21,32.50,5.21
