Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.018,1.25,10.13,-3.75,8.54125,0.0,0.0
0.033,1.25,10.12375,0.0,9.0,0.0,0.0
0.043,1.25,10.12375,-1.25,8.887500000000001,0.0,0.0
0.053,1.25,10.12875,788.75,4.41625,0.0,0.0
0.063,-1.25,10.13125,1420.0,8.1925,-1.25,0.0
0.074,0.0,10.133750000000001,2788.75,8.30375,-1.25,0.0
0.084,3.75,10.133750000000001,2811.25,8.29125,-1.25,0.0
0.094,-1.25,10.133750000000001,3251.25,8.05375,-1.25,0.0
0.105,1.25,10.1275,3261.25,8.2775,-1.25,0.0
0.115,1.25,10.1225,3207.5,8.2775,-1.25,0.00125
0.126,1.25,10.12875,3257.5,8.27125,-1.25,0.00125
0.136,0.0,10.13,3333.75,8.26875,-1.25,0.00125
0.146,1.25,10.12625,0.0,9.05125,-1.25,0.00125
0.156,1.25,10.12625,47.5,9.02875,-1.25,0.00125
0.167,0.0,10.13,-1.25,8.93875,1.25,0.0
0.177,0.0,10.13,0.0,8.72875,1.25,0.0
0.188,0.0,10.13,-2.5,9.015,1.25,0.0
0.198,0.0,10.125,0.0,8.88625,1.25,0.0
0.208,0.0,10.1325,0.0,8.88625,1.25,0.0
0.218,2.5,10.1325,0.0,8.705,-1.25,0.0025
0.229,0.0,10.1275,0.0,8.895,-1.25,0.0025
0.239,1.25,10.12875,0.0,8.75625,-1.25,0.0025
0.249,1.25,10.12625,0.0,8.75625,-1.25,0.0025
0.260,1.25,10.12625,-1.25,9.035,-1.25,0.0025
0.270,1.25,10.12875,-1.25,8.89125,0.0,0.0025
0.280,0.0,10.13,1.25,8.70875,0.0,0.0025
0.290,1.25,10.12875,2.5,9.035,0.0,0.0025
0.301,-1.25,10.12625,0.0,8.85,0.0,0.0025
0.311,1.25,10.12875,-1.25,8.7575,0.0,0.0025
0.322,1.25,10.13125,0.0,9.0325,2.5,0.00125
0.332,-1.25,10.12375,-1.25,8.932500000000001,2.5,0.00125
0.342,1.25,10.12625,-1.25,8.81125,2.5,0.00125
0.353,1.25,10.12625,1.25,9.0725,2.5,0.00125
0.363,1.25,10.1275,0.0,8.855,0.0,0.0
0.373,3.75,10.13,0.0,8.855,0.0,0.0
