Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.020,1.25,10.11875,-2.5,8.977500000000001,0.0,0.0
0.037,1.25,10.11875,-2.5,8.977500000000001,0.0,0.0
0.049,0.0,10.1225,0.0,9.12375,0.0,0.0
0.059,0.0,10.115,0.0,8.75,0.0,0.00375
0.069,1.25,10.11125,1.25,8.70875,0.0,0.00375
0.080,1.25,10.11125,-1.25,9.11375,0.0,0.00375
0.090,1.25,10.115,1.25,8.96125,0.0,0.00375
0.100,1.25,10.115,0.0,8.70125,0.0,0.00375
0.110,0.0,10.11625,0.0,8.70125,0.0,0.00375
0.121,1.25,10.120000000000001,0.0,9.120000000000001,-1.25,0.0
0.132,0.0,10.11375,-3.75,8.8975,-1.25,0.0
0.142,0.0,10.1175,0.0,8.6875,-1.25,0.0
0.152,0.0,10.1125,-1.25,9.10875,-1.25,0.0
0.162,0.0,10.1125,-1.25,9.10875,0.0,0.0
0.173,1.25,10.10875,-6.25,9.07,0.0,0.0
0.183,1.25,10.115,2.5,8.62875,0.0,0.0
0.193,0.0,10.1175,-1.25,9.11375,0.0,0.0
0.204,1.25,10.11,-2.5,9.11,0.0,0.0
0.214,1.25,10.11,-2.5,9.11,-1.25,0.0025
0.224,0.0,10.106250000000001,0.0,8.62625,-1.25,0.0025
0.235,2.5,10.1175,0.0,9.125,-1.25,0.0025
0.245,1.25,10.115,0.0,9.11875,-1.25,0.0025
0.255,1.25,10.115,0.0,8.8325,-1.25,0.0025
0.265,1.25,10.115,0.0,8.8325,1.25,0.0
0.276,0.0,10.1175,-1.25,9.1225,1.25,0.0
0.286,0.0,10.11125,-1.25,9.11625,1.25,0.0
0.296,0.0,10.11375,0.0,8.88625,1.25,0.0
0.306,0.0,10.11375,0.0,8.6175,1.25,0.0
0.317,0.0,10.1175,0.0,8.6175,0.0,0.0
0.327,2.5,10.115,-1.25,9.05375,0.0,0.0
0.337,0.0,10.1125,-3.75,8.8325,0.0,0.0
0.347,1.25,10.11625,-1.25,8.56375,0.0,0.0
