Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.019,-1.25,9.94375,0.0,10.58625,,
0.038,-1.25,9.94375,0.0,10.58625,-1.25,0.00375
0.048,0.0,9.94375,-1.25,10.19875,-1.25,0.00375
0.059,1.25,9.94875,-1.25,10.61875,-1.25,0.00375
0.069,1.25,9.93375,2156.25,9.43625,0.0,0.00125
0.079,-1.25,9.946250000000001,3425.0,9.8475,0.0,0.00125
0.089,2.5,9.946250000000001,3425.0,9.8475,0.0,0.00125
0.100,-1.25,9.93,2841.25,9.95125,0.0,0.00125
0.110,-1.25,9.94125,2841.25,9.95125,0.0,0.00125
0.120,-1.25,9.94375,3318.75,9.80125,0.0,0.00375
0.131,0.0,9.945,3413.75,9.80375,0.0,0.00375
0.141,-1.25,9.95125,3670.0,9.76375,0.0,0.00375
0.151,1.25,9.9425,3711.25,9.76125,0.0,0.00375
0.161,1.25,9.9425,3711.25,9.76125,0.0,0.00375
0.172,1.25,9.945,3666.25,9.76875,0.0,0.00375
0.182,0.0,9.935,3713.75,10.21125,0.0,0.00375
0.192,3366.25,9.133750000000001,3735.0,8.981250000000001,0.0,0.00375
0.203,3366.25,9.133750000000001,3661.25,8.74,0.0,0.00375
0.213,3347.5,9.20125,3896.25,9.78125,0.0,0.0
0.224,2557.5,9.375,3705.0,10.59125,0.0,0.0
0.234,3305.0,9.14375,3675.0,9.8025,0.0,0.0
0.244,3555.0,9.09375,3663.75,9.43375,0.0,0.0
0.254,3537.5,9.11375,3728.75,9.1475,0.0,0.0
0.265,3537.5,9.11375,2116.25,9.77375,0.0,0.00125
0.275,3401.25,9.095,3695.0,10.70875,0.0,0.00125
0.285,3552.5,9.115,3752.5,9.71625,0.0,0.00125
0.296,3551.25,9.11375,2915.0,9.758750000000001,0.0,0.00125
0.306,3357.5,9.1075,3400.0,9.75625,0.0,0.00125
0.316,3357.5,9.1075,3400.0,9.75625,0.0,0.005
0.326,3550.0,9.1,3725.0,10.01625,0.0,0.005
0.337,3551.25,9.11,3711.25,7.836250000000001,0.0,0.005
0.347,3558.75,9.106250000000001,3567.5,9.7725,0.0,0.005
0.357,3368.75,9.1125,3097.5,10.945,0.0,0.005
0.367,3368.75,9.1125,3097.5,10.945,-1.25,0.00375
0.378,3561.25,9.075000000000001,3726.25,9.77,-1.25,0.00375
0.388,3558.75,9.09625,3706.25,9.76125,-1.25,0.00375
0.398,3506.25,9.105,2741.25,9.76625,-1.25,0.00375
0.409,3407.5,9.106250000000001,3340.0,9.76375,-1.25,0.00375
0.419,3550.0,9.09,3731.25,9.49375,-1.25,0.0025
0.429,3556.25,9.09,3701.25,8.57875,-1.25,0.0025
0.439,3551.25,9.11375,2935.0,9.75,-1.25,0.0025
0.449,3555.0,9.1225,3403.75,9.75125,-1.25,0.0025
0.460,3301.25,9.11,3712.5,9.48875,-1.25,0.0025
0.470,3555.0,9.11875,3712.5,9.48875,1.25,0.005
0.481,3555.0,9.10875,2657.5,9.7875,1.25,0.005
0.491,3335.0,9.105,2811.25,10.19375,1.25,0.005
0.501,3350.0,9.105,-1.25,10.61625,1.25,0.005
0.511,3415.0,9.11375,1.25,9.53,1.25,0.005
0.522,3537.5,9.09375,3.75,10.605,0.0,0.00375
0.532,3590.0,9.1125,20.0,10.61,0.0,0.00375
0.542,3560.0,9.115,-2.5,10.60375,0.0,0.00375
0.553,3551.25,9.105,-1.25,10.370000000000001,0.0,0.00375
0.563,3551.25,9.1225,-1.25,10.370000000000001,0.0,0.00375
0.573,3567.5,9.1125,12.5,10.6175,-1.25,0.00375
0.584,3535.0,9.11375,-48.75,10.60375,-1.25,0.00375
0.594,3538.75,9.0875,-158.75,10.605,-1.25,0.00375
0.605,3446.25,9.11125,-2.5,10.47125,-1.25,0.00375
0.615,3557.5,9.11,-20.0,10.14625,-1.25,0.00125
0.625,3565.0,9.10375,-7.5,10.9525,-1.25,0.00125
0.635,3548.75,9.10125,0.0,10.5975,-1.25,0.00125
0.646,3416.25,9.11375,-2.5,10.605,-1.25,0.00125
0.656,3417.5,9.115,-3.75,10.535,-1.25,0.00125
0.666,3568.75,9.10125,-3.75,10.19875,-1.25,0.00375
0.677,3490.0,9.11125,1.25,10.37875,-1.25,0.00375
0.687,3548.75,9.1,-1.25,10.625,-1.25,0.00375
0.697,3552.5,9.11875,-23.75,10.47625,-1.25,0.00375
0.709,3550.0,9.106250000000001,-3.75,10.5725,-1.25,0.00375
0.719,3568.75,9.105,0.0,10.265,0.0,0.00625
