Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.015,3505.0,9.09375,,0.02375,,
0.025,3510.0,9.0875,,0.09875,,
0.035,3505.0,9.0875,-1.25,0.06,,
0.045,3500.0,9.085,1.25,0.0475,,
0.056,3500.0,9.09,,0.03125,,
0.066,3510.0,9.1,-1.25,0.05,-1.25,
0.076,3501.25,9.08375,1.25,0.0225,-1.25,
0.087,3501.25,9.08375,-2.5,0.10875,-1.25,
0.097,3508.75,9.08375,2.5,0.0175,-1.25,
0.107,3508.75,9.08375,5.0,0.02625,-1.25,
0.117,3511.25,9.08625,1.25,0.08875,,
0.128,3508.75,9.08625,-1.25,0.03625,,
0.138,3510.0,9.0875,-3.75,0.0225,,
0.148,3502.5,9.085,,0.02625,,
0.158,3502.5,9.085,,0.02625,,
0.168,3511.25,9.09625,,0.03125,,
0.179,3491.25,9.08625,-1.25,0.08875,,
0.189,3501.25,9.085,1.25,0.06625,,
0.199,3506.25,9.08375,2.5,0.02625,,
0.209,3506.25,9.08375,2.5,0.02625,-1.25,
0.219,3512.5,9.09875,-2.5,0.04,-1.25,
0.229,3487.5,9.085,-1.25,0.085,-1.25,
0.239,3510.0,9.09125,-1.25,0.01875,-1.25,
0.250,3496.25,9.085,-2.5,0.02125,-1.25,
0.260,3500.0,9.08,-2.5,0.02125,,0.00125
0.270,3510.0,9.09375,-1.25,0.10625,,0.00125
0.280,3496.25,9.0925,1.25,0.0325,,0.00125
0.290,3492.5,9.09375,-1.25,0.01875,,0.00125
0.300,3495.0,9.085,-1.25,0.03,,0.00125
0.310,3505.0,9.0875,-1.25,0.08,-1.25,
0.321,3515.0,9.0875,,0.03875,-1.25,
0.331,3511.25,9.088750000000001,-6.25,0.07125000000000001,-1.25,
0.342,3483.75,9.088750000000001,-1.25,0.01625,-1.25,
0.352,3513.75,9.08,-1.25,0.02,-1.25,
0.362,3491.25,9.106250000000001,1.25,0.14875,-1.25,
0.372,3508.75,9.085,-1.25,0.043750000000000004,-1.25,
0.383,3507.5,9.085,-8.75,0.10250000000000001,-1.25,
0.393,3497.5,9.09,,0.01625,-1.25,
0.403,3506.25,9.09375,,0.025,-1.25,
0.413,3508.75,9.088750000000001,-1.25,0.16,,
0.424,3510.0,9.08,-1.25,0.07125000000000001,,
0.434,3508.75,9.08625,1.25,0.02125,,
0.444,3506.25,9.09125,,0.01125,,
0.454,3502.5,9.09,,0.02625,,
0.464,3512.5,9.08625,-1.25,0.0275,1.25,
0.474,3500.0,9.085,-2.5,0.1075,1.25,
0.485,3503.75,9.08375,-6.25,0.06125,1.25,
0.495,3495.0,9.09125,2.5,0.02375,1.25,
0.505,3510.0,9.0875,,0.0225,1.25,
0.515,3503.75,9.08625,-2.5,0.125,,
0.525,3510.0,9.09,-1.25,0.10250000000000001,,
0.535,3500.0,9.08375,-2.5,0.02875,,
0.545,3508.75,9.088750000000001,,0.00875,,
0.556,3513.75,9.08125,,0.0725,,
0.566,3507.5,9.07875,-1.25,0.08750000000000001,1.25,
0.576,3506.25,9.088750000000001,-5.0,0.0225,1.25,
0.586,3507.5,9.08625,,0.0225,1.25,
0.596,3502.5,9.08375,-2.5,0.0275,1.25,
0.606,3513.75,9.088750000000001,,0.08875,-1.25,
0.617,3513.75,9.0875,1.25,0.0825,-1.25,
0.627,3506.25,9.0825,2.5,0.01125,-1.25,
0.637,3511.25,9.0925,1.25,0.01875,-1.25,
0.647,3496.25,9.0875,,0.13875,-1.25,
0.658,3508.75,9.09,-2.5,0.115,-1.25,
0.668,3498.75,9.08625,5.0,0.0225,-1.25,
0.678,3491.25,9.088750000000001,1.25,0.01875,-1.25,
0.689,3513.75,9.09,-1.25,0.03,-1.25,
0.699,3510.0,9.0875,-2.5,0.0375,-1.25,
0.709,3510.0,9.09,-1.25,0.07875,-1.25,
0.720,3488.75,9.08625,3.75,0.03375,-1.25,
0.730,3481.25,9.0875,,0.01875,-1.25,
0.740,3500.0,9.0875,,0.0225,-1.25,
0.750,3505.0,9.09875,,0.075,-1.25,
0.761,3513.75,9.08625,6.25,0.10875,1.25,
0.771,3496.25,9.0875,7.5,0.02625,1.25,
0.781,3492.5,9.08375,-1.25,0.0075,1.25,
0.791,3498.75,9.0825,-1.25,0.08,1.25,
0.801,3502.5,9.09,-1.25,0.195,1.25,
0.811,3516.25,9.088750000000001,-2.5,0.025,-1.25,
0.822,3495.0,9.08625,1.25,0.0175,-1.25,
0.832,3503.75,9.09,,0.02,-1.25,
0.842,3508.75,9.09,,0.03,-1.25,
0.852,3501.25,9.106250000000001,-1.25,0.1075,-1.25,
0.862,3500.0,9.085,2.5,0.05,-1.25,
0.873,3488.75,9.085,1.25,0.0225,-1.25,
0.883,3500.0,9.095,-1.25,0.01625,-1.25,
0.893,3506.25,9.08,-1.25,0.03375,-1.25,
0.903,3517.5,9.0925,-3.75,0.0975,-1.25,
0.913,3506.25,9.0875,-5.0,0.0175,,
0.923,3503.75,9.08125,,0.02125,,
0.933,3507.5,9.09625,,0.035,,
0.944,3507.5,9.08125,1.25,0.15375,,
0.954,3505.0,9.08125,-2.5,0.051250000000000004,,
0.964,3508.75,9.07375,1.25,0.02125,-1.25,
0.974,3493.75,9.08125,-1.25,0.02625,-1.25,
0.985,3508.75,9.08375,,0.06875,-1.25,
0.995,3493.75,9.08625,,0.08125,-1.25,
1.005,3508.75,9.0875,,0.0575,-1.25,
1.015,3508.75,9.0875,5.0,0.0125,,
1.025,3503.75,9.088750000000001,,0.0975,,
1.035,3505.0,9.09375,1.25,0.09625,,
1.046,3496.25,9.088750000000001,-2.5,0.13375,,
1.056,3496.25,9.088750000000001,-2.5,0.02375,,
1.066,3510.0,9.088750000000001,,0.01875,,
1.076,3506.25,9.09,-1.25,0.02125,,
1.086,3506.25,9.09,,0.09125,,
1.097,3507.5,9.08375,-1.25,0.0625,,
1.107,3491.25,9.0875,,0.02375,,
1.117,3500.0,9.0875,,0.01875,-1.25,
1.127,3497.5,9.0875,1.25,0.125,-1.25,
1.137,3501.25,9.08125,1.25,0.09,-1.25,
1.147,3487.5,9.08375,1.25,0.0725,-1.25,
1.158,3501.25,9.08625,1.25,0.0725,-1.25,
1.168,3503.75,9.088750000000001,,0.01625,-1.25,
