Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.004,,,,,,
0.019,0.0,9.985,,,,
0.031,0.0,9.985,,,0.0,0.005
0.041,1.25,9.97875,-2.5,10.66,0.0,0.005
0.058,1.25,9.981250000000001,-1.25,10.57625,0.0,0.005
0.068,1.25,9.981250000000001,0.0,9.22125,0.0,0.00375
0.078,1.25,9.981250000000001,1028.75,0.0,0.0,0.00375
0.089,0.0,9.97375,1680.0,10.008750000000001,0.0,0.00375
0.099,-1.25,9.9825,3612.5,9.85125,0.0,0.00375
0.109,-1.25,9.9825,3566.25,9.8825,0.0,0.00375
0.119,2.5,9.98375,3371.25,9.9075,-1.25,0.0025
0.130,-1.25,9.963750000000001,3267.5,9.8625,-1.25,0.0025
0.140,0.0,9.97625,3593.75,9.84375,-1.25,0.0025
0.150,2.5,9.97875,3666.25,9.8425,-1.25,0.0025
0.161,2.5,9.97875,3753.75,9.60875,-1.25,0.0025
0.171,-1.25,9.98,3732.5,9.81625,0.0,0.0025
0.181,0.0,9.97875,3722.5,9.79625,0.0,0.0025
0.191,-1.25,9.9825,3763.75,9.82375,0.0,0.0025
0.201,2.5,9.9825,3815.0,10.225,0.0,0.0025
0.212,2.5,9.9825,3786.25,9.7925,0.0,0.0025
0.222,1.25,9.98,3770.0,9.81125,0.0,0.005
0.232,0.0,9.97625,3527.5,9.80125,0.0,0.005
0.243,3.75,9.97,3847.5,9.795,0.0,0.005
0.253,5.0,9.9875,3832.5,9.81,0.0,0.005
0.263,5.0,9.9875,3790.0,9.78875,-1.25,0.00125
0.273,0.0,9.977500000000001,3825.0,9.7975,-1.25,0.00125
0.284,1.25,9.97625,3807.5,9.7925,-1.25,0.00125
0.294,5.0,9.975,3782.5,9.7825,-1.25,0.00125
0.304,-2.5,9.98,3826.25,9.8325,-1.25,0.00125
0.314,-2.5,9.98,3551.25,9.8025,0.0,0.00375
0.325,2.5,9.99875,3856.25,9.790000000000001,0.0,0.00375
0.335,1.25,9.981250000000001,3798.75,9.75125,0.0,0.00375
0.345,2.5,9.981250000000001,3803.75,9.79625,0.0,0.00375
0.356,1.25,9.985,3867.5,10.4125,0.0,0.00375
0.366,1.25,9.985,3732.5,9.8,1.25,0.0
0.376,0.0,9.9725,3792.5,9.98625,1.25,0.0
0.386,3.75,9.9875,3831.25,9.77125,1.25,0.0
0.397,2.5,9.98,3812.5,9.825000000000001,1.25,0.0
0.407,0.0,9.98,3758.75,9.88,1.25,0.0
0.417,0.0,9.98,3852.5,9.14625,-1.25,0.00375
0.427,2.5,9.97375,3823.75,9.825000000000001,-1.25,0.00375
0.438,-1.25,9.981250000000001,3855.0,10.08375,-1.25,0.00375
0.448,0.0,9.9825,3800.0,9.93,-1.25,0.00375
0.458,1.25,9.98375,3696.25,9.7875,-1.25,0.00375
0.468,1.25,9.98375,3796.25,9.7975,-2.5,0.0025
0.479,-1.25,9.965,3696.25,9.7875,-2.5,0.0025
0.490,3507.5,9.145,3377.5,9.4225,-2.5,0.0025
0.500,3642.5,9.13625,3415.0,9.79625,-2.5,0.0025
0.511,3305.0,9.34125,3640.0,9.7925,-2.5,0.0025
0.521,2856.25,9.1475,3630.0,9.80875,1.25,0.0025
0.531,3458.75,9.1225,3803.75,9.795,1.25,0.0025
0.542,3825.0,9.09125,3377.5,9.11875,1.25,0.0025
0.552,3858.75,9.08375,3591.25,9.785,1.25,0.0025
0.562,3858.75,9.071250000000001,3831.25,9.80625,-1.25,0.00125
0.572,3665.0,9.088750000000001,3788.75,8.6675,-1.25,0.00125
