Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.004,,,,,,
0.017,1.25,10.11625,-1.25,8.7475,,
0.030,1.25,10.11625,-1.25,8.7475,-1.25,0.0
0.046,1.25,10.115,-2.5,9.12375,-1.25,0.0
0.063,1.25,10.1175,1.25,8.69125,0.0,0.00375
0.073,1.25,10.115,6.25,9.17625,0.0,0.00375
0.083,1.25,10.115,2985.0,8.4,0.0,0.00375
0.094,0.0,10.1075,2985.0,8.4,0.0,0.00375
0.104,1.25,10.11625,3493.75,8.33375,0.0,0.00375
0.114,0.0,10.13,3206.25,8.34875,0.0,0.00375
0.124,0.0,10.10875,3528.75,8.345,0.0,0.0
0.135,1.25,10.1075,3303.75,8.32375,0.0,0.0
0.145,0.0,10.11125,3546.25,8.3175,0.0,0.0
0.155,1.25,10.1225,1280.0,9.155,0.0,0.0
0.166,0.0,10.1175,2.5,9.1325,-1.25,0.0025
0.176,-1.25,10.115,1.25,9.0975,-1.25,0.0025
0.187,0.0,10.11125,-10.0,9.1075,-1.25,0.0025
0.197,1.25,10.11375,-1.25,8.83375,-1.25,0.0025
0.207,0.0,10.11375,-1.25,8.86875,-1.25,0.0025
0.217,-1.25,10.11625,-2.5,9.1125,-1.25,0.0025
0.228,1.25,10.1125,-1.25,8.9475,0.0,0.0025
0.238,1.25,10.11625,0.0,8.7375,0.0,0.0025
0.248,-1.25,10.11125,-1.25,8.52875,0.0,0.0025
0.258,-1.25,10.115,2.5,9.11625,0.0,0.0025
0.269,-1.25,10.115,-1.25,8.9425,1.25,0.00125
0.279,1.25,10.11875,0.0,8.735,1.25,0.00125
0.289,0.0,10.120000000000001,2.5,8.56875,1.25,0.00125
0.300,1.25,10.1175,-1.25,9.105,1.25,0.00125
0.310,1.25,10.115,0.0,9.04875,1.25,0.00125
0.320,1.25,10.115,0.0,8.66375,0.0,0.00125
0.330,1.25,10.1175,-1.25,9.1225,0.0,0.00125
0.341,2.5,10.1125,-2.5,9.125,0.0,0.00125
0.351,0.0,10.11375,0.0,9.03875,0.0,0.00125
0.361,1.25,10.115,0.0,8.7725,0.0,0.00125
0.372,0.0,10.115,-5.0,8.50375,0.0,0.0025
0.382,-1.25,10.11375,0.0,9.11,0.0,0.0025
0.392,1.25,10.1125,-2.5,8.77125,0.0,0.0025
0.402,0.0,10.1125,-2.5,8.77125,0.0,0.0025
0.413,2.5,10.11125,0.0,8.565,0.0,0.0025
0.423,2.5,10.11375,-1.25,9.11125,0.0,0.0
0.433,1.25,10.11125,0.0,8.76375,0.0,0.0
0.443,0.0,10.115,-2.5,8.56125,0.0,0.0
0.454,0.0,10.11875,0.0,9.11625,0.0,0.0
0.464,0.0,10.11375,0.0,9.11625,0.0,0.0
0.474,1.25,10.1125,-1.25,8.87625,0.0,0.00375
0.484,1.25,10.11875,0.0,8.508750000000001,0.0,0.00375
0.495,0.0,10.115,-1.25,9.105,0.0,0.00375
0.505,0.0,10.120000000000001,-2.5,8.9925,0.0,0.00375
0.515,1.25,10.1125,-2.5,8.9925,0.0,0.00375
0.525,0.0,10.1175,0.0,8.50625,0.0,0.0025
0.536,-1.25,10.115,-3.75,9.12125,0.0,0.0025
0.546,2.5,10.11375,0.0,9.04875,0.0,0.0025
0.556,2.5,10.120000000000001,-1.25,8.76625,0.0,0.0025
0.566,2.5,10.1225,-1.25,8.76625,-1.25,0.00625
0.577,-1.25,10.120000000000001,-163.75,9.102500000000001,-1.25,0.00625
0.587,1.25,10.1125,0.0,8.98375,-1.25,0.00625
0.597,0.0,10.11625,0.0,8.8125,-1.25,0.00625
0.607,0.0,10.120000000000001,0.0,8.55125,-1.25,0.00625
0.618,2.5,10.1225,0.0,8.55125,0.0,0.0025
0.628,2.5,10.1125,-1.25,9.1075,0.0,0.0025
