elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,2.50,10.00,723.75,0.00,-1.25,1.32
0.546,1.25,11.65,516.25,0.00,-1.25,1.36
1.085,1.25,9.52,57.50,0.00,0.00,1.37
11.657,130.00,10.51,325.00,0.00,0.00,1.32.22.257,1.25,11.64,880.00,0.00,-1.25,12.949,-1.25,9.68,220.00,0.00,-1.25,1.20
3.566,0.00,10.02,707.50,0.00,0.00,1.34
4.214,0.00,9.63,333.75,0.76,0.00,1.33
4.833,3918.75,10.11,20.00,0.00,0.00,1.35
5.485.490,2.50,9.95,720.00,0.00,0.00,1.396.076,4146.25,9.80,343.75,0.00,0.00,1.37
6.830,4232.50,9.19,12.50,0.00,0.00,1.32
7.407.399,4132.50,9.18,468.75,0.00,-1.25,18.042,4158.75,9.82,96.25,1.12,0.00,1.31
8.743,3817.50,9.20,13.75,0.00,0.00,1.37
9.459,4135.00,9.18,472.50,0.66,1.25,1.34
10.040,0.00,10.06,690.00,0.00,0.00,1.40
10.701,-20.00,3.45,-481.25,0.00,0.00,1.33
11.294,1.25,11.47,891.25,0.00,0.00,1.39
11.903,3857.50,10.11,485.00,0.00,-1.25,1.32
12.630,3381.25,9.41,-37.50,0.00,0.00,1.38
13.228,4145.00,9.94,477.50,0.66,0.00,1.35
13.839,3797.50,9.18,30.00,0.00,1.25,1.32
14.469,4132.50,9.17,476.25,0.00,-1.25,1.34
15.076,7.50,9.71,383.75,0.00,0.00,1.33
15.696,4123.75,9.21,10.00,0.00,-1.25,1.33
16.344,3898.75,9.17,31.25,0.00,-1.25,1.34
17.420,4222.50,10.13,348.75,0.00,0.00,1.34
18.025,3746.25,9.92,488.75,0.00,-1.25,1.31
18.643,4076.25,9.18,23.75,0.00,1.25,1.35
19.222,4123.75,9.25,482.50,0.00,0.00,1.31
19.842,4125.00,9.17,330.00,0.00,0.00,1.32
20.463,0.00,9.99,737.50,1.97,0.00,1.36
21.084,4117.50,10.19,-23.75,0.00,-1.25,1.38
21.846,3888.75,9.19,492.50,0.00,0.00,1.33
22.421,4213.75,9.94,403.75,0.00,0.00,1.32
23.065,4121.25,10.15,237.50,0.00,-1.25,1.32
23.771,4092.50,9.18,481.25,0.00,0.00,1.35
24.362,4113.75,9.27,348.75,0.00,0.00,1.35
24.989,3770.00,10.16,325.00,0.00,0.00,1.39
25.749,1.25,9.88,536.25,0.00,0.00,1.32
26.365,4106.25,9.64,682.50,0.00,0.00,1.36
27.064,4212.50,9.16,493.75,0.00,0.00,1.35
27.748,4211.25,9.16,412.50,0.00,1.25,1.32
28.370,4102.50,9.18,167.50,0.00,0.00,1.37
28.964,-3.75,10.03,718.75,0.00,0.00,1.06
29.549,0.00,10.11,520.00,0.61,0.00,1.02
30.129,0.00,10.20,871.25,0.00,-1.25,0.99
30.807,-1.25,9.80,881.25,0.00,0.00,0.97
31.367,0.00,9.71,871.25,0.00,0.00,0.96
31.924,0.00,9.47,652.50,0.00,0.00,0.95
32.508,1.25,9.53,205.00,1.52,0.00,0.94
33.138,1.25,9.94,691.25,0.00,0.00,0.93
33.774,1.25,9.52,633.75,0.90,-1.25,0.92
34.339,0.00,9.59,685.00,0.00,-1.25,0.90
35.603,-1.25,10.52,-235.00,0.00,0.00,0.89
36.199,1.25,10.07,517.50,0.65,0.00,0.89
36.882,0.00,10.11,748.75,0.00,0.00,0.88
37.444,2.50,10.15,883.75,0.00,-1.25,0.87
37.985,1.25,10.69,716.25,0.00,-1.25,0.86
38.635,1.25,9.75,697.50,0.00,0.00,0.86
39.186,0.00,9.72,681.25,0.00,-1.25,0.85
39.759,0.00,9.85,450.00,0.00,-1.25,0.85
40.564,1.25,10.33,887.50,0.00,0.00,0.84
41.262,2.50,9.61,311.25,0.00,-1.25,0.83
41.996,0.00,9.85,681.25,0.00,-1.25,0.83
42.585,1.25,10.17,895.00,0.00,-1.25,0.82
43.185,2.50,9.63,868.75,0.65,-1.25,0.82
43.760,1.25,10.12,121.25,0.00,0.00,0.81
44.321,0.00,10.18,826.25,0.00,0.00,0.81
44.931,1.25,10.05,695.00,0.00,-1.25,0.80
45.565,0.00,10.21,16.25,0.00,1.25,0.80
46.141,1.25,9.43,793.75,0.00,-1.25,0.79
46.870,0.00,9.47,693.75,0.00,0.00,0.79
47.424,1.25,9.79,47.50,0.00,-1.25,0.78
48.123,0.00,10.07,522.50,0.00,0.00,0.78
48.842,0.00,10.17,105.00,0.00,1.25,0.77
49.390,0.00,9.90,525.00,0.00,-1.25,0.77
49.968,1.25,9.60,521.25,0.00,-1.25,0.76
50.557,1.25,9.46,762.50,0.00,-1.25,0.76
51.252,1.25,9.51,753.75,0.00,0.00,0.75
51.941,1.25,10.78,732.50,0.00,-1.25,0.75
52.601,21.25,9.87,781.25,0.00,0.00,0.74
53.228,-1.25,9.78,887.50,0.00,0.00,0.74
53.975,0.00,9.44,883.75,2.34,0.00,0.74
54.724,-1.25,9.97,471.25,0.00,-1.25,0.73
56.182,-1.25,9.53,883.75,0.04,-2.50,0.72
56.912,6.25,9.77,465.00,0.00,0.00,0.72
57.509,0.00,10.06,42.50,0.00,0.00,0.71
58.062,1.25,11.82,250.00,0.00,0.00,0.71
58.637,2.50,9.88,650.00,1.25,-1.25,0.70
59.205,-1.25,9.44,753.75,0.00,0.00,0.70
59.821,2.50,9.41,563.75,0.00,0.00,0.70
60.495,0.00,9.75,680.00,0.00,-2.50,0.69
61.111,1.25,10.06,893.75,0.00,0.00,0.69
61.713,2.50,11.39,392.50,0.68,1.25,0.68
62.307,1.25,10.95,741.25,0.00,0.00,0.68
62.977,1.25,10.02,873.75,0.00,0.00,0.68
63.588,-3.75,10.10,873.75,0.00,0.00,0.67
64.165,1.25,9.54,488.75,0.00,0.00,0.67
64.726,0.00,11.69,766.25,0.00,0.00,0.67
65.345,0.00,9.77,833.75,0.00,0.00,0.66
66.002,2.50,9.70,886.25,0.00,-2.50,0.66
66.567,2.50,10.06,673.75,0.20,0.00,0.65
67.125,1.25,10.09,681.25,0.00,-1.25,0.65
67.685,-1.25,10.11,592.50,0.00,0.00,0.65
68.326,0.00,9.76,698.75,0.00,0.00,0.64
69.145,0.00,9.92,546.25,0.00,-1.25,0.64
69.751,1.25,9.61,697.50,0.00,0.00,0.64
70.307,1.25,10.17,730.00,0.00,-2.50,0.63
70.930,1.25,11.63,720.00,0.00,1.25,0.63
71.506,2.50,9.48,68.75,0.00,-1.25,0.63
