elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,9.87,878.75,0.00,1473.75,4.84
0.023,0.00,11.31,677.50,0.13,31.25,5.21
0.044,0.00,10.02,856.25,0.00,30.00,5.21
0.066,0.00,11.57,690.00,0.08,33.75,5.21
0.088,0.00,10.12,655.00,0.00,30.00,5.21
0.107,1.25,11.79,643.75,0.07,31.25,5.21
0.127,1.25,10.34,821.25,0.00,30.00,5.21
0.146,1.25,9.90,743.75,0.00,31.25,5.21
0.166,-1.25,11.32,681.25,0.00,30.00,5.21
0.185,1.25,10.09,828.75,0.00,31.25,5.21
0.205,0.00,10.46,288.75,0.00,32.50,5.21
0.224,1.25,11.13,828.75,0.00,32.50,5.21
0.245,2.50,9.84,846.25,0.00,31.25,5.21
0.265,0.00,11.62,612.50,0.00,31.25,5.21
0.284,0.00,10.21,916.25,0.00,32.50,5.21
0.304,1.25,10.37,150.00,0.00,31.25,5.21
0.323,1.25,10.69,896.25,0.00,31.25,5.21
0.343,0.00,9.80,798.75,0.38,31.25,5.21
0.363,1.25,10.58,-1.25,0.00,31.25,5.21
0.384,1.25,10.18,905.00,0.00,30.00,5.21
0.403,3.75,10.34,548.75,0.00,32.50,5.21
0.423,0.00,10.24,915.00,0.00,30.00,5.21
0.443,1.25,9.72,355.00,0.33,31.25,5.21
0.462,-1.25,10.59,42.50,0.00,30.00,5.21
0.482,0.00,10.00,898.75,0.00,31.25,5.21
0.501,1.25,10.36,558.75,0.00,31.25,5.21
0.521,2.50,10.24,812.50,0.00,28.75,5.21
0.540,1.25,9.81,890.00,0.19,30.00,5.21
0.561,-7.50,10.35,47.50,0.00,31.25,5.21
0.582,1.25,10.05,880.00,0.00,31.25,5.21
0.604,6.25,10.43,680.00,0.07,32.50,5.21
0.628,0.00,9.96,852.50,0.00,30.00,5.21
0.648,0.00,10.90,676.25,0.00,31.25,5.21
0.668,2.50,10.19,831.25,0.00,31.25,5.21
0.687,1.25,9.69,-58.75,0.00,32.50,5.21
0.707,0.00,11.17,678.75,0.00,30.00,5.21
0.727,1.25,9.88,775.00,0.00,31.25,5.21
0.746,11.25,10.35,-12.50,0.00,30.00,5.21
