Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.019,2.5,10.1175,-5.0,9.10125,0.0,0.005
0.030,0.0,10.115,1.25,8.795,0.0,0.005
0.041,1.25,10.1175,0.0,8.585,0.0,0.005
0.051,-1.25,10.11875,-1.25,8.9525,0.0,0.005
0.061,-1.25,10.11625,3086.25,8.3775,0.0,0.005
0.072,-1.25,10.115,3401.25,8.3725,0.0,0.005
0.082,3.75,10.11125,3405.0,8.3625,0.0,0.005
0.093,0.0,10.115,3402.5,8.35125,0.0,0.005
0.103,1.25,10.120000000000001,3025.0,8.2875,0.0,0.005
0.113,1.25,10.120000000000001,3025.0,8.2875,0.0,0.0
0.124,1.25,10.120000000000001,-2.5,9.14625,0.0,0.0
0.134,-1.25,10.120000000000001,-1.25,9.102500000000001,0.0,0.0
0.144,1.25,10.11875,-1.25,9.102500000000001,0.0,0.0
0.154,2.5,10.115,0.0,8.73625,0.0,0.0
0.165,1.25,10.11625,0.0,9.14125,-1.25,0.0
0.175,1.25,10.115,-1.25,9.095,-1.25,0.0
0.185,1.25,10.115,-1.25,8.94375,-1.25,0.0
0.196,-1.25,10.1175,2.5,8.72,-1.25,0.0
0.206,-1.25,10.115,-2.5,9.14875,-1.25,0.0
0.216,0.0,10.1125,-2.5,9.14875,-1.25,0.0025
0.226,1.25,10.115,-1.25,9.1,-1.25,0.0025
0.237,1.25,10.11625,-1.25,8.6575,-1.25,0.0025
0.247,1.25,10.11625,0.0,9.13,-1.25,0.0025
0.257,1.25,10.1225,-3.75,9.1325,-1.25,0.0025
0.268,1.25,10.11375,-3.75,9.1325,0.0,0.00375
0.278,1.25,10.11625,-1.25,8.6575,0.0,0.00375
0.288,0.0,10.11375,-1.25,9.1175,0.0,0.00375
0.299,0.0,10.11375,0.0,9.10875,0.0,0.00375
0.309,0.0,10.11375,0.0,8.8825,0.0,0.00375
0.319,1.25,10.11625,-1.25,8.6225,-2.5,0.0025
0.329,2.5,10.120000000000001,2.5,9.1075,-2.5,0.0025
0.340,1.25,10.1125,-6.25,9.10875,-2.5,0.0025
0.350,-1.25,10.11625,2.5,8.8775,-2.5,0.0025
0.361,-1.25,10.11625,-1.25,8.65625,-2.5,0.0025
0.371,0.0,10.115,-1.25,8.65625,-2.5,0.0
0.381,1.25,10.115,1.25,9.11,-2.5,0.0
0.392,0.0,10.11625,-1.25,8.88625,-2.5,0.0
0.402,1.25,10.11875,0.0,8.61375,-2.5,0.0
0.412,1.25,10.11875,48.75,9.1125,-2.5,0.0
0.422,0.0,10.115,0.0,9.06875,0.0,0.00625
0.433,1.25,10.115,2.5,8.8475,0.0,0.00625
0.443,2.5,10.1175,2.5,8.8475,0.0,0.00625
0.453,-2.5,10.120000000000001,-2.5,8.5325,0.0,0.00625
0.466,0.0,10.11375,-11.25,9.11625,0.0,0.00625
0.477,2.5,10.115,0.0,8.84625,-1.25,0.0
0.487,1.25,10.1125,0.0,8.52125,-1.25,0.0
0.497,1.25,10.12875,0.0,9.11375,-1.25,0.0
0.508,0.0,10.120000000000001,0.0,8.950000000000001,-1.25,0.0
0.518,1.25,10.120000000000001,0.0,8.950000000000001,-1.25,0.005
0.528,1.25,10.11625,0.0,8.95375,-1.25,0.005
0.538,1.25,10.1125,-3.75,9.11,-1.25,0.005
0.549,1.25,10.1275,0.0,8.96,-1.25,0.005
