Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.004,,,,,,
0.020,-1.25,9.762500000000001,-7.5,6.59375,-2.5,0.0
0.032,-1.25,9.762500000000001,-7.5,6.59375,-2.5,0.0
0.047,1.25,9.765,0.0,6.93625,-2.5,0.0
0.058,0.0,9.77,8.75,6.59,-2.5,0.0
0.068,-1.25,9.765,1.25,6.5,0.0,0.0
0.078,0.0,9.77125,667.5,0.0,0.0,0.0
0.088,0.0,9.77125,51.25,6.68,0.0,0.0
0.099,0.0,9.762500000000001,2221.25,6.4975000000000005,0.0,0.0
0.109,0.0,9.762500000000001,2221.25,6.4975000000000005,0.0,0.0
0.119,1.25,9.76875,2370.0,6.51375,1.25,0.00875
0.130,2.5,9.76875,1927.5,6.525,1.25,0.00875
0.140,1.25,9.76625,2208.75,6.47625,1.25,0.00875
0.150,0.0,9.53375,2435.0,6.445,1.25,0.00875
0.161,3542.5,8.895,2521.25,6.4225,-1.25,0.0
0.171,3091.25,9.088750000000001,2517.5,6.445,-1.25,0.0
0.181,3562.5,8.84375,-5.0,6.96875,-1.25,0.0
0.191,3562.5,8.84375,-5.0,6.96875,-1.25,0.0
0.202,3913.75,8.84375,-472.5,7.06125,-1.25,0.0
0.212,3970.0,8.85875,0.0,6.965,-1.25,0.0
0.222,3985.0,8.82875,-2.5,6.795,-1.25,0.0
0.233,3983.75,8.8325,2.5,7.3625,-1.25,0.0
0.243,3876.25,8.835,2.5,6.91125,-1.25,0.0
0.253,3966.25,8.8275,7.5,6.78875,-1.25,0.0
0.264,3990.0,8.8225,0.0,7.08125,-1.25,0.0
0.274,3988.75,8.835,6.25,6.87375,0.0,0.0025
0.284,3875.0,8.84375,-2.5,7.0325,0.0,0.0025
0.294,3875.0,8.84375,-2.5,7.0325,0.0,0.0025
0.305,3990.0,8.83,0.0,6.91125,0.0,0.0025
0.315,3973.75,8.83,-2.5,6.75875,0.0,0.0025
0.325,3988.75,8.83,-1.25,6.88,0.0,0.00125
0.336,1.25,9.7675,-2.5,6.8225,0.0,0.00125
0.346,1.25,9.77125,0.0,7.0200000000000005,0.0,0.00125
0.356,0.0,9.77,-12.5,6.93875,0.0,0.00125
0.366,1.25,9.765,1.25,6.80625,0.0,0.0025
0.377,1.25,9.76625,0.0,6.9425,0.0,0.0025
0.387,0.0,9.765,0.0,6.9425,0.0,0.0025
0.397,0.0,9.77,-1.25,6.8500000000000005,0.0,0.0025
0.407,2.5,9.76625,1.25,6.7225,0.0,0.0025
0.418,1.25,9.7675,-2.5,6.93,-1.25,0.0
0.428,-1.25,9.7675,0.0,6.88625,-1.25,0.0
0.438,2.5,9.7675,-1.25,6.765000000000001,-1.25,0.0
0.449,0.0,9.765,-1.25,7.0025,-1.25,0.0
0.459,-1.25,9.76625,-2.5,6.8725000000000005,0.0,0.0
0.469,0.0,9.76625,1.25,6.7562500000000005,0.0,0.0
0.479,1.25,9.762500000000001,1.25,6.865,0.0,0.0
0.490,0.0,9.765,0.0,6.7875000000000005,0.0,0.0
0.500,1.25,9.765,-10.0,6.98,0.0,0.0
0.511,0.0,9.7675,-10.0,6.98,-2.5,0.0
0.522,-1.25,9.76875,0.0,6.78,-2.5,0.0
0.532,1.25,9.76625,-3.75,6.99375,-2.5,0.0
0.542,0.0,9.7675,-3.75,6.99375,-2.5,0.0
0.553,0.0,9.765,-1.25,6.7325,-2.5,0.0
0.563,2.5,9.76375,0.0,7.00375,-1.25,0.0
0.574,0.0,9.762500000000001,-1.25,6.87625,-1.25,0.0
0.584,2.5,9.76875,3.75,6.76,-1.25,0.0
0.594,1.25,9.77,1.25,7.0025,-1.25,0.0
0.605,0.0,9.76625,10.0,6.8875,-1.25,0.0
0.615,1.25,9.76375,0.0,6.76375,-1.25,0.0
0.625,1.25,9.76875,-1.25,6.983750000000001,-1.25,0.0
0.636,1.25,9.76375,2.5,6.86625,-1.25,0.0
0.646,0.0,9.77125,-1.25,6.785,-1.25,0.0
0.656,1.25,9.765,-3.75,7.0,-1.25,0.0
0.666,1.25,9.76375,-2.5,6.8187500000000005,0.0,0.0
0.677,1.25,9.765,1.25,6.61,0.0,0.0
0.687,1.25,9.76625,-2.5,7.04125,0.0,0.0
0.697,0.0,9.76625,3.75,6.9262500000000005,0.0,0.0
0.707,0.0,9.76375,1.25,6.67875,0.0,0.0
0.718,1.25,9.7675,-1.25,6.49375,0.0,0.0
0.728,1.25,9.7675,-1.25,6.99375,0.0,0.0
0.738,2.5,9.76625,3.75,6.81125,0.0,0.0
0.748,0.0,9.76625,2.5,6.6137500000000005,0.0,0.0
0.759,1.25,9.762500000000001,1.25,6.99875,0.0,0.0
0.769,1.25,9.76375,0.0,6.92,0.0,0.0
0.779,1.25,9.76625,0.0,6.66625,0.0,0.0
0.790,1.25,9.76875,-2.5,7.0025,0.0,0.0
0.800,1.25,9.76375,-1.25,6.99375,0.0,0.0
0.811,0.0,9.76,0.0,6.71125,0.0,0.0
0.821,0.0,9.765,-3.75,7.0325,0.0,0.0
0.831,0.0,9.765,2.5,6.9975000000000005,0.0,0.0
0.841,1.25,9.76625,1.25,6.82,0.0,0.0
0.852,1.25,9.76125,-1.25,6.59875,0.0,0.0
0.862,1.25,9.765,-1.25,6.99,0.0,0.0
0.872,0.0,9.7675,-2.5,6.89125,0.0,0.0
0.882,0.0,9.76625,-2.5,6.74125,0.0,0.0
0.893,0.0,9.762500000000001,-1.25,6.5125,0.0,0.0
0.903,1.25,9.765,0.0,7.03375,0.0,0.0
0.913,1.25,9.765,0.0,6.805,-2.5,0.0
0.923,-1.25,9.77,0.0,6.6137500000000005,-2.5,0.0
0.934,-1.25,9.762500000000001,0.0,7.06125,-2.5,0.0
0.944,2.5,9.76,-1.25,6.8925,-2.5,0.0
0.954,1.25,9.7675,5.0,6.6325,-2.5,0.0
0.965,0.0,9.7725,-1.25,6.655,-2.5,0.0
0.975,1.25,9.765,-1.25,6.90875,0.0,0.00375
0.985,0.0,9.76375,-1.25,6.702500000000001,0.0,0.00375
0.996,1.25,9.7675,-1.25,6.5175,0.0,0.00375
1.006,0.0,9.765,-3.75,6.9875,0.0,0.00375
1.016,1.25,9.765,-1.25,6.83125,0.0,0.0025
1.026,0.0,9.76875,0.0,6.546250000000001,0.0,0.0025
1.037,-1.25,9.762500000000001,-1.25,6.99,0.0,0.0025
1.047,-1.25,9.76875,1.25,6.8975,0.0,0.0025
1.057,0.0,9.76875,0.0,6.71375,0.0,0.0025
1.068,0.0,9.76125,-7.5,6.4825,-1.25,0.0
1.078,0.0,9.762500000000001,0.0,6.82625,-1.25,0.0
1.089,0.0,9.76375,-1.25,6.6425,-1.25,0.0
1.099,1.25,9.76375,0.0,7.0075,-1.25,0.0
1.109,-1.25,9.76625,1550.0,6.5325,-1.25,0.0
1.120,1.25,9.76125,2232.5,6.46375,1.25,0.0
1.130,1.25,9.762500000000001,2232.5,6.46375,1.25,0.0
1.140,0.0,9.765,2278.75,6.5575,1.25,0.0
1.151,0.0,9.76875,1941.25,6.525,1.25,0.0
1.161,0.0,9.762500000000001,2103.75,6.46,1.25,0.0
1.171,0.0,9.762500000000001,2463.75,6.44125,0.0,0.043750000000000004
1.182,3227.5,8.9175,2198.75,6.4437500000000005,0.0,0.043750000000000004
1.192,3726.25,8.89625,2347.5,6.4275,0.0,0.043750000000000004
1.202,3118.75,9.0625,2490.0,6.4262500000000005,0.0,0.043750000000000004
1.213,3507.5,8.875,0.0,6.9887500000000005,0.0,0.043750000000000004
1.223,3848.75,8.8425,10.0,6.9975000000000005,-1.25,0.0
1.233,3960.0,8.835,55.0,6.755,-1.25,0.0
1.244,3961.25,8.8225,5.0,6.6725,-1.25,0.0
1.254,3982.5,8.81375,0.0,6.49125,-1.25,0.0
1.264,3861.25,8.825000000000001,0.0,6.49125,0.0,0.0
1.274,3987.5,8.83625,-135.0,6.86125,0.0,0.0
1.285,3983.75,8.82625,0.0,6.51625,0.0,0.0
1.295,3980.0,8.85,-1.25,7.00125,0.0,0.0
1.305,3966.25,8.8375,0.0,6.825,0.0,0.0
1.315,3931.25,8.83625,0.0,6.825,0.0,0.0
1.326,3985.0,8.8375,-3.75,6.53625,0.0,0.0
1.336,3952.5,8.83625,-1.25,7.20875,0.0,0.0
1.346,3818.75,8.8425,-1.25,6.815,0.0,0.0
1.357,3805.0,9.7675,2.5,6.546250000000001,0.0,0.0
1.367,3805.0,9.7675,-5.0,7.0175,0.0,0.0
1.377,1.25,9.77,-6.25,6.75875,0.0,0.00625
1.388,0.0,9.765,-7.5,6.57125,0.0,0.00625
1.398,0.0,9.758750000000001,1.25,7.02625,0.0,0.00625
1.408,-1.25,9.76875,-1.25,6.93375,0.0,0.00625
1.419,-1.25,9.76875,-3.75,6.6762500000000005,0.0,0.0025
1.429,1.25,9.77,0.0,6.80375,0.0,0.0025
1.439,-1.25,9.7675,-6.25,6.9975000000000005,0.0,0.0025
1.449,1.25,9.7725,-5.0,6.84875,0.0,0.0025
1.460,1.25,9.7675,2.5,6.615,0.0,0.0025
1.470,1.25,9.7675,0.0,7.00125,-1.25,0.00125
1.480,0.0,9.77125,0.0,6.81625,-1.25,0.00125
1.491,0.0,9.76375,0.0,6.6762500000000005,-1.25,0.00125
1.501,0.0,9.76625,-8.75,6.4887500000000005,-1.25,0.00125
1.511,0.0,9.76625,0.0,6.99875,-1.25,0.00125
1.522,0.0,9.76625,6.25,6.65625,1.25,0.0025
1.532,0.0,9.76125,-1.25,6.483750000000001,1.25,0.0025
1.542,0.0,9.76875,-8.75,7.0,1.25,0.0025
1.553,0.0,9.765,-1.25,6.81375,1.25,0.0025
1.563,0.0,9.76875,-1.25,6.62125,1.25,0.0025
1.573,0.0,9.76375,-6.25,6.99875,0.0,0.00125
1.584,1.25,9.7675,0.0,6.8775,0.0,0.00125
1.594,0.0,9.76625,-1.25,6.5625,0.0,0.00125
1.604,0.0,9.76375,-1.25,7.0025,0.0,0.00125
1.614,1.25,9.77,1.25,6.8637500000000005,0.0,0.0
1.625,0.0,9.76625,-1.25,6.49125,0.0,0.0
1.635,1.25,9.76125,1045.0,6.6725,0.0,0.0
1.645,1.25,9.762500000000001,2290.0,6.445,0.0,0.0
1.656,0.0,9.76625,2290.0,6.445,0.0,0.0
1.666,0.0,9.76625,2316.25,6.51375,0.0,0.0
1.676,0.0,9.7675,1995.0,6.49625,0.0,0.005
1.686,0.0,9.75625,1995.0,6.49625,0.0,0.005
