elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,13.21,393.75,0.00,32.50,5.21
0.057,6.25,14.11,746.25,0.88,32.50,5.21
0.088,0.00,12.03,133.75,0.00,30.00,5.21
0.121,1.25,12.02,75.00,0.00,30.00,5.21
0.155,1.25,12.03,685.00,3.19,30.00,5.21
0.178,0.00,13.46,720.00,0.00,31.25,5.21
0.199,-1.25,12.12,281.25,0.00,31.25,5.21
0.220,1.25,12.85,712.50,0.08,30.00,5.21
0.242,1.25,12.17,75.00,0.00,32.50,5.21
0.262,0.00,13.69,725.00,0.00,31.25,5.21
0.282,12.50,12.01,518.75,1.81,31.25,5.21
0.303,1.25,12.10,692.50,0.01,30.00,5.21
0.324,12.50,12.03,98.75,0.00,31.25,5.21
0.347,0.00,12.44,716.25,0.00,31.25,5.21
0.368,5.00,12.11,316.25,0.00,30.00,5.21
0.388,0.00,12.03,667.50,3.29,31.25,5.21
0.409,1.25,12.10,11.25,0.00,30.00,5.21
0.431,5.00,12.02,558.75,0.00,30.00,5.21
0.452,0.00,12.11,90.00,0.00,31.25,5.21
0.473,3.75,12.02,710.00,2.12,31.25,5.21
0.493,2.50,12.52,716.25,0.00,30.00,5.21
0.514,1.25,12.98,503.75,1.40,31.25,5.21
0.534,1.25,12.08,17.50,0.00,31.25,5.21
0.555,0.00,12.02,706.25,1.11,31.25,5.21
0.575,0.00,12.06,47.50,0.00,31.25,5.21
0.597,-10.00,12.01,546.25,2.91,31.25,5.21
0.618,1.25,12.14,7.50,0.00,26.25,5.21
0.641,1.25,13.34,713.75,0.00,32.50,5.21
0.666,3.75,12.06,173.75,0.00,30.00,5.21
0.688,-1.25,12.04,460.00,1.94,31.25,5.21
0.710,1.25,13.20,-68.75,0.00,32.50,5.21
0.730,-5.00,12.01,705.00,0.53,32.50,5.21
0.751,2.50,12.15,577.50,0.00,31.25,5.21
0.772,2.50,12.02,561.25,2.97,31.25,5.21
0.793,1.25,12.47,0.00,0.00,31.25,5.21
0.813,1.25,13.96,718.75,0.00,32.50,5.21
0.833,22.50,12.04,461.25,0.00,31.25,5.21
0.854,2.50,12.80,695.00,0.00,32.50,5.21
0.875,5.00,12.04,-2.50,0.00,31.25,5.21
0.895,1.25,12.03,591.25,0.00,32.50,5.21
0.918,0.00,12.15,202.50,0.00,32.50,5.21
0.939,-2.50,12.02,685.00,2.73,32.50,5.21
0.959,0.00,12.39,92.50,0.00,27.50,5.21
0.981,12.50,12.02,548.75,0.66,27.50,5.21
1.001,-1.25,12.09,-50.00,0.10,32.50,5.21
1.023,15.00,12.01,71.25,0.00,30.00,5.21
1.043,1.25,12.83,680.00,0.00,32.50,5.21
1.064,-1.25,12.02,528.75,1.81,32.50,5.21
1.084,0.00,12.14,-43.75,0.00,31.25,5.21
1.105,1.25,12.02,725.00,0.87,31.25,5.21
1.126,0.00,12.25,505.00,0.00,30.00,5.21
1.147,0.00,14.13,557.50,3.79,30.00,5.21
1.168,0.00,12.11,683.75,0.00,31.25,5.21
1.189,6.25,12.02,206.25,0.00,32.50,5.21
1.210,1.25,12.70,283.75,0.00,31.25,5.21
1.231,20.00,12.02,642.50,3.45,28.75,5.21
1.252,0.00,12.39,693.75,0.00,32.50,5.21
1.272,-1.25,12.02,360.00,0.00,31.25,5.21
1.293,0.00,12.25,113.75,0.00,30.00,5.21
1.314,10.00,12.02,703.75,1.36,31.25,5.21
1.334,0.00,12.10,686.25,0.00,32.50,5.21
1.363,1.25,12.04,606.25,0.00,31.25,5.21
1.384,2.50,12.13,311.25,0.00,31.25,5.21
1.404,2.50,12.83,653.75,3.58,31.25,5.21
1.425,0.00,12.21,35.00,0.00,31.25,5.21
1.445,1.25,13.91,721.25,0.00,32.50,5.21
1.466,46.25,12.02,636.25,0.00,31.25,5.21
1.488,0.00,14.08,703.75,2.09,30.00,5.21
1.508,0.00,12.02,55.00,0.00,32.50,5.21
1.528,1.25,13.42,720.00,0.00,33.75,5.21
1.549,1.25,12.11,627.50,0.00,31.25,5.21
1.569,0.00,12.60,691.25,0.00,31.25,5.21
1.589,-11.25,12.02,455.00,1.97,31.25,5.21
1.610,-1.25,12.56,-20.00,0.00,31.25,5.21
1.631,15.00,12.67,607.50,0.00,30.00,5.21
1.652,0.00,12.08,563.75,0.00,30.00,5.21
1.673,-8.75,12.01,57.50,3.03,32.50,5.21
1.695,1.25,13.12,746.25,0.00,28.75,5.21
1.715,2.50,12.01,601.25,0.00,31.25,5.21
1.736,1.25,12.50,373.75,0.00,31.25,5.21
1.756,3.75,12.02,641.25,3.45,32.50,5.21
1.776,1.25,12.51,715.00,0.00,30.00,5.21
1.798,-11.25,12.01,580.00,0.00,32.50,5.21
1.818,0.00,12.10,163.75,0.00,32.50,5.21
1.838,0.00,12.02,671.25,2.71,32.50,5.21
1.858,1.25,12.04,28.75,0.00,31.25,5.21
1.878,-1.25,12.81,750.00,0.00,31.25,5.21
1.899,1.25,12.01,623.75,0.00,32.50,5.21
1.922,-2.50,12.01,71.25,0.00,31.25,5.21
1.943,2.50,12.48,633.75,0.00,32.50,5.21
1.964,1.25,13.76,540.00,2.33,31.25,5.21
1.984,0.00,12.04,33.75,0.00,31.25,5.21
2.004,1.25,12.10,696.25,0.75,31.25,5.21
2.027,1.25,13.06,436.25,0.00,31.25,5.21
2.047,1.25,12.02,588.75,4.06,31.25,5.21
2.068,2.50,12.15,-1.25,0.00,31.25,5.21
2.088,-8.75,12.03,255.00,0.00,32.50,5.21
2.109,1.25,12.42,280.00,0.00,32.50,5.21
2.129,1.25,14.10,642.50,3.08,32.50,5.21
2.150,13.75,12.02,50.00,0.00,32.50,5.21
2.170,1.25,12.55,715.00,0.11,31.25,5.21
2.192,-2.50,12.03,37.50,0.00,30.00,5.21
2.213,-1.25,12.02,728.75,1.19,32.50,5.21
2.234,0.00,12.16,260.00,0.00,32.50,5.21
2.254,-7.50,13.70,486.25,2.24,30.00,5.21
2.275,0.00,12.33,-45.00,0.00,31.25,5.21
2.297,-1.25,12.01,612.50,0.00,30.00,5.21
2.317,1.25,12.11,502.50,0.00,32.50,5.21
2.338,1.25,13.09,603.75,3.29,31.25,5.21
2.359,1.25,12.71,695.00,0.00,32.50,5.21
2.381,1.25,12.02,591.25,0.00,30.00,5.21
2.401,0.00,12.45,307.50,0.00,32.50,5.21
2.422,-1.25,12.01,111.25,0.00,31.25,5.21
2.446,0.00,12.03,706.25,1.59,31.25,5.21
2.467,1.25,12.14,227.50,0.00,32.50,5.21
2.487,-5.00,12.02,476.25,1.87,30.00,5.21
2.509,1.25,12.22,51.25,0.00,28.75,5.21
2.530,11.25,12.02,741.25,0.32,31.25,5.21
2.550,0.00,12.11,565.00,0.00,31.25,5.21
2.571,0.00,13.80,580.00,3.48,32.50,5.21
2.591,-2.50,12.02,-27.50,0.00,30.00,5.21
2.612,1.25,12.10,706.25,0.00,31.25,5.21
2.632,-1.25,12.12,486.25,0.00,31.25,5.21
2.652,1.25,12.10,723.75,0.00,31.25,5.21
2.672,32.50,12.02,152.50,0.00,30.00,5.21
2.693,1.25,13.71,717.50,0.00,32.50,5.21
2.715,8.75,12.01,616.25,0.00,32.50,5.21
2.735,2.50,12.10,732.50,0.00,30.00,5.21
2.756,13.75,12.02,282.50,0.00,32.50,5.21
2.777,0.00,13.39,181.25,0.00,28.75,5.21
2.797,6.25,12.01,623.75,0.00,31.25,5.21
2.818,0.00,12.12,707.50,0.00,30.00,5.21
2.839,2.50,12.01,407.50,1.47,31.25,5.21
2.859,0.00,12.58,-3.75,0.00,31.25,5.21
2.880,1.25,12.81,707.50,0.68,31.25,5.21
2.900,0.00,12.09,603.75,0.00,30.00,5.21
2.922,1.25,12.02,555.00,2.83,31.25,5.21
2.942,0.00,12.08,33.75,0.00,32.50,5.21
2.962,0.00,13.31,715.00,0.00,32.50,5.21
2.983,2.50,12.13,405.00,0.00,32.50,5.21
3.004,0.00,14.02,625.00,3.78,30.00,5.21
3.025,0.00,12.52,710.00,0.00,30.00,5.21
3.047,-3.75,12.01,593.75,0.00,31.25,5.21
3.068,-1.25,14.05,735.00,0.10,28.75,5.21
3.091,2.50,12.01,67.50,0.00,32.50,5.21
