elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,-1.25,9.85,886.25,0.00,0.00,1.35
0.057,2.50,9.79,875.00,0.00,0.00,1.32
0.085,95.00,10.55,696.25,0.00,-1.25,1.34
0.120,1.25,10.88,590.00,0.00,1.25,1.36
0.157,0.00,9.88,890.00,0.00,0.00,1.34
0.178,-156.25,10.15,178.75,0.00,-1.25,1.33
0.200,0.00,9.95,875.00,0.00,1.25,1.33
0.220,0.00,9.68,362.50,0.00,0.00,1.33
0.242,1.25,10.12,807.50,0.00,1.25,1.33
0.262,0.00,9.62,597.50,0.00,0.00,1.33
0.282,2.50,11.71,675.00,0.00,-1.25,1.32
0.303,2.50,9.79,780.00,0.00,0.00,1.31
0.323,0.00,11.34,645.00,0.00,1.25,1.31
0.344,2.50,9.94,672.50,0.00,0.00,1.31
0.365,-1.25,10.11,686.25,0.00,0.00,1.30
0.387,1.25,10.12,350.00,0.00,0.00,1.30
0.408,1.25,9.54,880.00,0.78,-1.25,1.30
0.429,0.00,10.18,517.50,0.00,1.25,1.29
0.450,1.25,9.70,790.00,0.00,-1.25,1.29
0.471,1.25,10.27,106.25,0.00,0.00,1.29
0.491,0.00,10.09,895.00,0.00,1.25,1.29
0.512,0.00,10.86,38.75,0.00,0.00,1.30
0.533,1.25,10.21,845.00,0.00,0.00,1.38
0.554,1.25,9.52,478.75,0.00,-1.25,1.37
0.574,1.25,10.39,687.50,0.00,1.25,1.35
0.597,0.00,9.68,858.75,0.00,0.00,1.34
0.619,5.00,10.14,-275.00,0.00,-1.25,1.33
0.642,1.25,9.69,771.25,0.00,0.00,1.32
0.665,-1.25,11.40,673.75,0.00,1.25,1.30
0.686,1.25,9.84,786.25,0.00,-1.25,1.29
0.708,1.25,10.79,645.00,1.97,-1.25,1.29
0.729,2.50,9.93,881.25,0.00,-1.25,1.29
0.751,0.00,10.15,505.00,1.02,0.00,1.35
0.772,1.25,10.10,367.50,0.00,-1.25,1.36
0.793,-1.25,9.58,791.25,0.00,0.00,1.37
0.813,0.00,10.33,548.75,0.00,0.00,1.38
0.833,1.25,9.96,772.50,0.00,-1.25,1.38
0.854,1.25,10.25,-62.50,0.00,0.00,1.38
0.875,1.25,10.05,896.25,0.00,-1.25,1.36
0.895,0.00,9.99,38.75,0.00,-1.25,1.36
0.915,0.00,11.59,890.00,0.00,0.00,1.36
0.936,0.00,9.61,633.75,0.00,-1.25,1.36
0.956,1.25,11.27,690.00,0.21,0.00,1.35
0.978,1.25,9.75,822.50,0.00,-1.25,1.34
0.999,1.25,11.54,646.25,0.83,0.00,1.34
1.020,1.25,9.94,727.50,0.00,0.00,1.34
1.040,0.00,11.72,695.00,0.17,0.00,1.33
1.060,-173.75,10.10,796.25,0.00,0.00,1.32
1.082,1.25,9.63,866.25,0.00,0.00,1.32
1.103,7.50,10.18,457.50,0.00,0.00,1.30
1.127,0.00,9.63,568.75,0.00,0.00,1.29
1.151,-1.25,11.12,600.00,1.85,0.00,1.29
1.171,-1.25,9.75,885.00,0.00,-1.25,1.38
1.192,-1.25,10.37,357.50,0.97,0.00,1.38
1.212,1.25,9.93,428.75,0.00,1.25,1.38
1.234,3.75,10.16,663.75,0.37,1.25,1.38
1.254,1.25,10.15,757.50,0.00,0.00,1.38
1.275,1.25,9.74,745.00,1.89,-1.25,1.38
1.295,0.00,10.46,-182.50,0.00,0.00,1.36
