elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,11.77,803.75,0.00,32.50,5.21
0.057,2.50,11.80,561.25,0.94,32.50,5.21
0.092,-1.25,10.15,581.25,1.52,30.00,5.11
0.119,0.00,10.12,807.50,0.00,31.25,5.21
0.148,2.50,10.15,228.75,0.00,26.25,5.21
0.179,0.00,9.68,862.50,0.00,28.75,5.21
0.199,3.75,10.22,142.50,0.00,31.25,5.21
0.221,0.00,9.79,901.25,0.00,31.25,5.21
0.241,0.00,10.19,68.75,0.00,31.25,5.21
0.262,0.00,10.13,896.25,0.00,32.50,5.21
0.281,1.25,9.47,302.50,0.00,31.25,5.21
0.303,1.25,10.20,893.75,0.00,31.25,5.21
0.322,0.00,9.62,881.25,0.00,30.00,5.21
0.341,0.00,10.18,17.50,0.00,31.25,5.21
0.362,1.25,9.75,815.00,0.00,31.25,5.21
0.384,0.00,10.98,658.75,0.00,32.50,5.21
0.406,2.50,9.87,807.50,0.00,31.25,5.21
0.428,1.25,11.47,666.25,0.00,31.25,5.21
0.448,2.50,9.97,800.00,0.00,32.50,5.21
0.469,0.00,9.49,621.25,0.00,30.00,5.21
0.489,17.50,10.14,783.75,0.00,33.75,5.21
0.510,1.25,9.64,561.25,0.00,32.50,5.21
0.530,-3.75,10.15,601.25,1.26,31.25,5.21
0.551,2.50,9.79,685.00,0.00,30.00,5.21
0.571,1.25,11.77,466.25,0.03,31.25,5.21
0.593,1.25,9.89,891.25,0.00,31.25,5.21
0.615,1.25,10.26,-23.75,0.00,26.25,5.21
0.637,2.50,10.11,897.50,0.00,22.50,5.21
0.659,1.25,11.52,650.00,0.00,31.25,5.21
0.685,0.00,9.92,890.00,0.00,31.25,5.21
0.709,0.00,11.51,652.50,1.08,31.25,5.21
0.737,-1.25,9.73,783.75,0.00,30.00,5.21
0.762,0.00,10.15,568.75,0.00,31.25,5.21
0.786,0.00,9.72,878.75,0.00,32.50,5.21
0.813,8.75,10.14,565.00,0.00,26.25,5.21
0.838,0.00,9.58,191.25,0.00,31.25,5.21
0.863,2.50,10.14,785.00,0.00,32.50,5.21
0.885,0.00,9.61,887.50,0.15,31.25,5.21
0.906,0.00,10.15,110.00,0.00,31.25,5.21
0.928,0.00,9.72,878.75,0.00,31.25,5.21
0.948,17.50,10.15,402.50,1.10,31.25,5.21
