elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,10.43,540.00,0.00,26.25,5.21
0.090,1.25,10.27,595.00,0.00,30.00,5.21
0.158,2.50,10.25,661.25,0.00,30.00,5.21
0.192,-1.25,9.62,400.00,0.19,31.25,5.21
0.216,1.25,10.15,753.75,0.00,31.25,5.21
0.246,5.00,11.26,665.00,0.00,30.00,5.21
0.277,1.25,9.83,737.50,0.00,31.25,5.21
0.298,0.00,11.58,496.25,1.21,31.25,5.21
0.320,1.25,9.94,397.50,0.00,31.25,5.21
0.341,-1.25,11.85,690.00,0.62,32.50,5.21
0.361,13.75,10.12,817.50,0.00,30.00,5.21
0.381,2.50,9.64,601.25,0.00,30.00,5.21
0.400,-7.50,10.24,593.75,0.00,25.00,5.21
0.420,0.00,9.80,798.75,0.00,26.25,5.21
0.440,1.25,11.79,665.00,0.00,28.75,5.21
0.460,0.00,9.96,827.50,0.00,27.50,5.21
0.480,0.00,11.36,513.75,0.00,30.00,5.21
0.500,-7.50,10.13,848.75,0.00,31.25,5.21
0.520,2.50,9.65,585.00,0.00,32.50,5.21
0.539,1.25,11.80,668.75,0.00,25.00,5.21
0.559,0.00,9.85,823.75,0.00,25.00,5.21
0.579,0.00,10.27,-17.50,0.00,25.00,5.21
0.598,0.00,10.16,900.00,0.00,26.25,5.21
0.618,0.00,10.37,590.00,0.00,28.75,5.21
0.639,1.25,10.34,907.50,0.00,28.75,5.21
0.660,1.25,9.66,795.00,0.00,30.00,5.21
0.680,1.25,11.19,668.75,0.00,32.50,5.21
0.700,0.00,9.83,866.25,0.00,31.25,5.21
0.720,1.25,10.35,661.25,0.00,31.25,5.21
0.742,0.00,9.94,778.75,0.00,33.75,5.21
0.762,-1.25,10.76,98.75,0.00,32.50,5.21
0.782,2.50,10.27,898.75,0.00,31.25,5.21
0.802,1.25,9.63,306.25,1.46,32.50,5.21
0.821,0.00,10.82,121.25,0.00,31.25,5.21
0.841,1.25,9.98,872.50,0.00,31.25,5.21
0.860,-5.00,10.24,31.25,0.00,31.25,5.21
0.880,0.00,10.02,483.75,0.00,33.75,5.21
0.899,-1.25,10.31,683.75,0.97,27.50,5.21
0.919,1.25,10.26,745.00,0.00,23.75,5.21
0.938,-1.25,9.75,891.25,0.00,26.25,5.21
0.958,0.00,10.76,662.50,1.29,32.50,5.21
0.977,0.00,9.93,741.25,0.00,32.50,5.21
0.997,0.00,11.74,672.50,0.00,31.25,5.21
1.017,0.00,10.09,897.50,0.00,31.25,5.21
1.036,0.00,9.61,748.75,0.00,31.25,5.21
1.056,1.25,10.44,665.00,0.00,32.50,5.21
