Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.026,1.25,9.76125,2501.25,6.3812500000000005,,
0.042,1.25,9.762500000000001,2501.25,6.3812500000000005,-1.25,0.0025
0.053,1.25,9.762500000000001,2500.0,6.43625,-1.25,0.0025
0.063,0.0,9.76375,2562.5,6.4125000000000005,0.0,0.00125
0.074,1.25,9.758750000000001,2492.5,6.3975,0.0,0.00125
0.084,3.75,9.76,2500.0,6.40625,0.0,0.00125
0.094,0.0,9.76125,2482.5,6.42875,0.0,0.00125
0.105,1.25,9.75625,2491.25,6.415,0.0,0.00125
0.115,1.25,9.76,0.0,7.01625,0.0,0.0
0.126,0.0,9.76,-1.25,6.98625,0.0,0.0
0.136,1.25,9.765,-8.75,6.99,0.0,0.0
0.146,0.0,9.7675,-2.5,6.8625,0.0,0.0
0.156,0.0,9.758750000000001,-2.5,6.6675,0.0,0.0
0.167,1.25,9.762500000000001,-2.5,6.6675,0.0,0.0025
0.177,1.25,9.765,-1.25,6.9225,0.0,0.0025
0.187,0.0,9.76875,-2.5,6.7325,0.0,0.0025
0.198,1.25,9.76375,0.0,6.49,0.0,0.0025
0.208,1.25,9.75125,3.75,6.9725,0.0,0.0025
0.218,2.5,9.76625,3.75,6.9725,0.0,0.0
0.229,1.25,9.76375,1.25,6.55,0.0,0.0
0.239,1.25,9.762500000000001,-2.5,6.97,0.0,0.0
0.249,0.0,9.76125,-2.5,6.97,0.0,0.0
0.260,1.25,9.76,-1.25,6.805,0.0,0.0
0.270,1.25,9.76,-2.5,6.525,0.0,0.00125
0.280,0.0,9.762500000000001,0.0,6.9875,0.0,0.00125
0.291,0.0,9.7675,0.0,6.8812500000000005,0.0,0.00125
0.301,0.0,9.765,-2.5,6.63375,0.0,0.00125
0.311,0.0,9.765,-3.75,6.45,0.0,0.00125
0.321,1.25,9.7675,-147.5,6.8637500000000005,-1.25,0.0
0.332,2.5,9.765,2.5,6.705,-1.25,0.0
0.342,2.5,9.762500000000001,1.25,6.9875,-1.25,0.0
0.352,1.25,9.762500000000001,2.5,6.827500000000001,-1.25,0.0
0.362,1.25,9.762500000000001,2.5,6.827500000000001,-1.25,0.0
0.373,2.5,9.76625,-7.5,7.0025,0.0,0.0
0.383,0.0,9.76375,-1.25,6.9575000000000005,0.0,0.0
0.393,0.0,9.762500000000001,0.0,6.7175,0.0,0.0
0.403,0.0,9.765,0.0,6.7175,0.0,0.0
0.414,0.0,9.76375,-2.5,6.48,0.0,0.0
0.425,1.25,9.765,-1.25,6.78625,0.0,0.0
0.435,0.0,9.76375,0.0,6.60625,0.0,0.0
0.445,0.0,9.762500000000001,0.0,6.95875,0.0,0.0
0.455,1.25,9.76375,-5.0,6.9037500000000005,0.0,0.0
0.466,0.0,9.765,-5.0,6.9037500000000005,-2.5,0.0
0.476,2.5,9.76625,0.0,6.9,-2.5,0.0
0.486,2.5,9.765,-2.5,6.945,-2.5,0.0
0.497,1.25,9.762500000000001,1.25,6.76875,-2.5,0.0
0.507,1.25,9.76375,-1.25,6.53375,-2.5,0.0
0.517,1.25,9.76875,-1.25,6.53375,-1.25,0.0
0.527,3.75,9.765,-1.25,6.85625,-1.25,0.0
0.538,0.0,9.76875,0.0,6.6525,-1.25,0.0
0.548,1.25,9.762500000000001,0.0,6.8500000000000005,-1.25,0.0
0.558,1.25,9.7575,-5.0,6.98125,-1.25,0.0
0.568,0.0,9.762500000000001,-5.0,6.98125,-1.25,0.0
0.579,1.25,9.765,-1.25,6.49375,-1.25,0.0
0.589,1.25,9.76125,1.25,6.9825,-1.25,0.0
0.600,1.25,9.76375,0.0,6.91375,-1.25,0.0
0.610,2.5,9.76625,-3.75,6.67,-1.25,0.0
0.620,1.25,9.76125,0.0,7.0025,-1.25,0.00125
0.630,2.5,9.76625,0.0,6.985,-1.25,0.00125
0.641,1.25,9.76875,-5.0,6.795,-1.25,0.00125
0.651,-1.25,9.77,0.0,6.5525,-1.25,0.00125
0.662,0.0,9.76375,12.5,6.99125,-1.25,0.00375
0.672,2.5,9.76375,-1.25,6.86625,-1.25,0.00375
0.682,2.5,9.76375,-2.5,6.62,-1.25,0.00375
0.692,1.25,9.76,-2.5,6.9887500000000005,-1.25,0.00375
0.703,-1.25,9.76125,2.5,6.9262500000000005,-1.25,0.00375
0.713,1.25,9.762500000000001,1.25,6.68375,-1.25,0.00375
0.723,0.0,9.76375,-1.25,6.99625,0.0,0.0
0.734,1.25,9.76875,0.0,6.9825,0.0,0.0
0.744,1.25,9.762500000000001,-6.25,6.81375,0.0,0.0
0.755,1.25,9.758750000000001,-6.25,6.57875,0.0,0.0
0.765,1.25,9.758750000000001,-1.25,6.98,0.0,0.0
0.775,1.25,9.762500000000001,-2.5,6.8425,0.0,0.0
0.786,1.25,9.76125,0.0,6.64125,0.0,0.0
0.796,0.0,9.76,-2.5,6.545,0.0,0.0
0.806,1.25,9.76625,-1.25,6.98625,0.0,0.0
0.817,1.25,9.76625,-1.25,6.69875,-1.25,0.0
0.827,0.0,9.762500000000001,0.0,6.51375,-1.25,0.0
0.837,2.5,9.76375,-1.25,6.97125,-1.25,0.0
0.848,1.25,9.76125,8.75,6.8187500000000005,-1.25,0.0
0.858,3.75,9.76625,-1.25,6.63375,-1.25,0.0
0.868,3.75,9.76625,-1.25,6.98,0.0,0.0
0.878,0.0,9.7675,-2.5,6.8825,0.0,0.0
0.889,1.25,9.76125,-1.25,6.6937500000000005,0.0,0.0
0.899,1.25,9.762500000000001,-2.5,6.5075,0.0,0.0
0.909,1.25,9.765,0.0,6.99875,0.0,0.0
0.919,1.25,9.765,-2.5,6.71,-2.5,0.0
0.930,1.25,9.76625,10.0,6.48,-2.5,0.0
0.940,0.0,9.762500000000001,-5.0,7.03875,-2.5,0.0
0.950,1.25,9.76625,2.5,6.64125,-2.5,0.0
0.961,1.25,9.76625,2.5,6.64125,-2.5,0.0
0.971,2.5,9.76125,0.0,6.9925,0.0,0.0
0.981,2.5,9.765,-5.0,6.8975,0.0,0.0
0.992,1.25,9.76375,-1.25,6.525,0.0,0.0
1.002,1.25,9.75625,0.0,6.97375,0.0,0.0
1.012,1.25,9.75625,0.0,6.97375,0.0,0.0
1.022,0.0,9.7675,-1.25,6.76875,0.0,0.0
1.033,1.25,9.765,-2.5,6.545,0.0,0.0
