elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,1.25,9.58,891.25,1.53,31.25,3.83
0.024,0.00,11.53,17.50,0.00,1048.75,4.16
0.046,1.25,9.70,833.75,0.00,1926.25,4.42
0.066,0.00,10.21,585.00,0.00,27.50,5.14
0.086,1.25,10.03,892.50,0.00,26.25,4.31
0.106,1.25,10.13,58.75,0.00,22.50,3.94
0.126,-1.25,10.21,895.00,0.00,97.50,4.73
0.146,0.00,9.55,821.25,0.00,447.50,3.91
0.165,0.00,10.22,11.25,0.00,813.75,5.22
0.187,1.25,9.68,895.00,0.00,1221.25,5.22
0.207,1.25,10.11,42.50,0.00,1895.00,4.41
0.226,0.00,9.98,816.25,0.00,31.25,5.21
0.253,3443.75,10.59,483.75,0.73,1276.25,4.77
0.273,3275.00,9.28,55.00,0.00,920.00,4.93
0.293,3352.50,10.02,451.25,0.12,30.00,5.21
0.313,3826.25,9.22,147.50,0.00,31.25,5.21
0.337,4323.75,9.50,495.00,0.68,31.25,5.21
0.357,4330.00,9.25,430.00,0.00,30.00,5.21
0.378,4083.75,9.21,46.25,0.00,31.25,5.21
0.403,4407.50,9.58,497.50,0.70,27.50,5.15
0.424,4327.50,9.78,60.00,0.00,27.50,5.12
0.445,4065.00,9.23,422.50,0.00,30.00,5.21
0.475,4337.50,10.45,345.00,0.00,30.00,5.21
0.502,1.25,10.88,633.75,0.18,32.50,5.21
0.522,2.50,10.03,821.25,0.00,31.25,4.43
0.545,0.00,9.48,691.25,1.69,853.75,4.50
0.566,-1.25,10.20,905.00,0.00,1347.50,4.70
0.586,1.25,9.58,771.25,1.20,1851.25,5.22
0.607,0.00,10.19,102.50,0.00,2225.00,5.10
0.627,0.00,9.89,888.75,0.00,2463.75,5.29
0.647,5.00,10.10,512.50,0.92,25.00,5.27
0.666,1.25,9.94,481.25,0.00,30.00,5.25
0.686,0.00,9.58,690.00,1.45,170.00,4.53
0.705,-11.25,10.10,373.75,0.00,27.50,4.43
0.725,1.25,9.66,473.75,0.00,28.75,4.50
0.744,-1.25,10.21,652.50,0.71,31.25,5.21
0.764,-1.25,9.88,818.75,0.00,31.25,5.19
0.783,1.25,10.13,113.75,0.00,27.50,5.11
0.805,1.25,10.02,821.25,0.00,30.00,5.00
0.824,1.25,9.54,885.00,0.00,32.50,4.84
0.844,1.25,10.37,662.50,0.00,30.00,4.67
0.865,0.00,9.69,833.75,0.00,31.25,4.53
0.884,0.00,11.12,642.50,0.00,31.25,4.43
0.904,0.00,9.86,768.75,0.00,870.00,5.24
0.928,1.25,10.18,547.50,0.00,31.25,5.21
0.956,1.25,9.77,855.00,0.00,32.50,5.21
0.975,1.25,11.25,651.25,0.00,31.25,5.21
0.995,1.25,9.95,896.25,0.00,32.50,5.21
1.014,1.25,9.51,858.75,0.00,31.25,5.20
1.035,1.25,11.73,871.25,0.00,31.25,5.21
1.059,1.25,9.67,882.50,0.00,30.00,5.21
1.079,6.25,10.10,485.00,1.08,30.00,5.21
1.099,0.00,9.70,402.50,0.00,30.00,5.21
1.119,-1.25,10.11,661.25,0.79,32.50,5.21
1.140,0.00,9.88,786.25,0.00,32.50,5.21
1.160,1.25,10.10,486.25,1.30,32.50,4.62
1.183,3845.00,10.37,450.00,0.00,3473.75,4.56
