elapsed_s,FRET_mA,FRET_V,DAMPER_mA,DAMPER_V,PICK_mA,PICK_V
24.250,-1.25,9.56,535.00,0.00,0.00,0.93
24.270,0.00,10.04,667.50,1.00,-1.25,0.92
24.290,0.00,9.71,701.25,0.00,0.00,0.92
24.309,1.25,10.14,272.50,0.00,0.00,0.92
24.329,-1.25,10.02,837.50,0.00,0.00,0.92
24.348,1.25,9.43,321.25,0.00,0.00,0.92
24.368,2.50,11.81,742.50,0.00,0.00,0.92
24.391,0.00,9.53,395.00,0.00,-1.25,0.92
24.411,1.25,10.03,680.00,1.22,0.00,0.92
24.431,0.00,9.69,592.50,0.00,0.00,0.92
24.451,1.25,10.62,-52.50,0.00,1.25,0.92
24.471,0.00,9.88,740.00,0.00,-1.25,0.92
24.493,1.25,10.13,572.50,0.00,0.00,0.92
24.514,3.75,9.89,662.50,0.00,1.25,0.92
24.539,1.25,10.07,205.00,0.00,0.00,0.92
24.561,1.25,10.12,838.75,0.00,1.25,0.92
24.580,1.25,9.44,725.00,1.19,-1.25,0.92
24.600,0.00,10.06,167.50,0.00,1.25,0.92
24.619,-1.25,9.80,857.50,0.00,0.00,0.92
24.639,6.25,10.03,463.75,0.00,-1.25,0.92
24.658,-1.25,9.84,461.25,0.00,0.00,0.92
24.678,0.00,10.06,645.00,1.94,0.00,0.92
24.697,8.75,10.02,743.75,0.00,0.00,0.92
24.717,1.25,9.56,453.75,0.00,-1.25,0.92
24.736,0.00,10.98,686.25,0.67,-1.25,0.92
24.756,0.00,9.69,697.50,0.00,-1.25,0.92
24.776,0.00,10.78,686.25,0.11,1.25,0.92
24.796,1.25,9.87,781.25,0.00,-1.25,0.92
24.817,2.50,9.41,628.75,0.00,0.00,0.92
24.837,1.25,11.18,731.25,0.00,0.00,0.92
24.856,1.25,9.54,735.00,0.00,0.00,0.92
24.876,0.00,10.49,655.00,0.00,1.25,0.92
24.895,1.25,9.70,728.75,0.00,-2.50,0.91
24.915,-1.25,10.03,51.25,0.00,0.00,0.92
24.934,0.00,9.96,878.75,0.00,-2.50,0.91
24.954,0.00,9.44,637.50,1.83,0.00,0.92
24.973,0.00,10.12,535.00,0.00,0.00,0.91
24.993,0.00,9.67,876.25,0.00,0.00,0.91
25.012,1.25,10.83,537.50,2.33,0.00,0.91
25.032,-1.25,9.81,340.00,0.00,-1.25,0.91
25.052,1.25,10.73,670.00,0.00,-1.25,0.91
25.071,6.25,9.96,745.00,0.00,0.00,0.91
25.091,0.00,9.50,385.00,0.00,-1.25,0.91
25.110,1.25,10.15,626.25,0.00,-2.50,0.91
25.131,-1.25,9.64,658.75,0.00,0.00,0.91
25.150,1.25,10.08,-101.25,0.00,-1.25,0.91
25.170,2.50,10.09,867.50,0.00,0.00,0.91
25.189,1.25,9.37,416.25,0.00,0.00,0.91
25.209,0.00,10.14,272.50,0.00,-1.25,0.91
25.228,0.00,9.52,873.75,0.00,0.00,0.91
25.248,46.25,10.03,21.25,0.00,0.00,0.91
25.268,1.25,9.77,865.00,0.00,1.25,0.91
25.288,-10.00,10.60,493.75,0.00,-1.25,0.91
25.308,0.00,9.92,688.75,0.00,0.00,0.91
25.327,-1.25,9.48,742.50,0.21,-1.25,0.91
25.347,-15.00,10.03,395.00,0.00,0.00,0.91
25.366,0.00,9.60,662.50,0.00,0.00,0.91
25.392,2.50,10.18,315.00,0.00,-1.25,0.91
25.412,1.25,9.85,827.50,0.00,0.00,0.91
25.432,35.00,10.03,35.00,0.00,1.25,0.91
25.453,0.00,9.91,867.50,0.00,-1.25,0.91
25.474,-6.25,10.03,518.75,0.00,0.00,0.91
25.493,2.50,9.96,882.50,0.00,-1.25,0.91
25.512,0.00,9.42,582.50,1.25,-1.25,0.91
25.532,0.00,10.03,-5.00,0.00,-1.25,0.91
25.554,0.00,9.81,868.75,0.00,0.00,0.91
25.580,-2.50,10.02,876.25,0.00,0.00,0.91
25.608,2.50,9.40,453.75,0.00,-1.25,0.91
25.628,1.25,10.34,833.75,0.00,0.00,0.91
25.647,0.00,9.58,775.00,0.00,0.00,0.91
25.666,1.25,10.17,46.25,0.00,0.00,0.91
25.686,2.50,9.97,863.75,0.00,-1.25,0.90
25.705,18.75,10.04,520.00,0.00,0.00,0.90
25.725,1.25,9.99,696.25,0.00,-1.25,0.90
25.744,0.00,9.58,877.50,0.00,-1.25,0.91
25.764,77.50,10.03,71.25,0.00,1.25,0.90
25.785,1.25,9.81,873.75,0.00,-1.25,0.90
25.808,0.00,10.15,356.25,0.00,0.00,0.90
25.829,-1.25,9.85,761.25,0.00,0.00,0.90
25.848,15.00,10.04,158.75,0.00,0.00,0.90
25.867,1.25,9.93,757.50,0.00,1.25,0.90
25.887,0.00,9.64,673.75,0.00,0.00,0.90
25.906,-1.25,10.03,523.75,0.00,-2.50,0.90
25.926,2.50,9.62,753.75,0.00,-1.25,0.90
25.945,3.75,10.03,577.50,2.31,0.00,0.90
25.965,0.00,9.81,761.25,0.00,0.00,0.90
25.984,1.25,10.18,465.00,0.00,0.00,0.90
26.004,1.25,10.41,807.50,0.00,0.00,0.90
26.023,1.25,9.49,722.50,0.00,-1.25,0.90
26.043,1.25,10.92,407.50,0.00,0.00,0.90
26.063,1.25,9.64,772.50,0.00,-1.25,0.90
26.083,0.00,10.40,-250.00,0.00,0.00,0.90
26.108,1.25,9.71,872.50,0.00,1.25,0.90
26.131,2.50,10.05,628.75,0.00,-1.25,0.90
26.162,1.25,9.48,410.00,0.00,0.00,0.90
26.188,-5.00,10.03,712.50,0.00,-1.25,0.90
26.211,1.25,9.44,582.50,1.75,-1.25,0.90
26.237,1.25,10.24,830.00,0.00,1.25,0.90
26.261,1.25,9.56,786.25,0.00,0.00,0.90
26.283,1.25,10.00,872.50,0.00,0.00,0.90
26.308,1.25,9.40,680.00,0.76,0.00,0.90
26.331,-1.25,9.88,650.00,0.00,0.00,0.90
26.357,1.25,11.51,681.25,0.04,0.00,0.90
26.390,0.00,9.59,628.75,0.00,0.00,0.90
26.413,-3.75,10.03,67.50,0.00,0.00,0.90
26.436,0.00,9.88,862.50,0.00,-1.25,0.90
26.457,6.25,10.03,193.75,0.00,0.00,0.90
26.480,0.00,9.68,566.25,0.00,0.00,0.90
26.505,11.25,10.03,503.75,0.00,0.00,0.89
26.530,1.25,9.63,801.25,0.00,0.00,0.89
26.550,0.00,10.09,-40.00,0.00,-2.50,0.89
26.570,1.25,10.01,875.00,0.00,0.00,0.89
26.590,1.25,10.05,555.00,0.00,-1.25,0.89
26.615,1.25,9.85,776.25,0.00,0.00,0.89
26.639,1.25,10.03,516.25,0.00,-1.25,0.89
26.659,0.00,9.95,808.75,0.00,0.00,0.89
26.678,-1.25,9.62,875.00,0.29,0.00,0.89
26.698,-162.50,10.03,157.50,0.00,0.00,0.89
26.717,0.00,9.65,777.50,0.00,0.00,0.89
26.737,-6.25,11.48,581.25,0.00,0.00,0.89
26.756,1.25,9.80,732.50,0.00,1.25,0.89
26.776,-1.25,10.12,470.00,0.00,0.00,0.89
26.795,-1.25,9.96,778.75,0.00,0.00,0.89
26.816,0.00,9.50,453.75,0.00,-1.25,0.89
26.838,-2.50,10.03,563.75,0.00,-1.25,0.89
26.857,1.25,9.62,715.00,0.00,0.00,0.89
26.877,2.50,10.13,671.25,0.00,0.00,0.89
26.896,1.25,9.80,725.00,0.00,0.00,0.89
26.916,0.00,10.09,31.25,0.00,0.00,0.89
26.935,0.00,10.08,873.75,0.00,0.00,0.89
26.955,1.25,9.47,683.75,0.08,0.00,0.89
26.975,-1.25,10.12,25.00,0.00,-1.25,0.89
26.994,0.00,9.75,883.75,0.00,0.00,0.89
27.014,-3.75,10.04,377.50,0.00,-2.50,0.89
27.033,1.25,9.88,525.00,0.00,-1.25,0.89
27.053,1.25,9.57,802.50,0.00,0.00,0.89
27.073,-157.50,10.03,713.75,0.00,0.00,0.89
27.092,0.00,9.58,522.50,0.00,0.00,0.89
27.111,0.00,11.56,671.25,0.00,-1.25,0.89
27.131,2.50,9.74,732.50,0.00,1.25,0.89
27.152,1.25,10.72,385.00,0.00,0.00,0.89
27.171,0.00,9.90,868.75,0.00,0.00,0.89
27.190,1.25,9.43,190.00,0.00,1.25,0.89
27.210,0.00,10.15,140.00,0.00,0.00,0.89
27.229,-1.25,9.77,831.25,0.00,0.00,0.89
27.249,-311.25,10.04,65.00,0.00,-1.25,0.89
27.268,0.00,9.87,518.75,0.00,0.00,0.89
27.288,1.25,10.06,682.50,1.27,0.00,0.89
27.307,0.00,9.98,701.25,0.00,0.00,0.89
27.328,0.00,9.65,872.50,0.00,0.00,0.88
27.348,2.50,10.03,61.25,0.00,2.50,0.88
27.368,0.00,9.69,731.25,0.00,-1.25,0.89
27.393,-1.25,10.14,568.75,0.00,0.00,0.88
27.416,0.00,9.62,673.75,0.00,0.00,0.88
27.436,1.25,11.46,681.25,0.00,0.00,0.88
27.456,1.25,9.78,641.25,0.00,1.25,0.88
27.477,-1.25,10.94,706.25,0.00,1.25,0.88
27.497,1.25,9.88,807.50,0.00,1.25,0.88
27.516,0.00,9.42,83.75,0.00,-1.25,0.88
27.536,0.00,10.80,700.00,0.00,0.00,0.88
27.556,1.25,9.56,416.25,0.00,0.00,0.88
27.584,0.00,10.20,-143.75,0.00,-1.25,0.88
27.608,-1.25,9.46,818.75,0.00,1.25,0.88
27.632,3.75,10.04,485.00,0.00,0.00,0.88
27.659,1.25,10.05,697.50,0.00,-1.25,0.88
27.686,1.25,9.76,702.50,0.00,-1.25,0.88
27.711,2.50,10.54,471.25,0.84,-2.50,0.88
27.733,1.25,9.83,422.50,0.00,0.00,0.88
27.753,0.00,10.79,653.75,0.00,0.00,0.88
27.772,13.75,10.01,693.75,0.00,0.00,0.88
27.792,1.25,9.52,441.25,0.00,0.00,0.88
27.811,2.50,10.72,676.25,0.47,1.25,0.88
27.836,0.00,9.78,868.75,0.00,0.00,0.88
27.856,-316.25,10.03,545.00,1.81,-1.25,0.88
27.875,1.25,9.79,396.25,0.00,1.25,0.88
27.895,0.00,11.51,685.00,0.99,0.00,0.88
27.914,53.75,9.94,735.00,0.00,0.00,0.88
27.934,2.50,9.47,363.75,0.00,0.00,0.88
27.953,-1.25,11.82,683.75,0.00,0.00,0.88
27.973,0.00,9.66,761.25,0.00,-1.25,0.88
27.992,0.00,10.15,-316.25,0.00,-1.25,0.88
28.011,0.00,9.99,880.00,0.00,-1.25,0.88
28.031,-1.25,9.39,441.25,1.49,0.00,0.88
28.050,1.25,10.06,335.00,0.00,0.00,0.88
28.070,0.00,9.73,865.00,0.00,-1.25,0.88
28.090,8.75,10.03,476.25,0.00,-1.25,0.88
28.109,0.00,9.73,436.25,0.00,0.00,0.88
28.129,2.50,10.04,695.00,0.91,0.00,0.88
28.150,1.25,9.88,671.25,0.00,0.00,0.88
28.169,0.00,9.53,750.00,0.00,-1.25,0.88
28.188,0.00,10.75,737.50,0.00,0.00,0.88
28.208,1.25,9.60,706.25,0.00,-1.25,0.88
28.227,1.25,10.88,691.25,0.00,0.00,0.87
28.247,0.00,9.75,751.25,0.00,-1.25,0.87
28.266,0.00,10.71,36.25,0.00,1.25,0.87
28.286,2.50,10.01,872.50,0.00,-1.25,0.87
28.305,1.25,9.47,705.00,0.00,-1.25,0.87
28.324,-1.25,10.17,506.25,0.00,-1.25,0.87
28.347,-1.25,9.58,727.50,0.00,0.00,0.87
28.368,-1.25,10.03,542.50,0.00,0.00,0.87
28.393,0.00,9.63,868.75,0.00,0.00,0.87
28.413,0.00,10.04,541.25,1.68,0.00,0.87
28.433,1.25,9.76,361.25,0.00,-1.25,0.87
28.454,-2.50,11.38,702.50,0.00,-2.50,0.87
28.474,6.25,9.90,710.00,0.00,0.00,0.87
28.494,0.00,9.46,783.75,0.25,-1.25,0.87
28.513,1.25,10.03,702.50,0.00,-1.25,0.87
28.533,0.00,9.60,611.25,0.00,-1.25,0.87
28.552,0.00,10.71,685.00,0.00,0.00,0.87
28.572,0.00,9.79,865.00,0.00,-1.25,0.87
28.591,0.00,10.14,323.75,0.00,1.25,0.87
28.611,0.00,10.07,887.50,0.00,-1.25,0.87
28.631,1.25,9.46,745.00,0.00,1.25,0.87
28.650,0.00,11.60,527.50,0.00,-1.25,0.87
28.672,1.25,9.63,798.75,0.00,-1.25,0.87
28.693,1.25,10.15,696.25,0.00,-1.25,0.87
28.719,0.00,9.81,855.00,0.00,0.00,0.87
28.741,2.50,10.03,252.50,0.00,-1.25,0.87
28.760,2.50,9.75,875.00,0.00,-1.25,0.87
28.781,-7.50,10.03,70.00,0.00,-1.25,0.87
28.801,0.00,9.90,577.50,0.00,0.00,0.87
28.820,1.25,9.58,783.75,0.00,1.25,0.87
28.840,7.50,10.02,773.75,0.00,0.00,0.87
28.860,0.00,9.58,872.50,0.00,1.25,0.87
28.880,-96.25,10.03,27.50,0.00,0.00,0.87
28.902,0.00,9.71,867.50,0.00,1.25,0.87
28.921,-2.50,10.03,677.50,0.00,0.00,0.87
28.941,1.25,9.87,706.25,0.00,-1.25,0.87
28.960,1.25,9.41,665.00,0.00,-1.25,0.87
28.980,1.25,10.12,771.25,0.00,0.00,0.87
28.999,0.00,9.57,650.00,0.00,1.25,0.87
29.019,0.00,10.31,681.25,0.00,1.25,0.87
29.038,-1.25,9.94,872.50,0.00,1.25,0.87
29.057,2.50,10.03,413.75,0.00,0.00,0.87
29.077,0.00,9.96,886.25,0.00,-1.25,0.87
29.096,1.25,9.42,495.00,0.00,0.00,0.86
29.118,1.25,10.25,570.00,0.00,0.00,0.86
29.137,-1.25,9.80,820.00,0.00,-1.25,0.86
29.157,-53.75,10.03,511.25,0.00,1.25,0.86
29.176,2.50,9.79,675.00,0.00,-1.25,0.87
29.195,0.00,10.75,706.25,0.00,0.00,0.86
29.215,113.75,9.96,750.00,0.00,0.00,0.86
29.234,0.00,9.50,662.50,0.00,0.00,0.86
29.254,1.25,10.03,603.75,0.00,-1.25,0.86
29.273,0.00,9.70,722.50,0.00,-1.25,0.86
29.293,0.00,10.14,371.25,0.00,-1.25,0.86
29.312,1.25,9.98,797.50,0.00,0.00,0.86
29.332,0.00,9.43,506.25,0.00,0.00,0.86
29.351,0.00,10.08,636.25,0.00,-1.25,0.86
29.374,0.00,9.47,447.50,0.00,-1.25,0.86
29.397,0.00,10.03,648.75,0.00,1.25,0.86
29.417,0.00,9.59,858.75,0.00,0.00,0.86
29.438,-1.25,10.04,491.25,0.00,0.00,0.86
29.458,1.25,9.71,388.75,0.00,0.00,0.86
29.478,0.00,11.16,708.75,1.15,1.25,0.86
29.498,0.00,9.84,625.00,0.00,0.00,0.86
29.518,0.00,9.44,131.25,0.00,0.00,0.86
29.537,1.25,11.53,872.50,0.00,-1.25,0.86
29.557,0.00,9.57,737.50,0.00,0.00,0.86
29.576,1.25,10.12,-382.50,0.00,0.00,0.86
29.596,0.00,9.73,870.00,0.00,1.25,0.86
29.615,1.25,10.06,51.25,0.00,0.00,0.86
29.635,1.25,9.97,311.25,0.00,1.25,0.86
29.654,1.25,9.60,857.50,0.00,-1.25,0.86
29.674,2.50,10.03,387.50,0.00,-2.50,0.86
29.693,1.25,9.66,390.00,0.00,0.00,0.86
29.713,0.00,11.65,698.75,0.98,0.00,0.86
29.734,0.00,9.80,871.25,0.00,0.00,0.86
29.760,2.50,10.66,485.00,0.76,0.00,0.86
29.783,1.25,9.74,765.00,0.00,-2.50,0.86
29.803,1.25,11.69,672.50,0.00,1.25,0.86
29.822,1.25,9.88,700.00,0.00,-1.25,0.86
29.842,1.25,9.42,278.75,0.00,0.00,0.86
29.862,1.25,10.47,752.50,0.00,0.00,0.86
29.882,1.25,9.58,570.00,0.00,0.00,0.86
29.902,-3.75,10.04,702.50,0.00,0.00,0.86
29.924,0.00,9.72,745.00,0.00,-1.25,0.86
29.944,1.25,11.60,685.00,0.00,0.00,0.86
29.964,3.75,9.82,737.50,0.00,-1.25,0.86
29.984,2.50,9.40,-342.50,0.00,-1.25,0.86
30.003,0.00,11.83,867.50,0.00,0.00,0.86
30.023,0.00,9.57,755.00,0.00,0.00,0.86
30.042,1.25,10.15,-67.50,0.00,0.00,0.86
30.062,0.00,9.87,877.50,0.00,0.00,0.85
30.083,-3.75,10.04,26.25,0.00,-1.25,0.86
30.102,0.00,9.96,873.75,0.00,-1.25,0.86
30.122,0.00,9.40,865.00,0.00,0.00,0.86
30.142,0.00,10.16,698.75,0.00,1.25,0.85
30.162,1.25,9.71,877.50,0.00,-1.25,0.85
30.181,2.50,10.04,241.25,0.00,-1.25,0.85
30.201,0.00,9.80,672.50,0.00,0.00,0.85
30.220,1.25,11.60,697.50,0.00,0.00,0.85
30.240,63.75,9.93,722.50,0.00,-1.25,0.85
30.259,0.00,9.48,663.75,0.00,0.00,0.85
30.279,1.25,10.99,706.25,0.00,1.25,0.85
30.298,0.00,9.64,743.75,0.00,0.00,0.85
30.318,0.00,10.43,228.75,0.00,-1.25,0.85
30.337,1.25,9.94,875.00,0.00,0.00,0.85
30.357,0.00,9.39,490.00,0.00,-1.25,0.85
30.377,1.25,9.87,877.50,0.00,-1.25,0.85
30.406,6.25,10.04,396.25,0.00,1.25,0.85
30.428,0.00,10.08,880.00,0.00,0.00,0.85
30.447,1.25,9.44,447.50,0.95,-1.25,0.85
30.467,2.50,11.14,808.75,0.00,1.25,0.85
30.487,0.00,9.70,867.50,0.00,0.00,0.85
30.507,68.75,10.03,530.00,0.00,-1.25,0.85
30.526,0.00,9.78,822.50,0.00,1.25,0.85
30.546,1.25,10.44,713.75,0.00,0.00,0.85
30.565,3.75,9.98,758.75,0.00,-1.25,0.85
30.585,0.00,9.53,787.50,0.00,-1.25,0.85
30.605,1.25,11.38,556.25,0.00,0.00,0.85
30.624,0.00,9.65,716.25,0.00,0.00,0.85
30.644,1.25,10.23,488.75,0.00,-1.25,0.85
30.664,-1.25,9.82,765.00,0.00,0.00,0.85
30.683,0.00,9.39,-51.25,0.00,0.00,0.85
30.702,0.00,10.62,878.75,0.00,0.00,0.85
30.723,2.50,9.49,800.00,0.00,0.00,0.85
30.742,0.00,10.11,-21.25,0.00,0.00,0.85
30.762,0.00,9.77,877.50,0.00,0.00,0.85
30.784,1.25,11.90,690.00,0.00,0.00,0.85
30.809,1.25,9.68,867.50,0.00,0.00,0.85
30.831,1.25,10.04,73.75,0.00,-2.50,0.85
30.851,1.25,9.82,575.00,0.00,-1.25,0.85
30.870,2.50,11.45,703.75,0.00,-1.25,0.85
30.891,1.25,9.95,371.25,0.00,0.00,0.85
30.913,0.00,9.60,37.50,0.00,0.00,0.85
30.934,1.25,10.51,433.75,0.00,2.50,0.85
30.953,0.00,9.63,870.00,0.00,-1.25,0.85
30.973,-1.25,10.03,518.75,0.00,0.00,0.85
30.992,1.25,9.77,708.75,0.00,-1.25,0.85
31.012,0.00,11.54,675.00,0.00,-1.25,0.85
31.031,-3.75,9.94,747.50,0.00,-1.25,0.85
31.052,2.50,9.46,387.50,0.00,-1.25,0.85
31.071,-1.25,10.03,753.75,0.00,-1.25,0.85
31.091,1.25,9.60,871.25,0.00,0.00,0.84
31.114,11.25,10.03,407.50,0.00,-2.50,0.84
31.137,1.25,9.56,721.25,0.00,-1.25,0.85
31.163,0.00,10.22,566.25,0.00,1.25,0.85
31.184,0.00,9.62,363.75,0.00,0.00,0.85
31.204,1.25,11.64,687.50,0.00,0.00,0.84
31.224,1.25,9.76,698.75,0.00,-1.25,0.84
31.244,2.50,10.14,680.00,0.00,0.00,0.84
31.264,2.50,9.99,737.50,0.00,-1.25,0.84
31.285,1.25,9.43,213.75,0.00,0.00,0.84
31.305,-3.75,10.03,727.50,0.00,0.00,0.84
31.329,1.25,9.53,832.50,0.00,0.00,0.84
31.354,1.25,10.97,881.25,0.00,0.00,0.84
31.376,0.00,10.08,675.00,0.00,0.00,0.84
31.411,0.00,9.66,741.25,0.00,-1.25,0.84
31.441,-15.00,10.15,852.50,0.00,0.00,0.84
31.469,1.25,9.54,780.00,0.00,-1.25,0.84
31.496,1.25,9.87,736.25,0.00,-1.25,0.84
31.519,-1.25,9.40,392.50,0.00,0.00,0.84
31.539,1.25,10.26,848.75,0.00,0.00,0.84
31.558,0.00,9.56,677.50,0.00,0.00,0.84
31.578,1.25,11.30,690.00,0.00,-1.25,0.84
31.597,1.25,9.71,815.00,0.00,0.00,0.84
31.617,1.25,10.04,93.75,0.00,0.00,0.84
31.637,1.25,9.98,868.75,0.00,-1.25,0.84
31.656,0.00,9.43,842.50,1.77,0.00,0.84
31.675,0.00,10.16,106.25,0.00,0.00,0.84
31.695,1.25,9.79,875.00,0.00,0.00,0.84
31.714,1.25,10.04,642.50,2.25,0.00,0.84
31.734,1.25,9.81,871.25,0.00,-1.25,0.84
31.755,2.50,10.52,717.50,0.00,0.00,0.84
31.774,1.25,9.97,745.00,0.00,0.00,0.84
31.794,1.25,9.50,872.50,0.00,-1.25,0.84
31.813,0.00,10.02,560.00,0.00,0.00,0.84
31.839,0.00,9.47,747.50,0.00,1.25,0.84
31.864,-12.50,10.02,788.75,0.00,-1.25,0.84
31.884,1.25,9.55,483.75,0.00,-1.25,0.84
31.903,0.00,11.13,686.25,0.00,-1.25,0.84
31.923,0.00,9.74,818.75,0.00,-1.25,0.84
31.943,1.25,10.69,681.25,0.00,0.00,0.84
31.964,1.25,9.83,891.25,0.00,-1.25,0.84
31.983,1.25,9.41,481.25,0.00,-1.25,0.84
32.002,0.00,10.89,876.25,0.00,-1.25,0.84
32.022,1.25,9.56,866.25,0.00,-1.25,0.84
32.041,-2.50,10.13,497.50,0.00,0.00,0.84
32.061,1.25,9.80,872.50,0.00,-1.25,0.84
32.081,-8.75,10.02,355.00,0.00,0.00,0.84
32.101,0.00,9.95,491.25,0.00,-1.25,0.84
32.120,1.25,9.54,863.75,0.00,0.00,0.84
32.140,12.50,10.03,485.00,0.00,0.00,0.84
32.159,-1.25,9.62,471.25,0.00,0.00,0.84
32.178,1.25,10.15,690.00,0.00,0.00,0.84
32.198,0.00,9.83,736.25,0.00,0.00,0.84
32.217,1.25,9.91,145.00,0.00,1.25,0.83
32.237,1.25,11.19,878.75,0.00,0.00,0.84
32.256,1.25,9.56,681.25,0.00,0.00,0.84
32.276,0.00,10.08,152.50,0.00,0.00,0.83
32.295,0.00,9.76,876.25,0.00,0.00,0.84
32.314,6.25,10.03,391.25,0.51,0.00,0.83
32.334,0.00,9.94,441.25,0.00,0.00,0.83
32.353,1.25,9.51,866.25,0.00,0.00,0.83
32.379,0.00,10.16,887.50,0.00,-1.25,0.83
32.399,1.25,9.41,467.50,0.00,-1.25,0.83
32.422,1.25,10.65,782.50,0.00,1.25,0.83
32.442,0.00,9.51,510.00,0.00,1.25,0.83
32.463,1.25,10.05,702.50,0.67,0.00,0.83
32.483,1.25,9.67,702.50,0.00,-1.25,0.83
32.503,1.25,11.59,682.50,0.00,-1.25,0.83
32.523,0.00,9.81,705.00,0.00,0.00,0.83
32.543,2.50,10.12,286.25,0.00,-1.25,0.83
32.567,0.00,9.90,407.50,0.00,0.00,0.83
32.592,0.00,10.80,682.50,2.39,0.00,0.83
32.620,2.50,9.90,858.75,0.00,-1.25,0.83
32.644,0.00,11.57,677.50,1.33,-1.25,0.83
32.672,1.25,9.57,710.00,0.00,0.00,0.83
32.698,15.00,10.14,543.75,0.00,-1.25,0.83
32.720,1.25,9.59,857.50,0.00,-1.25,0.83
32.741,-105.00,10.03,542.50,0.00,-1.25,0.83
32.760,0.00,9.71,877.50,0.00,-1.25,0.83
32.780,2.50,11.62,706.25,0.15,0.00,0.83
32.799,1.25,9.87,787.50,0.00,0.00,0.83
32.819,0.00,9.41,630.00,0.00,0.00,0.83
32.838,1.25,10.06,705.00,0.00,0.00,0.83
32.861,-1.25,9.55,363.75,0.00,-1.25,0.83
32.883,0.00,10.04,163.75,0.00,-1.25,0.83
32.907,0.00,9.50,703.75,0.00,-1.25,0.83
32.926,0.00,10.09,372.50,0.00,0.00,0.83
32.946,0.00,9.76,783.75,0.00,0.00,0.83
32.966,2.50,10.06,-50.00,0.00,-1.25,0.83
32.986,0.00,9.88,663.75,0.00,1.25,0.83
33.006,1.25,9.44,583.75,2.07,0.00,0.83
33.027,0.00,10.01,885.00,0.00,1.25,0.83
33.050,1.25,9.43,642.50,0.00,0.00,0.83
33.078,1.25,9.91,882.50,0.00,1.25,0.83
33.100,1.25,11.57,695.00,0.00,0.00,0.83
33.129,1.25,9.68,571.25,0.00,-1.25,0.83
33.154,-3.75,10.03,550.00,2.30,0.00,0.83
33.182,2.50,9.58,410.00,0.00,0.00,0.83
33.211,1.25,9.96,687.50,0.00,1.25,0.83
33.239,1.25,10.06,528.75,2.10,-1.25,0.83
33.260,0.00,9.96,621.25,0.00,1.25,0.83
33.280,0.00,9.46,876.25,0.00,-2.50,0.83
33.299,1.25,10.04,36.25,0.00,0.00,0.83
33.319,1.25,9.70,860.00,0.00,-1.25,0.83
33.338,2.50,11.22,693.75,0.00,0.00,0.83
33.358,1.25,9.84,733.75,0.00,0.00,0.83
33.377,0.00,9.99,642.50,0.00,-1.25,0.83
33.401,16.25,9.95,495.00,0.00,-1.25,0.83
33.421,1.25,9.40,593.75,1.75,-1.25,0.83
33.445,0.00,10.20,886.25,0.00,-1.25,0.83
33.466,0.00,9.47,741.25,0.00,-1.25,0.82
33.487,1.25,11.80,693.75,0.00,0.00,0.83
33.509,0.00,9.58,513.75,0.00,0.00,0.83
33.531,0.00,10.03,627.50,1.90,0.00,0.83
33.550,1.25,9.69,552.50,0.00,0.00,0.83
33.570,1.25,10.70,675.00,0.00,-1.25,0.82
33.590,1.25,9.88,868.75,0.00,0.00,0.82
33.609,2.50,9.41,353.75,0.00,-1.25,0.82
33.629,0.00,11.24,891.25,0.00,0.00,0.82
33.648,2.50,9.53,397.50,0.00,0.00,0.82
33.670,1.25,11.46,670.00,0.00,-1.25,0.82
33.690,1.25,9.66,713.75,0.00,-2.50,0.82
33.709,1.25,10.08,11.25,0.00,-1.25,0.82
33.729,1.25,9.92,867.50,0.00,0.00,0.82
33.749,0.00,9.39,530.00,1.07,1.25,0.82
33.768,0.00,10.43,876.25,0.00,0.00,0.82
33.789,1.25,9.64,862.50,0.00,0.00,0.82
33.808,1.25,10.05,362.50,0.00,0.00,0.82
33.828,0.00,9.75,882.50,0.00,1.25,0.82
33.848,7.50,10.04,687.50,1.11,0.00,0.82
33.867,1.25,9.91,598.75,0.00,0.00,0.82
33.887,1.25,9.48,797.50,0.00,-1.25,0.82
33.909,0.00,10.03,407.50,0.00,-1.25,0.82
33.931,-1.25,9.41,31.25,0.00,0.00,0.82
33.955,-1.25,10.99,700.00,0.00,0.00,0.82
33.976,2.50,9.49,693.75,0.25,-1.25,0.82
33.999,25.00,10.02,481.25,0.00,0.00,0.82
34.019,1.25,9.73,858.75,0.00,1.25,0.82
34.042,-6.25,10.03,388.75,0.00,0.00,0.82
34.063,1.25,9.65,881.25,0.00,0.00,0.82
34.082,3.75,10.03,146.25,0.00,0.00,0.82
34.102,1.25,9.86,812.50,0.00,0.00,0.82
34.123,0.00,10.05,560.00,2.44,-1.25,0.82
34.142,-168.75,10.03,472.50,0.00,0.00,0.82
34.162,0.00,9.55,798.75,0.00,-1.25,0.82
34.181,2.50,10.03,577.50,2.50,0.00,0.82
34.200,1.25,9.71,446.25,0.00,0.00,0.82
34.220,0.00,10.70,498.75,0.00,-1.25,0.82
34.240,0.00,9.87,803.75,0.00,0.00,0.82
34.259,1.25,9.40,21.25,0.00,-1.25,0.82
34.279,0.00,11.40,890.00,0.00,0.00,0.82
34.298,2.50,9.55,761.25,0.00,1.25,0.82
34.318,2.50,10.04,-37.50,0.00,-1.25,0.82
34.337,0.00,9.83,761.25,0.00,0.00,0.82
34.356,3.75,10.03,570.00,2.29,0.00,0.82
