elapsed_s,FRET_mA,FRET_V,DAMPER_mA,DAMPER_V,PICK_mA,PICK_V
10.264,1.25,9.84,875.00,0.00,1.25,1.33
10.283,7.50,10.03,542.50,0.00,-1.25,1.34
10.303,0.00,9.89,883.75,0.00,-1.25,1.33
10.324,1.25,10.08,40.00,0.00,0.00,1.32
10.345,-1.25,10.01,871.25,0.00,0.00,1.32
10.364,0.00,9.48,858.75,0.00,-1.25,1.33
10.384,-1.25,10.14,371.25,0.00,-1.25,1.33
10.404,1.25,9.80,747.50,0.00,0.00,1.32
10.427,1.25,10.17,131.25,0.00,-1.25,1.32
10.446,-1.25,9.95,872.50,0.00,-1.25,1.32
10.466,8.75,10.03,526.25,0.00,1.25,1.32
10.486,0.00,9.94,505.00,0.00,0.00,1.33
10.506,2.50,9.56,878.75,0.59,0.00,1.33
10.525,10.00,10.03,38.75,0.00,0.00,1.32
10.545,0.00,9.63,861.25,0.00,0.00,1.32
10.566,-107.50,10.03,483.75,0.00,-1.25,1.32
10.586,0.00,9.76,505.00,0.00,0.00,1.32
10.606,2.50,10.04,626.25,2.00,0.00,1.32
10.625,1.25,9.94,571.25,0.00,0.00,1.33
10.645,1.25,9.61,795.00,0.00,-1.25,1.33
10.666,55.00,10.46,682.50,0.00,1.25,1.33
10.685,0.00,9.60,711.25,0.00,0.00,1.32
10.704,2.50,10.98,696.25,0.10,0.00,1.33
10.724,0.00,9.75,837.50,0.00,0.00,1.33
10.743,0.00,10.71,40.00,0.00,0.00,1.33
10.763,-2.50,10.07,868.75,0.00,-1.25,1.33
10.784,0.00,9.44,70.00,0.00,-1.25,1.33
10.805,1.25,10.85,676.25,0.00,0.00,1.32
10.826,2.50,9.55,611.25,0.00,0.00,1.32
10.846,0.00,11.62,677.50,0.00,0.00,1.32
10.866,0.00,9.68,731.25,0.00,0.00,1.32
10.887,1.25,10.13,466.25,0.00,0.00,1.32
10.907,0.00,9.86,773.75,0.00,0.00,1.32
10.926,0.00,9.44,78.75,0.00,0.00,1.32
10.946,1.25,11.74,757.50,0.00,-1.25,1.32
10.966,0.00,9.52,706.25,0.00,-1.25,1.38
10.992,-152.50,10.05,752.50,0.00,-2.50,1.39
11.013,0.00,9.60,861.25,0.19,0.00,1.39
11.034,15.00,10.03,481.25,1.45,-1.25,1.39
11.053,1.25,9.68,370.00,0.00,0.00,1.38
11.075,66.25,10.04,108.75,0.00,0.00,1.37
11.096,1.25,9.97,726.25,0.00,1.25,1.35
11.119,-1.25,11.37,683.75,0.00,-1.25,1.33
11.145,0.00,9.71,722.50,0.00,-1.25,1.39
11.175,17.50,10.03,648.75,0.00,0.00,1.37
11.196,1.25,9.60,857.50,0.00,0.00,1.37
11.215,0.00,10.37,486.25,0.00,0.00,1.37
11.236,0.00,9.73,601.25,0.00,0.00,1.37
11.256,2.50,10.04,603.75,2.42,-1.25,1.37
11.276,1.25,9.85,481.25,0.00,0.00,1.36
11.296,1.25,11.09,482.50,0.00,0.00,1.34
11.323,-1.25,9.77,592.50,0.00,0.00,1.38
11.352,0.00,10.18,690.00,0.17,0.00,1.36
11.378,1.25,9.67,380.00,0.00,-1.25,1.34
11.400,-3.75,10.03,-86.25,0.00,-2.50,1.32
11.426,2.50,9.59,420.00,0.00,0.00,1.32
11.450,13.75,10.04,196.25,0.00,0.00,1.40
11.475,1.25,9.52,725.00,0.00,0.00,1.36
11.497,-1.25,11.68,687.50,0.00,1.25,1.36
11.518,1.25,9.60,437.50,0.00,-1.25,1.36
11.538,1.25,11.60,706.25,0.00,1.25,1.36
11.558,2.50,9.73,741.25,0.00,0.00,1.36
11.580,2.50,11.47,592.50,0.00,0.00,1.32
11.605,1.25,9.85,877.50,0.00,-1.25,1.32
11.625,11.25,10.03,385.00,0.00,0.00,1.32
11.645,1.25,9.90,480.00,0.00,-1.25,1.34
11.672,-1.25,10.04,40.00,0.00,-1.25,1.30
11.699,1.25,9.64,438.75,0.00,0.00,1.24
11.728,1.25,11.78,693.75,0.00,0.00,1.20
11.758,-1.25,10.11,12.50,0.00,0.00,1.23
11.786,2.50,9.84,681.25,0.00,0.00,1.34
11.860,0.00,9.97,767.50,0.00,-1.25,1.31
11.931,2.50,9.63,883.75,2.51,0.00,1.40
11.975,1.25,9.62,675.00,0.00,0.00,1.34
12.030,0.00,9.46,513.75,0.87,-1.25,1.32
12.067,0.00,9.72,758.75,0.00,-1.25,1.32
12.106,1.25,9.84,873.75,0.00,-1.25,1.32
12.145,0.00,10.03,868.75,0.00,0.00,1.34
12.182,18.75,10.14,697.50,0.00,0.00,1.35
12.219,1.25,9.51,33.75,0.00,-1.25,1.37
12.254,2.50,9.60,416.25,0.00,0.00,1.40
12.291,1.25,9.91,872.50,0.00,0.00,1.32
12.326,0.00,11.51,636.25,0.00,-2.50,1.33
12.363,6.25,10.15,675.00,2.03,0.00,1.34
12.402,2.50,9.61,45.00,0.00,0.00,1.35
12.439,1.25,9.64,861.25,0.16,0.00,1.37
12.477,0.00,9.93,726.25,0.00,0.00,1.38
12.514,1.25,10.18,797.50,0.00,-1.25,1.36
12.558,0.00,10.02,897.50,0.00,-1.25,1.33
12.606,2.50,10.34,696.25,0.00,0.00,1.33
12.665,0.00,9.63,612.50,0.00,0.00,1.31
12.707,-1.25,9.89,872.50,0.00,0.00,1.33
12.744,0.00,11.39,452.50,0.00,0.00,1.33
12.785,2912.50,9.72,-8.75,0.61,-1.25,1.33
12.824,3322.50,9.27,473.75,0.00,0.00,1.34
12.863,4063.75,9.20,462.50,0.55,0.00,1.33
12.903,4068.75,9.20,108.75,0.42,1.25,1.35
12.940,3753.75,9.51,476.25,0.00,-1.25,1.35
12.987,4032.50,9.26,355.00,0.00,-1.25,1.40
13.033,4077.50,10.09,36.25,0.00,0.00,1.40
13.072,1.25,9.90,871.25,0.00,-1.25,1.35
13.111,1.25,9.79,642.50,0.00,0.00,1.38
13.151,0.00,9.94,747.50,0.00,-1.25,1.32
13.188,0.00,9.74,872.50,1.74,0.00,1.33
13.225,2.50,9.75,781.25,0.00,0.00,1.34
13.262,1.25,9.68,692.50,0.61,-1.25,1.35
13.301,1.25,9.67,640.00,0.00,1.25,1.32
13.347,-15.00,11.53,477.50,0.00,0.00,1.31
13.389,0.00,10.05,80.00,0.27,1.25,1.32
13.425,-1.25,9.73,726.25,0.00,0.00,1.33
13.463,0.00,9.85,526.25,0.00,0.00,1.34
13.502,-1.25,9.39,46.25,0.76,0.00,1.33
13.543,3060.00,10.37,246.25,0.00,0.00,1.34
13.583,4097.50,9.18,52.50,0.00,-1.25,1.33
13.624,3486.25,9.38,293.75,0.00,0.00,1.32
13.666,3875.00,9.90,445.00,0.00,1.25,1.33
13.703,4110.00,9.18,16.25,0.00,0.00,1.34
13.740,3800.00,9.23,475.00,0.00,-1.25,1.35
13.778,4113.75,9.80,218.75,0.00,0.00,1.37
13.814,4102.50,9.18,473.75,0.49,-1.25,1.36
13.851,4113.75,10.19,457.50,0.00,0.00,1.31
13.889,4110.00,9.18,-91.25,0.00,-1.25,1.40
13.932,1.25,10.01,690.00,0.00,-1.25,1.31
13.968,1.25,11.42,645.00,0.00,-2.50,1.36
14.017,1.25,10.81,696.25,1.19,0.00,1.34
14.065,0.00,10.15,682.50,0.00,-1.25,1.33
14.102,1.25,9.54,777.50,0.00,-1.25,1.35
14.140,2.50,9.89,730.00,0.00,0.00,1.33
14.184,3885.00,10.01,342.50,0.00,-1.25,1.34
14.221,3463.75,9.20,95.00,0.00,0.00,1.36
14.259,4065.00,9.21,472.50,0.37,-2.50,1.38
14.294,4195.00,9.76,5.00,0.00,0.00,1.39
14.331,4155.00,9.15,477.50,0.67,-2.50,1.31
14.367,4193.75,10.04,110.00,0.00,0.00,1.32
14.406,4157.50,9.14,478.75,0.41,0.00,1.33
14.443,4195.00,10.09,356.25,0.00,0.00,1.34
14.481,3872.50,9.14,476.25,0.41,0.00,1.35
14.518,3926.25,9.50,480.00,0.00,-1.25,1.39
14.553,4200.00,9.14,10.00,0.00,0.00,1.31
14.590,3578.75,9.18,238.75,0.00,-2.50,1.32
14.627,4193.75,9.67,486.25,0.00,-1.25,1.33
14.662,4197.50,9.15,-128.75,0.49,0.00,1.34
14.702,4122.50,9.74,455.00,0.00,-1.25,1.36
14.738,4185.00,9.13,18.75,0.70,-1.25,1.37
14.775,3741.25,9.21,490.00,0.00,1.25,1.40
14.811,4188.75,9.50,13.75,0.00,0.00,1.31
14.849,4116.25,9.19,226.25,0.66,0.00,1.33
14.884,3905.00,10.02,470.00,0.00,0.00,1.33
14.924,4053.75,9.27,466.25,0.00,-2.50,1.35
14.961,4190.00,9.15,0.00,0.47,0.00,1.32
15.008,4183.75,9.77,236.25,0.00,-1.25,1.32
15.049,3791.25,9.19,492.50,0.00,0.00,1.31
15.090,3872.50,9.20,477.50,0.00,0.00,1.31
15.128,4203.75,9.15,88.75,0.00,-1.25,1.32
15.167,4195.00,9.13,477.50,0.00,-1.25,1.36
15.217,3442.50,10.14,471.25,0.00,-1.25,1.38
15.254,4006.25,9.69,73.75,0.00,0.00,1.37
15.291,3858.75,9.22,471.25,0.22,0.00,1.31
15.328,4103.75,10.19,371.25,0.00,0.00,1.32
15.365,4100.00,9.16,465.00,0.49,0.00,1.34
15.402,4105.00,10.09,452.50,0.00,-1.25,1.35
15.439,3972.50,9.16,340.00,1.23,-1.25,1.36
15.477,3822.50,10.15,322.50,0.00,-1.25,1.39
15.514,3686.25,9.15,466.25,0.45,-1.25,1.40
15.552,3762.50,10.16,436.25,0.00,0.00,1.32
15.590,3806.25,9.21,477.50,0.00,0.00,1.31
15.628,4102.50,9.85,215.00,0.00,0.00,1.32
15.666,3838.75,9.21,472.50,0.00,-1.25,1.33
15.704,4107.50,9.43,85.00,0.00,0.00,1.34
15.742,3843.75,10.19,471.25,0.00,-1.25,1.35
15.780,4101.25,9.17,180.00,0.00,1.25,1.38
15.815,3945.00,9.15,477.50,0.49,0.00,1.39
15.853,4088.75,10.05,453.75,0.00,-2.50,1.40
15.891,3785.00,9.18,452.50,0.00,-2.50,1.32
15.928,4103.75,10.15,438.75,0.00,1.25,1.33
15.963,4100.00,9.15,472.50,0.00,0.00,1.31
16.011,4097.50,9.15,-162.50,0.55,0.00,1.39
16.053,4101.25,10.04,446.25,0.00,-1.25,1.31
16.091,3576.25,10.11,321.25,0.00,-1.25,1.36
16.138,4093.75,9.23,308.75,0.00,-1.25,1.33
16.184,4091.25,10.00,261.25,0.00,0.00,1.36
16.242,4070.00,9.15,476.25,0.54,1.25,1.31
16.288,4108.75,9.38,251.25,1.01,-2.50,1.31
16.329,4092.50,9.16,46.25,0.45,0.00,1.37
16.371,3780.00,9.80,325.00,0.00,-1.25,1.36
16.418,4095.00,10.16,321.25,0.00,-1.25,1.35
16.460,4101.25,9.17,246.25,0.73,-1.25,1.33
16.506,3862.50,9.18,483.75,0.00,1.25,1.31
16.549,3518.75,9.18,470.00,0.00,0.00,1.31
16.589,4088.75,9.14,-108.75,0.00,-1.25,1.32
16.624,4076.25,9.22,453.75,0.70,-1.25,1.34
16.661,4102.50,10.17,148.75,0.00,-1.25,1.36
16.697,4078.75,9.14,13.75,0.00,-1.25,1.35
16.741,4041.25,9.31,478.75,0.00,0.00,1.36
16.778,4098.75,10.06,135.00,0.00,0.00,1.36
16.816,3900.00,9.14,471.25,0.58,0.00,1.39
16.852,3715.00,10.09,457.50,0.00,0.00,1.35
16.890,4085.00,9.21,461.25,0.52,0.00,1.32
16.926,3863.75,9.90,418.75,0.00,1.25,1.33
16.963,4098.75,9.19,475.00,0.00,0.00,1.32
17.007,3925.00,9.22,245.00,0.00,0.00,1.31
17.048,3805.00,9.14,105.00,0.51,-1.25,1.32
17.087,4098.75,10.08,450.00,0.00,0.00,1.33
17.124,3725.00,9.18,452.50,0.00,-1.25,1.33
17.162,4093.75,9.15,472.50,0.57,-2.50,1.33
17.205,4057.50,9.14,435.00,0.96,0.00,1.33
17.244,4093.75,9.14,545.00,0.00,0.00,1.31
17.289,1.25,9.99,480.00,0.00,0.00,1.32
17.327,2.50,11.54,681.25,0.00,0.00,1.34
17.364,1.25,9.37,686.25,2.58,0.00,1.34
17.401,0.00,9.80,640.00,0.00,0.00,1.34
17.441,0.00,9.83,871.25,0.00,0.00,1.36
17.477,0.00,10.88,753.75,0.00,-1.25,1.36
17.518,1.25,10.21,486.25,0.00,-1.25,1.32
17.567,2.50,10.62,778.75,0.00,0.00,1.35
17.620,1.25,10.48,747.50,0.00,0.00,1.35
17.659,0.00,10.00,52.50,0.00,0.00,1.34
17.702,1.25,11.52,691.25,0.00,0.00,1.38
17.755,2707.50,9.81,213.75,0.36,0.00,1.38
17.795,3912.50,10.23,336.25,0.00,1.25,1.39
17.833,3977.50,9.17,471.25,0.57,0.00,1.31
17.870,4067.50,9.17,122.50,0.00,-1.25,1.32
17.908,3923.75,9.16,301.25,0.00,0.00,1.32
17.945,4066.25,10.15,475.00,0.00,0.00,1.34
17.987,4071.25,9.16,-31.25,0.53,2.50,1.39
18.032,4036.25,9.16,470.00,0.76,0.00,1.31
18.069,4068.75,10.06,456.25,0.00,0.00,1.32
18.106,4065.00,9.15,470.00,0.42,-1.25,1.31
18.148,1.25,10.03,642.50,0.00,0.00,1.31
18.188,1.25,10.04,320.00,0.00,-1.25,1.40
18.231,2.50,9.93,740.00,0.00,0.00,1.37
18.278,1.25,9.83,727.50,0.00,-1.25,1.38
18.315,1.25,9.61,615.00,0.00,0.00,1.39
18.352,-88.75,10.10,887.50,0.00,-2.50,1.32
18.388,1.25,10.01,493.75,0.00,-1.25,1.31
18.430,3911.25,9.24,225.00,0.38,-1.25,1.33
18.469,4095.00,9.13,470.00,0.00,-1.25,1.31
18.508,4158.75,9.22,475.00,0.42,0.00,1.32
18.546,4160.00,9.45,55.00,0.00,1.25,1.33
18.584,3827.50,9.19,495.00,0.00,-1.25,1.34
18.621,4178.75,9.92,412.50,0.00,-1.25,1.35
18.660,4030.00,9.30,410.00,0.00,1.25,1.36
18.697,4161.25,9.14,-130.00,0.88,-1.25,1.37
18.735,3740.00,9.73,503.75,0.00,0.00,1.38
18.776,4167.50,9.85,423.75,0.00,-1.25,1.37
18.816,4161.25,9.14,258.75,0.20,1.25,1.40
18.853,4162.50,10.00,497.50,0.00,0.00,1.31
18.888,4175.00,9.41,65.00,0.00,-1.25,1.33
18.925,4176.25,9.12,477.50,0.39,1.25,1.33
18.962,4162.50,9.99,-7.50,1.05,0.00,1.32
19.007,3787.50,10.07,438.75,0.00,0.00,1.31
19.048,4171.25,9.13,52.50,0.56,0.00,1.33
19.085,4145.00,10.05,455.00,0.00,0.00,1.33
19.123,4130.00,9.12,81.25,0.00,1.25,1.34
19.160,3672.50,10.14,403.75,0.00,0.00,1.36
19.198,4171.25,9.48,318.75,0.96,-1.25,1.38
19.235,3702.50,9.18,446.25,0.92,1.25,1.38
19.270,4175.00,9.12,470.00,0.40,0.00,1.38
19.323,4158.75,9.21,465.00,0.00,0.00,1.32
19.365,4171.25,9.13,25.00,0.00,0.00,1.34
19.402,4170.00,9.12,577.50,0.00,0.00,1.25
19.454,2.50,9.91,866.25,0.00,0.00,1.19
19.505,1.25,9.66,873.75,0.00,0.00,1.15
19.568,1.25,10.10,507.50,0.00,0.00,1.12
19.625,1.25,11.60,115.00,0.00,-1.25,1.11
19.677,27.50,10.07,521.25,0.00,-1.25,1.10
19.713,1.25,9.54,687.50,0.78,0.00,1.10
19.742,2.50,10.11,751.25,0.00,-1.25,1.09
19.765,0.00,9.41,538.75,0.00,0.00,1.09
19.785,0.00,10.26,577.50,0.00,0.00,1.08
19.805,1.25,9.58,551.25,0.00,-1.25,1.08
19.826,2.50,11.11,707.50,0.58,1.25,1.08
19.845,0.00,9.74,776.25,0.00,0.00,1.07
19.865,0.00,10.72,21.25,0.00,0.00,1.07
19.884,0.00,11.57,868.75,0.00,0.00,1.07
19.909,0.00,10.03,322.50,1.02,-1.25,1.07
19.931,0.00,9.96,371.25,0.00,-1.25,1.06
19.950,1.25,9.56,866.25,0.00,0.00,1.06
19.970,-10.00,10.00,333.75,0.00,0.00,1.06
19.996,1.25,9.51,656.25,0.00,1.25,1.06
20.018,0.00,10.78,702.50,0.00,-1.25,1.06
20.037,0.00,9.69,716.25,0.00,0.00,1.05
20.057,1.25,10.15,473.75,0.00,1.25,1.05
20.077,0.00,10.09,781.25,0.00,0.00,1.05
20.097,1.25,9.38,447.50,0.00,-1.25,1.05
20.116,0.00,11.07,482.50,0.00,0.00,1.05
20.135,1.25,9.56,828.75,0.00,0.00,1.04
20.155,0.00,10.13,253.75,0.00,1.25,1.04
20.176,3.75,9.90,882.50,0.00,-1.25,1.04
20.197,10.00,10.00,250.00,0.00,0.00,1.04
20.219,1.25,10.08,866.25,0.00,-1.25,1.04
20.238,1.25,9.37,135.00,0.00,0.00,1.04
20.258,1.25,10.28,116.25,0.00,0.00,1.04
20.277,1.25,9.54,833.75,0.00,0.00,1.03
20.297,72.50,10.01,41.25,0.00,-1.25,1.03
20.316,0.00,9.77,441.25,0.00,-1.25,1.03
20.338,5.00,10.01,-305.00,0.00,-1.25,1.03
20.362,1.25,9.77,412.50,0.00,-1.25,1.03
20.385,0.00,11.48,683.75,0.00,-1.25,1.03
20.405,10.00,9.88,715.00,0.00,0.00,1.03
20.424,1.25,9.55,620.00,0.00,0.00,1.02
20.446,1.25,10.01,646.25,0.00,-1.25,1.02
20.466,0.00,9.59,538.75,0.00,1.25,1.02
20.485,-1.25,11.49,663.75,1.27,0.00,1.02
20.505,2.50,9.74,696.25,0.00,0.00,1.02
20.524,0.00,10.13,358.75,0.00,0.00,1.02
20.545,0.00,9.90,825.00,0.00,0.00,1.02
20.564,2.50,9.45,551.25,0.00,0.00,1.02
20.584,1.25,11.54,697.50,0.00,-1.25,1.02
20.604,1.25,9.60,740.00,0.00,-1.25,1.02
20.624,-2.50,10.10,677.50,0.00,0.00,1.01
20.643,1.25,9.76,886.25,0.00,0.00,1.01
20.663,1.25,10.11,43.75,0.00,-1.25,1.01
20.686,1.25,9.88,742.50,0.00,0.00,1.01
20.709,1.25,9.64,698.75,0.89,-1.25,1.01
20.729,-1.25,10.01,750.00,0.00,-1.25,1.01
20.748,1.25,9.54,387.50,0.00,0.00,1.01
20.768,0.00,11.04,685.00,0.00,-1.25,1.01
20.787,-1.25,9.73,776.25,0.00,1.25,1.01
20.807,2.50,10.12,-91.25,0.00,1.25,1.01
20.827,0.00,10.09,883.75,0.00,0.00,1.00
20.846,2.50,9.42,320.00,2.05,1.25,1.01
20.867,2.50,10.90,687.50,0.00,0.00,1.00
20.886,0.00,9.59,705.00,0.00,0.00,1.00
20.906,1.25,10.12,505.00,0.00,0.00,1.00
20.925,1.25,9.87,805.00,0.00,0.00,1.00
20.948,0.00,10.29,-82.50,0.00,-2.50,1.00
20.967,0.00,10.14,695.00,0.00,-1.25,1.00
21.001,1.25,11.64,693.75,0.00,0.00,1.00
21.023,0.00,9.68,717.50,0.00,1.25,1.00
21.042,1.25,10.13,690.00,0.00,0.00,1.00
21.062,0.00,9.88,737.50,0.00,0.00,1.00
21.082,1.25,9.42,695.00,0.00,0.00,0.99
21.104,5.00,9.96,393.75,0.00,0.00,0.99
21.130,2.50,9.36,143.75,0.00,-1.25,0.99
21.152,3.75,9.89,725.00,0.00,0.00,0.99
21.175,1.25,9.44,651.25,0.68,0.00,0.99
21.197,-12.50,10.01,512.50,0.00,-1.25,0.99
21.224,2.50,9.40,183.75,0.00,0.00,0.99
21.244,1.25,11.50,876.25,0.00,0.00,0.99
21.264,1.25,9.49,531.25,0.00,0.00,0.99
21.285,0.00,10.71,695.00,0.00,0.00,0.99
21.305,0.00,9.62,378.75,0.00,1.25,0.99
21.329,0.00,10.26,-41.25,0.00,0.00,0.99
21.356,1.25,9.56,870.00,0.00,0.00,0.98
21.384,1.25,11.19,870.00,0.00,0.00,0.98
21.410,1.25,10.06,90.00,0.00,0.00,0.98
21.435,2.50,9.85,728.75,0.00,0.00,0.98
21.461,1.25,10.35,563.75,1.95,0.00,0.98
21.483,0.00,10.05,831.25,0.00,-1.25,0.98
21.509,0.00,11.57,671.25,0.00,-1.25,0.98
21.528,0.00,9.98,728.75,0.00,-1.25,0.98
21.549,1.25,9.41,381.25,0.00,0.00,0.98
21.568,1.25,11.74,703.75,0.00,-1.25,0.98
21.590,1.25,9.58,698.75,0.00,0.00,0.98
21.610,2.50,11.64,706.25,0.12,-1.25,0.98
21.629,1.25,9.72,786.25,0.00,-1.25,0.98
21.649,1.25,10.69,170.00,0.00,0.00,0.98
21.668,0.00,10.01,875.00,0.00,-1.25,0.98
21.689,1.25,9.41,656.25,0.00,1.25,0.97
21.711,0.00,10.02,885.00,0.00,0.00,0.97
21.731,0.00,9.53,608.75,0.00,0.00,0.97
21.750,0.00,10.54,681.25,0.00,-1.25,0.97
21.770,1.25,9.74,865.00,0.00,-1.25,0.97
21.789,3.75,10.07,351.25,0.00,0.00,0.97
21.809,1.25,9.96,885.00,0.00,-1.25,0.97
21.828,0.00,9.40,880.00,0.58,1.25,0.97
21.848,2.50,10.02,27.50,0.00,0.00,0.97
21.867,1.25,9.70,868.75,0.00,-1.25,0.97
21.887,-2.50,10.03,525.00,0.00,0.00,0.97
21.908,1.25,9.82,755.00,0.00,0.00,0.97
21.927,0.00,10.77,578.75,2.46,-1.25,0.97
21.947,-163.75,9.95,432.50,0.00,-1.25,0.97
21.969,0.00,9.54,92.50,0.00,0.00,0.97
22.003,1.25,9.90,722.50,0.00,-1.25,0.97
22.024,1.25,10.12,381.25,0.00,1.25,0.96
22.044,1.25,9.96,888.75,0.00,-1.25,0.97
22.063,0.00,9.43,176.25,0.00,0.00,0.96
22.084,0.00,11.72,452.50,0.00,-1.25,0.97
22.103,0.00,9.77,813.75,0.00,0.00,0.96
22.123,3.75,10.02,218.75,0.00,0.00,0.96
22.142,1.25,9.80,680.00,0.00,1.25,0.96
22.162,0.00,10.04,606.25,2.61,1.25,0.96
22.181,0.00,10.00,476.25,0.00,1.25,0.96
22.201,1.25,9.65,857.50,0.00,0.00,0.96
22.226,1.25,10.65,885.00,0.00,0.00,0.96
22.246,1.25,9.48,782.50,0.00,0.00,0.96
22.266,1.25,10.72,70.00,0.00,0.00,0.96
22.285,0.00,9.80,871.25,0.00,0.00,0.96
22.305,5.00,10.02,533.75,0.00,0.00,0.96
22.324,0.00,9.89,878.75,0.00,-1.25,0.96
22.344,2.50,9.54,693.75,0.23,0.00,0.96
22.363,-160.00,10.03,450.00,0.00,-1.25,0.96
22.383,0.00,9.62,861.25,0.00,0.00,0.96
22.402,-1.25,11.60,677.50,0.00,0.00,0.96
22.422,1.25,9.77,753.75,0.00,0.00,0.96
22.442,1.25,10.16,657.50,0.00,0.00,0.96
22.464,1.25,9.88,621.25,0.00,0.00,0.96
22.483,1.25,9.46,372.50,0.00,0.00,0.96
22.503,-1.25,11.49,690.00,0.00,-1.25,0.96
22.526,0.00,9.55,876.25,0.02,-1.25,0.95
22.550,0.00,11.59,623.75,0.00,0.00,0.95
22.572,1.25,9.49,727.50,0.28,-1.25,0.95
22.597,-2.50,10.02,255.00,0.00,-1.25,0.95
22.620,0.00,9.45,715.00,0.00,0.00,0.95
22.644,8.75,11.60,861.25,0.00,0.00,0.95
22.668,0.00,9.39,608.75,0.89,1.25,0.95
22.694,6.25,9.89,741.25,0.00,-1.25,0.95
22.716,2.50,9.46,338.75,0.00,-1.25,0.95
22.736,-7.50,10.02,685.00,0.00,0.00,0.95
22.756,0.00,9.58,693.75,0.00,-1.25,0.95
22.776,-1.25,11.55,681.25,0.00,0.00,0.95
22.795,0.00,9.79,745.00,0.00,-1.25,0.95
22.815,-1.25,10.06,31.25,0.00,-1.25,0.95
22.834,0.00,10.04,870.00,0.00,-1.25,0.95
22.854,0.00,9.46,711.25,0.00,-1.25,0.95
22.873,1.25,10.14,495.00,0.00,1.25,0.95
22.894,1.25,9.69,788.75,0.00,-1.25,0.95
22.915,-157.50,10.04,192.50,0.00,0.00,0.95
22.934,0.00,9.86,868.75,0.00,0.00,0.95
22.954,0.00,10.05,612.50,2.05,0.00,0.95
22.973,0.00,10.02,587.50,0.00,0.00,0.95
22.993,1.25,9.56,867.50,0.00,0.00,0.95
23.013,0.00,10.02,37.50,2.52,0.00,0.95
23.032,1.25,9.69,518.75,0.00,-1.25,0.95
23.052,1.25,11.66,681.25,0.00,-1.25,0.95
23.071,2.50,9.82,725.00,0.00,-1.25,0.95
23.091,-1.25,9.40,423.75,0.00,-1.25,0.94
23.110,1.25,11.28,888.75,0.00,-1.25,0.94
23.130,0.00,9.56,800.00,0.00,0.00,0.94
23.149,0.00,10.53,110.00,0.00,-1.25,0.94
23.168,0.00,9.84,866.25,0.00,0.00,0.94
23.188,1.25,10.05,638.75,1.49,-1.25,0.94
23.207,-1.25,9.94,878.75,0.00,0.00,0.94
23.229,1.25,9.40,490.00,0.55,0.00,0.94
23.250,0.00,10.33,-62.50,0.00,-1.25,0.94
23.270,0.00,9.69,867.50,0.00,0.00,0.94
23.289,1.25,10.04,267.50,0.00,0.00,0.94
23.309,1.25,9.78,446.25,0.00,1.25,0.94
23.328,0.00,11.80,665.00,1.47,1.25,0.94
23.348,52.50,9.95,563.75,0.00,-1.25,0.94
23.367,-1.25,9.52,567.50,1.74,-2.50,0.94
23.392,1.25,10.11,881.25,0.00,0.00,0.94
23.412,1.25,9.53,736.25,0.00,0.00,0.94
23.432,1.25,10.04,25.00,0.00,-1.25,0.94
23.451,0.00,9.77,862.50,0.00,0.00,0.94
23.474,1.25,10.15,1.25,1.88,0.00,0.94
23.498,1.25,9.78,865.00,0.00,-1.25,0.94
23.522,-151.25,10.04,477.50,1.17,-1.25,0.94
23.543,0.00,9.79,877.50,0.00,0.00,0.94
23.562,0.00,10.03,685.00,1.44,-1.25,0.94
23.581,-1.25,9.92,591.25,0.00,0.00,0.94
23.601,1.25,9.49,817.50,0.00,0.00,0.93
23.621,-1.25,10.03,690.00,0.00,0.00,0.93
23.640,2.50,9.63,690.00,0.00,-1.25,0.93
23.661,1.25,10.03,542.50,0.00,0.00,0.93
23.681,1.25,9.79,772.50,0.00,0.00,0.93
23.700,0.00,10.48,600.00,0.00,0.00,0.93
23.720,2.50,9.96,786.25,0.00,0.00,0.93
23.739,0.00,9.48,730.00,0.00,0.00,0.93
23.760,1.25,11.39,573.75,0.00,-1.25,0.93
23.780,1.25,9.62,746.25,0.00,0.00,0.93
23.799,-1.25,10.55,17.50,0.00,0.00,0.93
23.819,1.25,9.92,861.25,0.00,0.00,0.93
23.838,2.50,9.37,550.00,2.27,0.00,0.93
23.859,1.25,10.16,886.25,0.00,1.25,0.93
23.878,0.00,9.72,877.50,0.00,-1.25,0.93
23.897,11.25,10.03,27.50,0.00,0.00,0.93
23.917,1.25,9.74,423.75,0.00,1.25,0.93
23.936,-5.00,11.55,687.50,0.00,0.00,0.93
23.956,-5.00,9.91,703.75,0.00,-1.25,0.93
23.975,0.00,9.45,503.75,0.00,1.25,0.93
23.995,1.25,10.05,696.25,0.00,-1.25,0.93
24.014,0.00,9.60,687.50,0.00,0.00,0.93
24.034,0.00,10.33,686.25,0.00,0.00,0.93
24.053,1.25,9.95,872.50,0.00,-1.25,0.93
24.073,-1.25,10.06,521.25,0.00,0.00,0.93
24.092,2.50,10.02,886.25,0.00,0.00,0.93
24.112,1.25,9.72,881.25,0.00,-1.25,0.93
24.131,8.75,10.03,22.50,0.00,-1.25,0.93
24.151,1.25,9.72,868.75,0.00,1.25,0.93
24.170,-2.50,10.04,486.25,0.00,0.00,0.93
24.191,1.25,9.86,551.25,0.00,0.00,0.93
24.210,0.00,9.76,672.50,0.00,1.25,0.93
24.230,0.00,10.02,737.50,0.00,0.00,0.92
