Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.019,-1.25,10.13625,-2.5,9.175,0.0,0.0
0.036,-1.25,10.13625,-2.5,9.175,0.0,0.0
0.055,0.0,10.133750000000001,0.0,9.27875,0.0,0.0
0.074,1.25,10.14,0.0,8.66625,0.0,0.0
0.092,0.0,10.135,0.0,8.66625,-1.25,0.00125
0.110,0.0,10.133750000000001,-161.25,9.0875,-1.25,0.00125
0.126,0.0,10.133750000000001,0.0,8.7575,-1.25,0.00125
0.137,1.25,10.135,-2.5,9.025,0.0,0.0025
0.147,0.0,10.133750000000001,0.0,8.915000000000001,0.0,0.0025
0.157,1.25,10.13125,0.0,6.50375,0.0,0.0025
0.168,0.0,10.14875,3350.0,8.4675,0.0,0.005
0.178,0.0,10.14125,3633.75,8.2225,0.0,0.005
0.188,0.0,10.137500000000001,3450.0,8.45125,0.0,0.005
0.199,1.25,10.13625,3527.5,8.47,0.0,0.005
0.209,1.25,10.1325,3696.25,8.42,0.0,0.005
0.219,0.0,10.1325,3686.25,8.44375,0.0,0.005
0.229,1.25,10.13875,3706.25,8.435,-1.25,0.00125
0.240,1.25,10.13875,3676.25,8.42875,-1.25,0.00125
0.250,0.0,10.13,3671.25,8.45375,-1.25,0.00125
0.260,-1.25,10.1325,3661.25,8.45375,-1.25,0.00125
0.271,0.0,10.13625,3582.5,8.43875,-1.25,0.00125
0.281,-2.5,10.13875,3680.0,8.44,0.0,0.0025
0.291,-1.25,10.13125,3625.0,8.43125,0.0,0.0025
0.301,-1.25,10.14125,3688.75,8.435,0.0,0.0025
0.312,0.0,10.135,3661.25,8.43375,0.0,0.0025
0.322,0.0,10.13125,3661.25,8.43375,0.0,0.0025
0.332,2.5,10.137500000000001,3686.25,8.435,0.0,0.0025
0.342,2.5,10.13,3688.75,8.4225,0.0,0.0025
0.354,-1.25,10.14,3680.0,8.43375,0.0,0.0025
0.364,1.25,10.135,3510.0,8.39375,0.0,0.0025
0.374,0.0,10.13125,3708.75,8.4075,-1.25,0.00375
0.385,0.0,10.1275,3726.25,8.41,-1.25,0.00375
0.395,1.25,10.1325,3721.25,8.445,-1.25,0.00375
0.405,0.0,10.133750000000001,3688.75,8.42125,-1.25,0.00375
0.415,0.0,10.13625,3690.0,8.43875,-1.25,0.00375
0.426,1.25,10.145,3712.5,8.43375,0.0,0.00625
0.436,0.0,10.13875,3681.25,8.43,0.0,0.00625
0.446,2.5,10.13625,3632.5,8.22,0.0,0.00625
0.457,0.0,10.13875,3600.0,8.4275,0.0,0.00625
0.467,0.0,10.13875,3631.25,8.41625,0.0,0.00625
0.477,1.25,10.133750000000001,3712.5,8.43,0.0,0.00125
0.487,0.0,10.13625,3688.75,8.43375,0.0,0.00125
0.498,0.0,10.14625,3627.5,8.4425,0.0,0.00125
0.508,0.0,10.137500000000001,3657.5,8.435,0.0,0.00125
0.518,0.0,10.137500000000001,3698.75,8.43625,0.0,0.00125
0.529,0.0,10.137500000000001,3696.25,8.43125,0.0,0.005
0.539,0.0,10.14375,3582.5,8.43625,0.0,0.005
0.549,1.25,10.13125,3512.5,8.445,0.0,0.005
0.559,2.5,10.1325,3685.0,8.42875,0.0,0.005
0.570,2.5,10.1325,3681.25,8.4375,-2.5,0.0025
0.580,1.25,10.14125,3643.75,8.42375,-2.5,0.0025
0.590,0.0,10.1425,3668.75,8.43125,-2.5,0.0025
0.600,1.25,10.135,3455.0,8.43125,-2.5,0.0025
0.611,0.0,10.1325,3683.75,8.42,-2.5,0.0025
0.621,0.0,10.133750000000001,3693.75,8.43,-1.25,0.0025
0.631,1.25,10.13125,3715.0,8.43875,-1.25,0.0025
0.642,1.25,10.13625,3522.5,8.41875,-1.25,0.0025
0.652,0.0,10.1325,3697.5,8.4275,-1.25,0.0025
0.662,0.0,10.1525,3741.25,8.49875,-1.25,0.0025
