elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,1.25,11.79,393.75,0.00,31.25,5.21
0.047,0.00,10.14,777.50,0.00,31.25,5.21
0.092,2.50,10.60,593.75,0.00,32.50,5.21
0.131,-1.25,10.08,206.25,1.17,30.00,5.21
0.170,1.25,9.37,42.50,0.00,31.25,5.21
0.209,0.00,9.65,876.25,0.00,31.25,5.21
0.246,0.00,9.80,803.75,0.00,27.50,5.21
0.283,-1.25,10.12,890.00,0.00,1940.00,5.21
0.320,2.50,10.17,0.00,0.00,746.25,5.21
0.360,1.25,10.31,571.25,0.00,1732.50,5.21
0.400,0.00,9.48,681.25,0.00,23.75,5.21
0.437,-1.25,9.85,496.25,0.00,31.25,5.18
0.475,-5.00,9.99,400.00,0.00,31.25,5.21
0.511,6.25,11.58,473.75,0.00,32.50,5.21
0.548,0.00,10.13,662.50,0.00,30.00,5.21
0.586,0.00,9.50,391.25,0.00,32.50,5.21
0.627,1.25,9.59,760.00,0.76,30.00,5.21
0.669,0.00,9.87,455.00,0.00,28.75,5.21
0.710,3.75,10.04,768.75,0.00,32.50,5.21
0.751,1.25,10.15,801.25,0.00,31.25,5.21
0.791,1.25,10.29,668.75,0.00,31.25,5.21
0.828,2.50,10.04,661.25,0.00,31.25,5.24
0.878,2.50,10.09,666.25,0.00,375.00,5.21
0.921,1.25,10.05,600.00,0.00,2155.00,5.21
0.959,2.50,9.51,871.25,0.00,31.25,5.06
0.997,0.00,9.69,397.50,0.00,32.50,4.55
1.034,1.25,10.03,781.25,0.00,28.75,5.21
1.072,2.50,10.04,700.00,0.00,32.50,5.21
1.110,1.25,11.47,586.25,0.23,30.00,5.21
1.149,1.25,9.43,666.25,0.90,32.50,5.21
1.187,2.50,9.77,661.25,0.00,31.25,5.21
1.225,-7.50,9.83,865.00,0.00,28.75,5.21
1.264,1.25,10.03,625.00,0.00,1787.50,5.21
1.301,15.00,10.15,657.50,0.00,26.25,5.21
1.339,1.25,10.06,66.25,1.65,31.25,5.21
1.378,0.00,9.48,776.25,0.24,32.50,5.24
1.417,-1.25,9.70,793.75,0.00,31.25,4.46
1.455,1.25,9.92,526.25,0.00,31.25,5.13
1.493,1.25,11.02,621.25,0.00,31.25,5.21
1.529,1.25,10.04,371.25,0.53,32.50,5.21
1.567,0.00,9.46,696.25,0.00,31.25,5.21
1.605,0.00,9.70,433.75,0.00,351.25,5.21
1.643,1.25,9.95,810.00,0.00,4582.50,4.14
1.683,-1.25,10.08,893.75,0.00,25.00,4.71
1.719,0.00,11.75,32.50,0.00,32.50,5.20
1.757,1.25,9.39,671.25,1.24,31.25,3.81
1.796,2.50,9.73,715.00,0.00,30.00,5.17
1.834,1.25,9.77,853.75,0.00,31.25,4.89
1.873,0.00,9.95,885.00,0.00,30.00,4.46
1.914,0.00,10.03,893.75,0.00,32.50,5.21
1.951,-2.50,10.11,618.75,0.00,31.25,5.21
1.988,1.25,9.39,203.75,0.00,31.25,5.21
2.027,-1.25,9.79,810.00,0.00,31.25,5.21
2.064,1.25,9.81,890.00,0.00,1763.75,5.21
2.102,2.50,11.14,826.25,0.00,237.50,5.21
2.142,18.75,10.24,666.25,0.00,2035.00,5.21
2.179,0.00,10.06,-45.00,2.12,25.00,5.20
2.217,1.25,9.56,483.75,0.75,26.25,5.21
2.265,1687.50,0.51,427.50,0.00,1766.25,4.97
2.306,4158.75,9.20,-90.00,0.77,516.25,5.21
2.344,4298.75,9.42,23.75,0.00,976.25,5.20
2.383,3805.00,10.32,146.25,0.00,118.75,5.20
2.423,4256.25,9.43,462.50,0.00,2853.75,5.21
2.463,3847.50,9.59,582.50,0.00,870.00,5.22
2.505,-1.25,9.76,880.00,2.11,26.25,5.21
2.543,-1.25,9.73,795.00,0.00,26.25,5.21
2.582,0.00,9.64,572.50,0.00,25.00,5.21
2.620,1.25,9.63,26.25,0.00,32.50,5.20
2.658,1.25,10.27,565.00,0.00,32.50,5.21
2.696,0.00,10.07,480.00,0.00,31.25,4.88
2.735,0.00,11.68,831.25,0.00,30.00,5.21
2.771,0.00,10.06,573.75,0.00,32.50,5.21
2.810,0.00,9.99,818.75,0.00,31.25,5.21
2.848,1.25,10.02,658.75,0.00,33.75,5.21
2.886,0.00,10.20,250.00,1.12,30.00,5.21
2.926,1.25,9.50,597.50,0.00,27.50,5.21
2.964,1.25,9.74,880.00,0.00,1320.00,5.21
3.002,0.00,11.46,791.25,0.00,31.25,5.22
3.038,1.25,10.03,486.25,0.00,28.75,4.71
3.075,-1.25,9.50,876.25,0.00,30.00,5.10
3.113,0.00,9.80,411.25,0.00,31.25,5.21
3.152,1.25,10.68,782.50,0.00,31.25,5.21
3.191,8.75,10.37,668.75,0.00,33.75,5.21
