elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,10.23,841.25,0.00,30.00,5.21
0.068,1.25,10.08,470.00,0.00,31.25,5.21
0.113,0.00,10.08,887.50,0.00,30.00,5.21
0.163,0.00,10.03,570.00,0.00,32.50,5.21
0.206,1.25,10.19,906.25,0.00,31.25,5.21
0.245,7.50,11.64,98.75,0.00,31.25,5.21
0.283,2.50,10.33,675.00,1.08,31.25,5.21
0.321,1.25,9.68,152.50,0.00,31.25,5.21
0.363,1.25,9.72,848.75,0.95,31.25,5.21
0.404,0.00,9.88,783.75,0.00,32.50,5.21
0.444,7.50,10.23,820.00,0.00,31.25,5.21
0.483,-6.25,10.25,907.50,0.00,30.00,5.21
0.521,-1.25,11.40,368.75,0.00,31.25,5.21
0.560,1.25,9.62,695.00,0.00,28.75,5.21
0.598,1.25,9.79,415.00,1.27,28.75,5.21
0.637,0.00,10.08,820.00,0.00,27.50,5.21
0.674,1.25,10.23,748.75,0.00,33.75,5.21
0.710,13.75,11.62,-15.00,0.00,31.25,5.21
0.754,1.25,11.76,422.50,0.15,28.75,5.21
0.795,0.00,9.66,48.75,0.00,31.25,5.21
0.833,-1.25,9.86,896.25,1.17,31.25,5.21
0.870,0.00,10.14,801.25,0.00,31.25,5.21
0.908,1.25,10.22,650.00,0.00,31.25,5.21
0.945,1.25,11.19,70.00,0.00,30.00,5.21
0.984,1.25,9.58,692.50,0.00,32.50,5.21
1.022,0.00,9.82,781.25,0.35,31.25,5.21
1.060,-8.75,10.06,903.75,0.00,31.25,5.21
1.098,0.00,10.25,901.25,0.00,31.25,5.21
1.141,2.50,10.33,693.75,0.00,30.00,5.21
1.182,1.25,10.24,683.75,1.60,32.50,5.21
1.222,0.00,9.72,368.75,0.65,30.00,5.21
1.266,1.25,9.60,701.25,0.00,31.25,5.21
1.308,0.00,9.69,25.00,0.00,31.25,5.21
1.355,0.00,9.73,687.50,2.14,30.00,5.21
1.402,-1.25,9.58,701.25,0.00,32.50,5.21
1.451,2.50,9.67,561.25,0.00,31.25,5.21
1.494,0.00,9.84,798.75,0.00,31.25,5.21
1.533,0.00,9.99,891.25,0.00,31.25,5.21
1.571,0.00,11.70,822.50,0.00,31.25,5.21
1.608,1.25,10.30,690.00,0.00,30.00,5.21
1.647,0.00,10.23,61.25,0.00,32.50,5.21
1.685,1.25,9.76,893.75,0.00,32.50,5.21
1.723,0.00,9.91,733.75,0.00,31.25,5.21
1.764,-1.25,10.08,655.00,0.00,32.50,5.21
1.801,5.00,10.62,818.75,0.00,32.50,5.21
1.840,0.00,10.23,393.75,0.05,31.25,5.21
1.878,1.25,9.63,60.00,0.00,33.75,5.21
1.917,0.00,9.79,890.00,1.39,26.25,5.21
1.954,12.50,10.09,837.50,0.00,31.25,5.21
1.991,0.00,10.35,901.25,0.00,32.50,5.21
2.030,1.25,10.94,93.75,0.00,32.50,5.21
2.067,0.00,9.68,672.50,0.00,32.50,5.21
2.106,1.25,9.87,816.25,0.00,31.25,5.21
2.142,0.00,10.08,901.25,0.00,32.50,5.21
2.180,0.00,11.22,830.00,0.00,30.00,5.21
2.218,-1.25,10.72,501.25,0.00,32.50,5.21
2.259,1.25,10.32,665.00,0.00,30.00,5.21
2.298,0.00,9.67,22.50,1.52,30.00,5.21
2.338,1.25,9.89,796.25,0.00,23.75,5.21
2.375,1.25,10.08,900.00,0.00,30.00,5.21
2.414,0.00,10.22,408.75,0.00,31.25,5.21
2.451,1.25,10.63,662.50,0.00,31.25,5.21
2.490,0.00,9.55,590.00,0.78,30.00,5.21
2.539,1.25,10.31,665.00,1.05,31.25,5.21
2.582,2.50,9.60,700.00,0.00,32.50,5.21
2.625,0.00,9.75,891.25,0.00,32.50,5.21
2.665,-1.25,9.92,838.75,0.00,30.00,5.21
2.703,3.75,10.20,837.50,0.00,31.25,5.21
2.741,1.25,10.23,670.00,0.00,32.50,5.21
2.781,1.25,10.23,486.25,0.00,32.50,5.21
2.819,2.50,9.61,680.00,0.00,31.25,5.21
2.857,0.00,9.81,891.25,1.48,32.50,5.21
2.896,1.25,10.11,788.75,0.00,31.25,5.21
2.933,1.25,10.71,901.25,0.00,33.75,5.21
2.972,1.25,11.55,578.75,0.00,32.50,5.21
3.009,2.50,10.03,542.50,0.00,30.00,5.21
3.049,0.00,9.75,886.25,0.00,31.25,5.21
3.087,1.25,10.00,831.25,0.00,31.25,5.21
3.125,1.25,10.23,907.50,0.00,31.25,5.21
3.164,0.00,10.31,96.25,0.00,30.00,5.21
3.202,1.25,10.77,675.00,0.00,30.00,5.21
3.240,0.00,9.70,821.25,0.00,32.50,5.21
3.277,3.75,9.95,776.25,0.00,28.75,5.21
