Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.020,0.0,10.120000000000001,-3.75,10.97625,-1.25,0.0025
0.038,0.0,10.120000000000001,0.0,10.9575,-1.25,0.0025
0.052,2.5,10.11625,0.0,10.9575,-1.25,0.0025
0.063,2.5,10.11625,0.0,10.97,0.0,0.0
0.073,1.25,10.12125,-1.25,10.97125,0.0,0.0
0.084,2.5,10.1125,1.25,10.9675,0.0,0.0
0.094,2.5,10.11875,-1.25,10.79125,0.0,0.0
0.104,2.5,10.120000000000001,-1.25,10.51375,0.0,0.0
0.114,2.5,10.120000000000001,-1.25,10.51375,0.0,0.0
0.125,2.5,10.120000000000001,0.0,10.96875,0.0,0.0
0.135,1.25,10.120000000000001,2.5,10.9675,0.0,0.0
0.145,0.0,10.12375,2.5,10.835,0.0,0.0
0.155,0.0,10.115,0.0,10.60875,0.0,0.0
0.166,0.0,10.11875,0.0,10.60875,0.0,0.0
0.176,-1.25,10.1225,-1.25,10.97625,0.0,0.0
0.187,1.25,10.12125,-3.75,10.97,0.0,0.0
0.197,0.0,10.12125,-1.25,10.8575,0.0,0.0
0.207,0.0,10.115,0.0,10.5675,0.0,0.0
0.217,1.25,10.11875,0.0,10.5675,-1.25,0.0025
0.228,0.0,10.11875,-2.5,10.99875,-1.25,0.0025
0.238,-1.25,10.11875,0.0,10.977500000000001,-1.25,0.0025
0.249,1.25,10.12125,0.0,10.88875,-1.25,0.0025
0.259,1.25,10.1125,0.0,10.6075,-1.25,0.0025
0.269,0.0,10.12125,0.0,10.37875,0.0,0.0
0.279,1.25,10.12375,-8.75,10.98,0.0,0.0
0.290,0.0,10.12125,1.25,10.98375,0.0,0.0
0.300,2.5,10.12875,-1.25,10.9475,0.0,0.0
0.310,0.0,10.11875,0.0,10.66375,0.0,0.0
0.321,0.0,10.120000000000001,-1.25,10.39625,0.0,0.0
0.331,1.25,10.12625,1.25,10.94,0.0,0.0
0.342,-1.25,10.1225,0.0,10.981250000000001,0.0,0.0
0.352,1.25,10.11875,0.0,10.95125,0.0,0.0
0.362,-1.25,10.1225,1.25,10.6625,0.0,0.0
0.372,1.25,10.1175,1.25,10.39,-2.5,0.00125
0.383,1.25,10.12375,8.75,11.005,-2.5,0.00125
