elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,1.25,10.23,522.50,0.00,31.25,5.21
0.054,0.00,10.20,786.25,0.00,31.25,5.21
0.088,0.00,11.07,661.25,0.44,32.50,5.21
0.115,2.50,10.01,883.75,0.00,32.50,5.21
0.144,10.00,11.13,835.00,0.00,28.75,5.21
0.175,1.25,9.82,892.50,0.00,32.50,5.21
0.196,1.25,10.55,217.50,0.00,31.25,5.21
0.217,1.25,9.89,878.75,0.00,31.25,5.21
0.237,2.50,10.26,201.25,0.00,32.50,5.21
0.258,-1.25,9.91,902.50,0.00,32.50,5.21
0.278,1.25,10.26,86.25,0.00,31.25,5.21
0.298,1.25,10.17,898.75,0.00,33.75,5.21
0.317,1.25,9.79,885.00,0.00,31.25,5.21
0.337,1.25,10.24,603.75,0.00,30.00,5.21
0.356,1.25,9.85,890.00,0.00,31.25,5.21
0.376,6.25,10.24,445.00,1.14,32.50,5.21
0.397,1.25,10.02,437.50,0.00,31.25,5.21
0.416,1.25,11.39,708.75,0.00,32.50,5.21
0.436,2.50,10.23,793.75,0.00,32.50,5.21
0.456,0.00,9.76,435.00,0.00,31.25,5.21
0.475,0.00,11.53,661.25,0.74,32.50,5.21
0.495,1.25,9.91,777.50,0.00,31.25,5.21
0.515,1.25,10.68,10.00,0.00,31.25,5.21
0.534,0.00,10.11,893.75,0.00,31.25,5.21
0.554,0.00,9.62,728.75,0.00,32.50,5.21
0.573,1.25,10.30,18.75,0.00,28.75,5.21
0.593,-1.25,9.90,826.25,0.00,32.50,5.21
0.614,0.00,11.82,670.00,0.00,30.00,5.21
0.637,1.25,9.91,798.75,0.00,32.50,5.21
0.658,0.00,11.12,596.25,0.00,30.00,5.21
0.678,0.00,10.05,611.25,0.00,28.75,5.21
0.698,1.25,9.59,685.00,0.00,26.25,5.21
0.719,16.25,10.23,700.00,0.00,30.00,5.21
0.738,0.00,9.75,597.50,0.00,30.00,5.21
0.758,0.00,11.37,658.75,0.00,31.25,5.21
0.777,1.25,9.96,836.25,0.00,30.00,5.21
0.797,0.00,10.59,12.50,0.00,31.25,5.21
0.817,0.00,10.38,901.25,0.00,31.25,5.21
0.836,-1.25,9.66,822.50,0.00,31.25,5.21
0.856,0.00,10.29,688.75,0.00,31.25,5.21
0.876,1.25,9.84,897.50,0.00,31.25,5.21
0.895,0.00,10.24,120.00,0.00,31.25,5.21
0.915,0.00,10.08,892.50,0.00,31.25,5.21
0.934,1.25,9.59,587.50,0.00,31.25,5.21
0.954,3.75,10.31,602.50,0.00,32.50,5.21
0.974,1.25,9.80,890.00,0.00,30.00,5.21
0.993,16.25,10.24,265.00,0.13,31.25,5.21
1.013,-1.25,9.98,571.25,0.00,31.25,5.21
