Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.015,,10.09875,3.75,0.043750000000000004,,
0.025,1.25,9.5,-3.75,0.0175,,
0.035,3767.5,9.20375,5.0,0.04875,,
0.046,3516.25,9.26875,,0.02,,
0.056,3516.25,9.26875,,0.0575,,
0.066,3966.25,9.155,-5.0,,-1.25,
0.077,3878.75,9.17375,,0.22,-1.25,
0.087,3922.5,9.151250000000001,-3.75,0.06875,-1.25,
0.097,3922.5,9.155,-3.75,0.0225,-1.25,
0.107,3922.5,9.155,,0.04875,,
0.117,3952.5,9.15,,0.16375,,
0.128,3975.0,9.15,-3.75,,,
0.138,3957.5,9.15375,-1.25,0.1075,,
0.148,3971.25,9.14125,5.0,0.005,,
0.158,3971.25,9.14125,,0.06,-1.25,
0.169,3968.75,9.14625,,0.1125,-1.25,
0.179,3975.0,9.14625,-3.75,,-1.25,
0.189,3962.5,9.151250000000001,,0.0125,-1.25,
0.199,3960.0,9.1525,-1.25,0.058750000000000004,-1.25,
0.209,3958.75,9.14125,-1.25,0.058750000000000004,-1.25,
0.219,3972.5,9.14625,1.25,0.14875,-1.25,
0.230,3972.5,9.155,-2.5,0.08,-1.25,
0.240,3968.75,9.14875,1.25,0.025,-1.25,
0.250,3971.25,9.14125,,0.05625,-1.25,
0.260,3971.25,9.145,,0.10625,,
0.270,3970.0,9.133750000000001,-1.25,0.04875,,
0.281,3973.75,9.14625,-3.75,0.11,,
0.291,3975.0,9.151250000000001,-1.25,0.01625,,
0.301,3972.5,9.1425,,0.065,,
0.311,3958.75,9.1425,-2.5,,-1.25,
0.321,3972.5,9.14375,6.25,,-1.25,
0.331,3977.5,9.133750000000001,-1.25,0.0775,-1.25,
0.341,3980.0,9.12875,-1.25,0.0775,-1.25,
0.352,3973.75,9.14875,1.25,0.14625,-1.25,
0.363,3962.5,9.14125,7.5,0.0675,1.25,
0.373,3976.25,9.1475,1.25,0.08875,1.25,
0.383,3973.75,9.14375,1.25,0.05375,1.25,
0.393,3967.5,9.14,1.25,0.02125,1.25,
0.403,3968.75,9.151250000000001,,0.21,1.25,
0.413,3975.0,9.1275,1.25,0.015,1.25,
0.424,3971.25,9.14375,1.25,0.01125,1.25,
0.434,3972.5,9.1425,,0.07125000000000001,1.25,
0.444,3965.0,9.14625,-1.25,0.0825,1.25,
0.454,3962.5,9.14875,1.25,0.20125,1.25,
0.464,3976.25,9.13875,6.25,0.0775,1.25,
0.474,3975.0,9.14125,-3.75,0.01875,1.25,
0.485,3975.0,9.13625,1.25,0.0525,1.25,
0.495,3972.5,9.14375,1.25,0.01,1.25,
0.505,3975.0,9.137500000000001,-1.25,,1.25,
0.515,3970.0,9.14875,,0.09625,-2.5,
0.525,3957.5,9.14,3.75,0.01125,-2.5,
0.535,3971.25,9.137500000000001,-1.25,0.055,-2.5,
0.545,3966.25,9.14125,,0.02,-2.5,
0.556,3953.75,9.14375,-11.25,,-2.5,
0.566,3978.75,9.14375,-2.5,0.07875,-1.25,
0.576,3967.5,9.14,,0.0125,-1.25,
0.586,3971.25,9.13625,-1.25,0.05,-1.25,
0.596,3978.75,9.13,,0.05,-1.25,
0.606,3985.0,9.1475,-2.5,,,
0.617,3973.75,9.1425,-6.25,0.0775,,
0.627,3968.75,9.1425,-3.75,0.0125,,
0.637,3971.25,9.1325,-1.25,0.04875,,
0.649,3966.25,9.13875,2.5,0.0825,,
0.660,3970.0,9.145,-2.5,0.01625,-1.25,
0.670,3975.0,9.13625,1.25,0.07,-1.25,
0.680,3963.75,9.1475,1.25,,-1.25,
0.690,3968.75,9.1275,-1.25,0.16375,-1.25,
0.701,3972.5,9.1425,,0.07625,-1.25,
0.711,3955.0,9.1425,,0.00625,-1.25,
0.721,3977.5,9.14,,0.055,-1.25,
0.731,3962.5,9.13625,-1.25,0.01,-1.25,
0.741,3968.75,9.13875,-6.25,,-1.25,
0.751,3986.25,9.135,-2.5,0.10125,-1.25,
0.761,3971.25,9.13125,-1.25,0.00625,-1.25,
0.772,3958.75,9.14,,0.0675,-1.25,
0.782,3956.25,9.14375,-1.25,0.18875,-1.25,
0.792,3976.25,9.14,-5.0,0.0225,-1.25,
0.803,3957.5,9.1325,1.25,0.055,-1.25,
0.813,3972.5,9.1325,-1.25,0.04125,,
0.824,3970.0,9.14,,0.045,,
0.834,3963.75,9.12625,,0.075,,
0.844,3973.75,9.137500000000001,2.5,0.10250000000000001,,
0.855,3976.25,9.12875,8.75,0.0625,,
0.865,3971.25,9.13625,1.25,,,0.00875
0.875,3967.5,9.13625,1.25,,,0.00875
0.885,3962.5,9.155,-11.25,,,0.00875
0.895,3972.5,9.135,-5.0,0.01625,,0.00875
0.906,3971.25,9.1325,-1.25,0.07375,,0.00875
