Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.014,1.25,0.00125,-1.25,0.00125,,
0.024,1.25,0.00125,-1.25,0.00125,-1.25,
0.035,1.25,0.00125,-1.25,0.0025,-1.25,
0.045,1.25,0.00125,-1.25,0.00375,-1.25,
0.055,,,-1.25,0.00375,-1.25,
0.066,,0.00125,,,-1.25,
0.079,,,,0.00375,-1.25,
0.089,1.25,0.00125,,,-1.25,
0.099,,,,0.0025,-1.25,
0.110,-1.25,,-1.25,,1.25,0.0025
0.120,,,-1.25,,1.25,0.0025
0.130,1.25,,-1.25,,1.25,0.0025
0.140,,0.00125,,,1.25,0.0025
0.150,1.25,,,,1.25,0.0025
0.160,2.5,0.00125,,,,0.00125
0.170,1.25,0.00125,,,,0.00125
0.180,,,,0.00125,,0.00125
0.191,,,,,,0.00125
0.201,1.25,0.00125,,0.0025,,0.00125
0.211,,,1.25,,,0.00375
0.221,-1.25,0.00125,-1.25,,,0.00375
0.231,-1.25,0.00125,-1.25,0.00125,,0.00375
0.241,2.5,,-1.25,,,0.00375
0.251,,0.00125,,,,0.00375
0.261,,0.00125,,0.0025,,0.00375
0.272,1.25,,-1.25,,,0.00375
0.282,-1.25,0.00125,,0.00125,,0.00375
0.292,1.25,0.00125,-1.25,,,0.00375
0.302,1.25,0.00125,-1.25,,,0.00375
0.312,,,,0.00125,,0.005
0.322,,,,,,0.005
0.332,,,1.25,0.00125,,0.005
0.342,2.5,,-1.25,,,0.005
0.353,,,,0.00125,,0.005
0.363,1.25,,-1.25,0.0025,,0.0025
0.373,,0.00125,-1.25,,,0.0025
0.383,1.25,,-1.25,,,0.0025
0.393,2.5,,,,,0.0025
0.403,-1.25,,,,,0.0025
0.413,1.25,,-1.25,,,0.0025
0.423,1.25,,-1.25,,,0.0025
0.434,,,1.25,,,0.0025
0.444,1.25,0.00125,,,,0.0025
0.454,1.25,,-1.25,,,0.0025
0.464,1.25,,-1.25,0.0025,,0.00375
0.474,,0.00125,,0.00125,,0.00375
0.484,,0.00125,-1.25,0.0025,,0.00375
0.495,,0.00125,,,,0.00375
0.505,1.25,0.00125,,,,0.00375
0.516,1.25,0.00125,,,-1.25,
0.528,1.25,,,0.005,-1.25,
0.538,1.25,,,,-1.25,
0.548,-1.25,0.00125,,,-1.25,
0.559,,0.00125,,,-1.25,
0.569,1.25,,-1.25,,,
0.579,1.25,0.00125,,0.00375,,
0.589,,0.00125,1.25,,,
0.600,,0.0025,-1.25,,,
0.610,1.25,0.00125,-2.5,0.005,,
0.621,1.25,,1.25,,,0.00125
0.631,2.5,0.00125,-2.5,0.0025,,0.00125
0.641,1.25,0.00125,1.25,,,0.00125
0.651,1.25,0.0025,,0.00125,,0.00125
0.662,1.25,,,,-1.25,0.005
0.672,1.25,0.00125,-1.25,,-1.25,0.005
0.682,-1.25,,,,-1.25,0.005
0.692,,0.0025,1.25,0.00125,-1.25,0.005
0.703,1.25,,-1.25,,-1.25,0.005
0.713,1.25,0.00125,,0.00125,,0.0025
0.723,-1.25,0.00125,,,,0.0025
0.733,1.25,,,0.00375,,0.0025
0.744,1.25,0.00125,-2.5,,,0.0025
0.754,,,-1.25,,,0.0025
0.764,1.25,0.00125,1.25,0.0025,-1.25,0.0025
0.778,1.25,0.00125,,0.00125,-1.25,0.0025
0.788,,0.00125,,0.0025,-1.25,0.0025
0.798,1.25,,,0.0025,-1.25,0.0025
0.808,1.25,,,0.00375,-1.25,0.0025
0.819,2.5,,-1.25,,-1.25,0.00375
0.829,1.25,0.00125,,0.00125,-1.25,0.00375
0.839,,0.00125,-1.25,,-1.25,0.00375
0.849,1.25,,,,-1.25,0.00375
0.860,1.25,,,0.00625,,0.005
0.870,1.25,0.00125,,0.005,,0.005
0.881,1.25,0.00125,-1.25,0.00125,,0.005
0.892,,,,0.0025,,0.005
0.902,1.25,,,,,0.005
0.912,1.25,,1.25,0.00375,,0.0025
0.922,1.25,0.00125,-1.25,,,0.0025
0.932,1.25,,,0.0025,,0.0025
0.943,,0.00125,-2.5,,,0.0025
0.953,-1.25,,,0.00125,,0.0025
0.963,1.25,,-1.25,0.00125,,
0.973,1.25,0.00125,,0.00125,,
0.984,,0.00125,,0.00125,,
0.994,1.25,,,0.00375,,
1.005,1.25,0.00125,,0.00125,,
1.015,1.25,0.00125,1.25,,-1.25,0.0025
1.025,1.25,0.00125,1.25,,-1.25,0.0025
1.035,,0.00125,,,-1.25,0.0025
1.046,1.25,0.00125,-2.5,0.005,-1.25,0.0025
1.056,-1.25,0.00125,-1.25,,-1.25,0.0025
1.066,,0.00125,-1.25,0.00125,-1.25,0.00375
1.076,1.25,,,,-1.25,0.00375
1.086,,,,0.0025,-1.25,0.00375
1.096,,0.00125,1.25,0.00375,-1.25,0.00375
1.107,1.25,0.00125,-1.25,0.00125,-1.25,0.00375
1.117,1.25,0.00125,1.25,,-1.25,0.0025
1.127,1.25,,-1.25,,-1.25,0.0025
1.137,,,,0.00125,-1.25,0.0025
1.147,,,,0.0025,-1.25,0.0025
1.157,1.25,0.00125,-1.25,0.00125,-1.25,0.0025
1.167,1.25,,-2.5,0.00125,,0.005
1.177,,0.00125,-1.25,0.00375,,0.005
1.187,1.25,,,,,0.005
1.198,1.25,,,0.0025,,0.005
1.208,1.25,,,,,0.005
1.218,,,,,,0.00375
1.228,1.25,0.00125,-2.5,0.00125,,0.00375
1.238,-1.25,,,,,0.00375
1.248,-1.25,,-1.25,0.0025,,0.00375
1.258,-1.25,,,,,0.00375
1.268,,,,0.00125,-1.25,0.00125
1.279,1.25,,-1.25,,-1.25,0.00125
1.289,1.25,0.0025,,,-1.25,0.00125
1.299,,0.00125,-1.25,0.00125,-1.25,0.00125
1.309,,0.00125,,,-1.25,0.00125
1.319,-1.25,,,,,0.0025
1.329,1.25,,-1.25,0.0025,,0.0025
1.339,,,,,,0.0025
1.349,1.25,0.00125,,0.00375,,0.0025
1.360,1.25,0.00125,-2.5,,,0.0025
1.370,,0.00125,-1.25,,,0.0025
1.380,,,,0.00125,,0.0025
1.390,,,,0.00125,,0.0025
1.400,1.25,,,0.0025,,0.0025
1.410,1.25,,,,-2.5,0.00375
1.420,,0.00125,-1.25,,-2.5,0.00375
1.430,,,,0.00375,-2.5,0.00375
1.441,1.25,0.00125,,,-2.5,0.00375
1.451,,,,0.00375,-2.5,0.00375
1.461,,,,0.00125,,0.005
1.471,,,,0.0025,,0.005
1.481,1.25,0.00125,,0.0025,,0.005
1.491,1.25,0.00125,,,,0.005
1.501,1.25,0.00125,-1.25,0.0025,,0.005
1.512,,0.00125,,,,0.00375
1.522,,0.00125,,,,0.00375
1.532,1.25,,-1.25,0.00125,,0.00375
1.542,1.25,0.00125,-2.5,,,0.00375
1.552,1.25,0.00125,1.25,0.0025,,0.00375
1.562,,0.00125,,,,0.0025
1.572,1.25,0.0025,-1.25,,,0.0025
1.582,1.25,,,0.0025,,0.0025
1.593,1.25,,,,,0.0025
1.603,2.5,,,0.00375,,0.0025
1.613,,,,,-1.25,0.0025
1.623,,0.00125,-1.25,0.0025,-1.25,0.0025
1.633,1.25,0.00125,,0.00125,-1.25,0.0025
1.643,2.5,0.00125,,,-1.25,0.0025
1.653,,,,,-1.25,0.0025
1.663,,,-1.25,0.0025,,0.005
1.674,,,,,,0.005
1.684,,,,0.00375,,0.005
1.694,1.25,0.00125,-1.25,,,0.005
1.704,,0.00125,,0.0025,,0.005
1.714,,0.00125,1.25,,,0.005
1.724,1.25,,,0.00375,,0.005
1.735,,,,,,0.005
1.745,1.25,0.00125,-1.25,0.0025,,0.005
1.755,1.25,0.00125,,,,0.005
1.765,-1.25,0.00125,,,,0.0025
1.775,,,-1.25,0.0025,,0.0025
1.785,,,,,,0.0025
1.795,,,,,,0.0025
1.805,1.25,0.00125,-1.25,0.00125,,0.0025
1.815,1.25,0.0025,,,1.25,0.0025
1.826,1.25,0.00125,,,1.25,0.0025
1.836,-1.25,,,,1.25,0.0025
1.846,,0.00125,,,1.25,0.0025
1.856,1.25,,,,1.25,0.0025
1.866,,0.00125,,,,0.0025
1.876,1.25,0.00125,1.25,0.00125,,0.0025
1.886,,,-1.25,,,0.0025
1.896,,,-1.25,0.0025,,0.0025
1.907,,,,0.005,,0.0025
1.917,1.25,0.00125,,,,0.00125
1.927,-1.25,,,0.00125,,0.00125
1.937,1.25,,-1.25,,,0.00125
1.947,1.25,0.00125,,,,0.00125
1.957,1.25,0.00125,-1.25,0.0025,,0.00125
1.967,,,-1.25,,,0.005
1.978,,0.00125,-1.25,,,0.005
1.988,,0.00125,,,,0.005
1.998,1.25,,-1.25,,,0.005
2.008,1.25,0.00125,-1.25,0.0025,,0.005
2.018,,0.0025,-2.5,,-1.25,0.005
2.028,1.25,0.00125,,0.00125,-1.25,0.005
2.039,1.25,0.00125,,0.00125,-1.25,0.005
2.049,,0.00125,-1.25,,-1.25,0.005
2.059,1.25,0.00125,-1.25,0.0025,-1.25,0.005
2.069,,,-1.25,,,0.00375
2.079,1.25,,-1.25,0.0025,,0.00375
2.090,,0.00125,-1.25,0.00125,,0.00375
2.100,,0.00125,-1.25,,,0.00375
2.110,1.25,0.00125,-1.25,0.00625,,0.00375
2.120,,0.00125,,,,0.00125
2.130,1.25,0.00125,-1.25,0.0025,,0.00125
2.140,1.25,0.00125,-1.25,,,0.00125
2.150,,0.00125,-2.5,,,0.00125
