elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,10.29,910.00,0.00,1785.00,5.10
0.054,0.00,10.25,263.75,0.00,31.25,5.21
0.089,0.00,9.59,103.75,0.00,31.25,5.21
0.119,1.25,10.17,898.75,0.00,30.00,5.21
0.145,0.00,10.27,661.25,0.43,31.25,5.21
0.177,2.50,9.87,746.25,0.00,31.25,5.21
0.198,2.50,10.24,537.50,1.01,32.50,5.21
0.220,-1.25,10.00,391.25,0.00,31.25,5.20
0.240,0.00,11.65,668.75,0.00,25.00,5.21
0.261,1.25,10.10,802.50,0.00,25.00,5.21
0.281,0.00,9.73,738.75,0.10,32.50,5.02
0.300,0.00,10.24,90.00,0.00,30.00,4.92
0.320,0.00,9.85,788.75,0.00,31.25,5.21
0.339,2.50,11.43,677.50,0.00,31.25,5.21
0.359,2.50,10.01,831.25,0.00,32.50,5.21
0.380,1.25,10.33,575.00,0.00,31.25,5.21
0.399,0.00,10.21,825.00,0.00,31.25,5.21
0.419,1.25,9.70,527.50,0.00,33.75,5.21
0.438,2.50,11.52,675.00,0.00,31.25,5.21
0.458,1.25,9.85,826.25,0.00,31.25,5.21
0.478,-1.25,10.31,37.50,0.00,32.50,5.21
0.497,0.00,10.12,896.25,0.00,31.25,5.21
0.517,-1.25,9.60,562.50,1.06,30.00,5.21
0.536,1.25,10.59,-10.00,0.00,31.25,5.21
0.556,1.25,9.89,890.00,0.00,32.50,5.21
0.578,-1.25,10.25,391.25,0.00,30.00,5.21
0.598,1.25,9.88,836.25,0.00,32.50,5.21
0.620,1.25,11.06,687.50,0.00,25.00,5.21
0.641,0.00,9.99,810.00,0.00,25.00,5.21
0.662,0.00,10.86,182.50,0.00,25.00,5.21
0.682,-3.75,10.12,871.25,0.00,25.00,5.21
0.702,0.00,9.64,737.50,0.00,27.50,5.21
0.723,1.25,11.60,692.50,0.00,30.00,5.21
0.743,0.00,9.79,832.50,0.00,27.50,5.21
0.762,0.00,10.63,677.50,0.00,28.75,5.21
0.781,1.25,10.14,905.00,0.00,27.50,5.21
0.801,2.50,10.30,100.00,0.00,30.00,5.21
0.820,-1.25,10.47,902.50,0.00,32.50,5.21
0.840,2.50,9.69,892.50,0.00,31.25,5.21
0.859,1.25,10.35,612.50,0.00,30.00,5.21
0.879,1.25,9.98,895.00,0.00,31.25,5.21
0.899,1.25,11.11,431.25,1.03,31.25,5.21
0.918,7.50,10.11,837.50,0.00,32.50,5.21
0.938,0.00,9.65,748.75,0.00,30.00,5.21
0.957,18.75,10.23,498.75,0.00,31.25,5.21
0.977,1.25,9.82,845.00,0.00,31.25,5.21
0.996,0.00,10.31,680.00,0.00,31.25,5.21
1.016,1.25,10.01,795.00,0.00,31.25,5.21
1.036,1.25,10.64,106.25,0.00,31.25,5.21
1.056,0.00,11.65,901.25,0.00,31.25,5.21
1.075,1.25,9.70,811.25,0.00,31.25,5.21
1.095,1.25,10.30,46.25,0.00,31.25,5.21
1.115,1.25,9.99,878.75,0.00,32.50,5.21
1.135,0.00,10.33,93.75,0.00,32.50,5.21
1.155,0.00,10.22,897.50,0.00,30.00,5.21
1.174,1.25,9.59,601.25,0.59,31.25,5.21
1.194,-1.25,10.31,521.25,0.00,31.25,5.21
1.213,0.00,9.82,893.75,0.00,32.50,5.21
1.233,27.50,10.24,92.50,1.08,31.25,5.21
1.252,0.00,9.96,736.25,0.00,31.25,5.21
1.272,-1.25,11.36,677.50,0.00,31.25,5.21
1.293,7.50,10.13,398.75,0.00,31.25,5.21
1.313,3.75,9.67,892.50,0.00,32.50,5.21
1.332,6.25,10.24,822.50,0.00,31.25,5.21
1.360,0.00,9.64,801.25,0.00,30.00,5.21
1.380,2.50,11.18,673.75,0.00,32.50,5.21
1.401,0.00,9.73,641.25,0.00,31.25,5.21
1.435,0.00,10.12,482.50,0.00,30.00,5.21
1.455,0.00,9.74,671.25,0.00,31.25,5.21
1.475,-8.75,10.23,828.75,0.00,30.00,5.21
1.495,0.00,9.77,892.50,0.00,31.25,5.21
1.515,1.25,10.25,233.75,0.27,30.00,5.21
1.535,2.50,9.95,821.25,0.00,31.25,5.21
1.555,0.00,11.47,551.25,1.54,30.00,5.21
1.576,1.25,10.13,656.25,0.00,30.00,5.21
1.596,0.00,9.72,595.00,0.03,31.25,5.21
1.616,0.00,10.25,612.50,0.00,31.25,5.21
1.636,1.25,9.80,645.00,0.00,32.50,5.21
1.656,-7.50,10.24,531.25,0.60,31.25,5.21
1.679,0.00,9.88,897.50,0.00,31.25,5.21
1.699,-8.75,10.24,631.25,1.50,31.25,5.21
1.718,1.25,10.03,738.75,0.00,33.75,5.21
1.738,0.00,9.60,657.50,0.00,31.25,5.21
1.757,0.00,10.24,637.50,0.00,32.50,5.21
1.778,0.00,9.78,745.00,0.00,31.25,5.21
1.797,1.25,11.74,690.00,0.07,31.25,5.21
1.817,0.00,9.89,460.00,0.00,31.25,5.21
1.838,0.00,11.69,672.50,0.00,30.00,5.21
1.858,0.00,10.10,822.50,0.00,31.25,5.21
1.878,1.25,9.62,706.25,0.00,32.50,5.21
1.898,-7.50,10.24,786.25,0.00,31.25,5.21
1.924,2.50,9.57,1.25,0.00,33.75,5.21
1.948,1.25,10.70,902.50,0.00,31.25,5.21
1.968,1.25,9.70,841.25,0.00,31.25,5.21
1.987,0.00,11.87,666.25,0.00,31.25,5.21
2.007,0.00,10.06,811.25,0.00,30.00,5.21
2.026,7.50,10.25,602.50,0.00,32.50,5.21
2.046,0.00,10.10,906.25,0.00,31.25,5.21
2.065,0.00,9.59,70.00,0.00,32.50,5.21
2.085,0.00,10.44,137.50,0.00,32.50,5.21
2.104,1.25,9.83,888.75,0.00,31.25,5.21
2.123,1.25,10.25,531.25,0.00,25.00,5.21
2.143,0.00,10.00,577.50,0.00,28.75,5.21
2.164,1.25,11.64,613.75,1.72,31.25,5.21
2.184,32.50,10.17,710.00,0.00,31.25,5.21
2.204,1.25,9.68,566.25,0.00,32.50,5.21
2.224,12.50,10.23,600.00,0.00,31.25,5.21
2.244,0.00,9.84,726.25,0.00,32.50,5.21
2.263,1.25,11.30,676.25,0.09,25.00,5.21
2.283,0.00,10.00,865.00,0.00,26.25,5.21
2.303,1.25,10.68,667.50,0.00,28.75,5.21
