elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,1.25,12.53,58.75,0.00,31.25,5.21
0.054,0.00,12.01,698.75,2.44,27.50,5.21
0.107,0.00,12.01,733.75,0.00,-30.00,5.21
0.148,0.00,12.02,-61.25,3.40,27.50,5.21
0.188,1.25,13.87,503.75,0.00,31.25,5.21
0.226,8.75,12.05,698.75,0.00,22.50,5.21
0.263,-2.50,12.74,623.75,0.00,31.25,5.21
0.300,1.25,12.01,22.50,2.59,32.50,5.21
0.338,0.00,12.58,335.00,0.00,32.50,5.21
0.376,0.00,12.00,710.00,0.74,32.50,5.21
0.413,1.25,13.07,655.00,0.00,32.50,5.21
0.448,0.00,12.01,638.75,0.00,176.25,5.21
0.485,3.75,12.01,725.00,0.00,32.50,5.21
0.522,0.00,13.32,60.00,0.00,33.75,5.10
0.559,1.25,12.02,732.50,0.00,32.50,5.06
0.598,1.25,12.01,547.50,0.20,32.50,5.21
0.636,0.00,12.08,742.50,0.00,31.25,5.21
0.674,1.25,12.02,32.50,0.00,31.25,5.21
0.712,1.25,13.22,551.25,0.00,31.25,5.21
0.750,-1.25,12.01,612.50,0.53,31.25,5.21
0.787,1.25,12.68,752.50,0.00,27.50,5.21
0.825,1.25,12.01,-3.75,0.00,27.50,5.21
0.865,1.25,12.06,730.00,0.00,31.25,5.21
0.911,1.25,13.52,633.75,0.00,32.50,5.21
0.951,1.25,12.15,718.75,0.00,31.25,5.21
0.989,0.00,12.78,105.00,0.00,31.25,5.21
1.026,0.00,12.01,725.00,4.00,31.25,5.21
1.064,0.00,12.01,542.50,0.00,26.25,5.21
1.103,0.00,12.10,145.00,0.00,23.75,5.21
1.143,2.50,12.02,752.50,3.85,31.25,5.21
1.180,-1.25,13.99,552.50,0.00,31.25,5.21
1.217,2.50,12.15,536.25,0.00,31.25,5.21
1.255,0.00,12.40,40.00,0.00,30.00,5.21
1.292,1.25,12.01,-25.00,3.23,32.50,5.21
1.333,0.00,12.01,546.25,0.48,30.00,5.21
1.371,13.75,12.98,38.75,0.00,30.00,5.21
1.408,2.50,12.02,-33.75,0.00,882.50,5.21
1.444,0.00,12.68,736.25,0.00,31.25,5.20
1.481,-1.25,13.61,251.25,0.00,31.25,4.97
1.519,7.50,12.11,693.75,0.00,30.00,5.21
1.556,0.00,13.99,85.00,0.00,31.25,5.21
1.593,15.00,12.13,720.00,0.00,31.25,5.21
1.633,1.25,12.01,695.00,1.68,30.00,5.21
1.671,1.25,12.71,42.50,0.00,2862.50,4.61
1.710,1.25,12.02,768.75,0.29,1622.50,5.21
1.748,1.25,12.81,172.50,0.00,2905.00,5.21
1.785,-5.00,12.04,735.00,0.00,25.00,5.20
1.823,1.25,13.90,73.75,0.00,31.25,5.25
1.860,-1.25,12.04,733.75,0.00,30.00,5.21
1.897,3.75,14.02,610.00,0.00,31.25,5.21
1.934,1.25,12.16,751.25,3.81,32.50,5.21
1.972,1.25,12.78,92.50,0.00,31.25,5.21
2.010,1.25,12.01,718.75,0.00,841.25,5.21
2.046,1.25,13.22,610.00,0.00,26.25,5.21
2.084,1.25,12.01,18.75,2.41,31.25,5.21
2.121,0.00,13.25,36.25,0.00,30.00,5.21
2.160,-3.75,12.02,743.75,0.00,32.50,5.21
2.197,1.25,13.91,615.00,0.00,31.25,5.21
2.235,16.25,12.12,321.25,0.00,31.25,4.50
2.279,4706.25,12.10,596.25,0.00,691.25,5.02
2.317,4943.75,10.99,-235.00,0.06,165.00,5.21
2.355,5062.50,12.01,441.25,0.00,30.00,5.21
2.393,4640.00,10.99,507.50,0.90,27.50,5.21
2.429,4085.00,11.70,515.00,0.00,662.50,5.21
2.466,4605.00,11.00,940.00,0.00,1641.25,4.76
2.506,1.25,14.03,73.75,0.00,571.25,5.21
