elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,1.25,9.93,566.25,0.00,0.00,1.35
0.065,0.00,9.95,733.75,0.80,0.00,1.33
0.109,0.00,9.84,882.50,0.00,0.00,1.31
0.162,1.25,9.77,873.75,0.00,-1.25,1.36
0.200,-1.25,9.96,398.75,0.00,0.00,1.32
0.276,2.50,10.19,670.00,0.00,0.00,1.32
0.346,1.25,9.79,887.50,0.00,-1.25,1.30
0.393,1.25,9.93,880.00,0.00,0.00,1.32
0.434,0.00,10.16,417.50,0.00,-1.25,1.31
0.474,-122.50,11.75,400.00,0.00,-1.25,1.31
0.512,2.50,10.21,660.00,0.00,0.00,1.32
0.552,0.00,9.59,160.00,0.12,-2.50,1.32
0.590,-1.25,9.87,748.75,0.00,1.25,1.32
0.629,2.50,10.06,872.50,0.00,-1.25,1.33
0.667,0.00,10.17,226.25,0.00,0.00,1.34
0.705,0.00,10.26,692.50,0.00,0.00,1.35
0.743,-1.25,9.60,608.75,0.00,-1.25,1.36
0.781,0.00,9.87,865.00,0.00,-1.25,1.37
0.819,0.00,10.15,512.50,0.00,-2.50,1.39
0.857,2.50,11.25,47.50,0.00,-1.25,1.37
0.900,1.25,10.48,-71.25,0.08,-1.25,1.38
0.939,1.25,10.72,443.75,0.00,0.00,1.39
0.978,1.25,9.72,710.00,0.00,0.00,1.35
1.016,-1.25,10.11,793.75,0.00,0.00,1.38
1.054,-2.50,10.21,896.25,0.00,-1.25,1.31
1.092,1.25,10.16,26.25,0.00,-1.25,1.31
1.134,2.50,10.16,687.50,2.70,0.00,1.39
1.176,0.00,10.19,663.75,0.00,0.00,1.33
1.226,-1.25,9.52,65.00,0.00,-1.25,1.34
1.264,1.25,9.79,740.00,0.00,-1.25,1.34
1.304,0.00,9.93,802.50,0.00,-1.25,1.33
1.349,3.75,10.14,747.50,0.00,0.00,1.31
1.392,2.50,10.09,883.75,0.00,0.00,1.39
1.436,0.00,10.28,891.25,0.00,1.25,1.40
1.477,1.25,10.16,665.00,0.00,0.00,1.32
1.515,0.00,10.00,566.25,0.00,1.25,1.31
1.553,0.00,9.74,610.00,1.01,0.00,1.31
1.591,0.00,10.06,778.75,0.00,-1.25,1.33
1.628,1.25,10.17,885.00,0.00,-1.25,1.34
1.666,1.25,11.79,571.25,0.00,0.00,1.35
1.704,1.25,9.56,322.50,0.00,-1.25,1.36
1.742,0.00,9.95,605.00,0.00,0.00,1.36
1.781,1.25,10.07,825.00,0.00,-1.25,1.36
1.821,15.00,10.28,901.25,0.00,-1.25,1.38
1.860,1.25,10.18,72.50,0.00,1.25,1.39
1.897,1.25,9.53,555.00,0.00,0.00,1.38
1.938,-1.25,9.67,890.00,0.00,0.00,1.39
1.977,-1.25,9.89,613.75,0.00,0.00,1.30
2.014,10.00,10.89,830.00,0.00,0.00,1.31
2.051,1.25,10.17,523.75,0.00,-1.25,1.32
2.089,2.50,9.54,678.75,0.00,0.00,1.33
2.126,1.25,9.82,530.00,0.00,-1.25,1.34
2.165,1.25,10.02,771.25,0.00,0.00,1.34
2.204,1.25,10.26,898.75,0.00,0.00,1.35
2.243,2.50,10.17,112.50,0.00,-1.25,1.37
2.280,1.25,9.76,530.00,0.00,1.25,1.38
2.318,0.00,9.73,768.75,0.40,0.00,1.39
2.356,-2.50,10.02,811.25,0.00,0.00,1.31
2.395,1.25,10.16,886.25,0.00,0.00,1.31
