Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.019,2.5,10.125,0.0,9.065,-1.25,0.0
0.032,0.0,10.12125,1.25,8.5975,-1.25,0.0
0.042,0.0,10.11125,198.75,8.6225,-1.25,0.0
0.052,0.0,10.11125,198.75,8.6225,-1.25,0.0
0.063,0.0,10.11625,3218.75,8.3425,0.0,0.00125
0.073,1.25,10.12625,3391.25,8.32625,0.0,0.00125
0.084,0.0,10.1275,3397.5,8.338750000000001,0.0,0.00125
0.094,0.0,10.120000000000001,3401.25,8.3125,0.0,0.00125
0.104,0.0,10.11875,3392.5,8.32625,0.0,0.00125
0.114,0.0,10.12375,3270.0,8.446250000000001,0.0,0.0
0.125,1.25,10.1225,0.0,9.09,0.0,0.0
0.135,1.25,10.11375,0.0,9.09,0.0,0.0
0.145,0.0,10.12375,0.0,9.0975,0.0,0.0
0.156,0.0,10.12375,-160.0,9.075000000000001,0.0,0.0
0.166,0.0,10.12125,1.25,8.83,0.0,0.00125
0.176,0.0,10.120000000000001,-1.25,9.06625,0.0,0.00125
0.186,1.25,10.11875,-1.25,9.075000000000001,0.0,0.00125
0.197,0.0,10.12625,0.0,8.85375,0.0,0.00125
0.207,1.25,10.1225,0.0,8.5875,0.0,0.00125
0.217,1.25,10.1225,0.0,8.5875,0.0,0.005
0.227,0.0,10.12125,-1.25,9.0725,0.0,0.005
0.238,-1.25,10.1225,0.0,8.790000000000001,0.0,0.005
0.248,2.5,10.12375,-3.75,8.5825,0.0,0.005
0.258,1.25,10.1175,-2.5,9.09125,0.0,0.005
0.269,0.0,10.120000000000001,-2.5,9.09125,-1.25,0.00375
0.279,-1.25,10.12375,1.25,8.793750000000001,-1.25,0.00375
0.289,1.25,10.120000000000001,-1.25,8.585,-1.25,0.00375
0.300,-1.25,10.1225,-2.5,9.088750000000001,-1.25,0.00375
0.310,0.0,10.1225,0.0,9.01,-1.25,0.00375
0.320,1.25,10.1225,0.0,9.01,0.0,0.005
0.331,2.5,10.11875,0.0,8.571250000000001,0.0,0.005
0.341,1.25,10.12375,-1.25,9.08625,0.0,0.005
0.351,1.25,10.120000000000001,2.5,9.06875,0.0,0.005
0.362,1.25,10.1225,1.25,8.78375,0.0,0.005
0.372,0.0,10.120000000000001,0.0,8.5725,0.0,0.00375
0.382,1.25,10.11375,0.0,9.085,0.0,0.00375
0.392,0.0,10.12375,-2.5,9.08,0.0,0.00375
0.403,0.0,10.12125,0.0,8.805,0.0,0.00375
0.413,2.5,10.12375,1.25,8.54125,0.0,0.00375
0.423,0.0,10.12375,-6.25,9.09125,-1.25,0.00625
0.433,0.0,10.12125,-2.5,9.012500000000001,-1.25,0.00625
0.444,0.0,10.11875,-1.25,8.795,-1.25,0.00625
0.454,1.25,10.12875,-1.25,8.535,-1.25,0.00625
0.464,0.0,10.1175,-1.25,8.535,-1.25,0.00625
0.474,0.0,10.1175,-2.5,9.08375,0.0,0.0
0.485,1.25,10.120000000000001,0.0,8.84625,0.0,0.0
0.495,0.0,10.12125,0.0,8.5825,0.0,0.0
0.505,1.25,10.1225,-1.25,9.08375,0.0,0.0
0.516,1.25,10.1225,0.0,9.10875,0.0,0.00375
0.526,0.0,10.11875,0.0,8.8425,0.0,0.00375
0.536,1.25,10.11875,-2.5,8.6325,0.0,0.00375
0.546,0.0,10.11875,3.75,9.0875,0.0,0.00375
0.557,-1.25,10.1225,3.75,9.0875,0.0,0.00375
0.567,0.0,10.12125,0.0,8.8425,1.25,0.0025
0.578,1.25,10.125,-3.75,9.1,1.25,0.0025
0.588,0.0,10.125,-3.75,9.0825,1.25,0.0025
0.598,0.0,10.12875,-5.0,8.90375,1.25,0.0025
0.609,-1.25,10.12625,-1.25,8.685,1.25,0.0025
0.619,2.5,10.1225,0.0,8.47375,0.0,0.0
0.629,0.0,10.115,-3.75,9.08,0.0,0.0
0.640,1.25,10.1175,0.0,8.96125,0.0,0.0
0.650,-1.25,10.12375,0.0,8.6925,0.0,0.0
0.660,1.25,10.12375,-1.25,9.08125,0.0,0.0
0.670,0.0,10.11875,0.0,9.09125,0.0,0.00375
0.681,0.0,10.120000000000001,-1.25,8.97375,0.0,0.00375
0.691,1.25,10.12125,0.0,8.70375,0.0,0.00375
0.701,1.25,10.1175,0.0,9.0925,0.0,0.00375
0.712,0.0,10.125,-1.25,9.055,-1.25,0.00125
0.722,1.25,10.12625,0.0,8.9175,-1.25,0.00125
0.732,0.0,10.11625,0.0,8.651250000000001,-1.25,0.00125
0.743,1.25,10.125,-2.5,9.135,-1.25,0.00125
0.753,0.0,10.11875,-2.5,9.08,-1.25,0.00125
0.763,2.5,10.11875,-1.25,8.87125,-1.25,0.00125
0.774,1.25,10.120000000000001,-1.25,8.6,1.25,0.00375
0.784,1.25,10.11625,1.25,9.09375,1.25,0.00375
0.794,1.25,10.120000000000001,-1.25,9.088750000000001,1.25,0.00375
0.804,-1.25,10.11625,-1.25,8.8625,1.25,0.00375
0.815,-1.25,10.125,0.0,8.54125,1.25,0.00375
0.825,0.0,10.11875,-2.5,9.06125,-1.25,0.0025
0.835,1.25,10.1175,-7.5,9.07875,-1.25,0.0025
0.846,0.0,10.1225,-1.25,8.856250000000001,-1.25,0.0025
0.856,0.0,10.12125,1.25,8.6425,-1.25,0.0025
0.866,0.0,10.125,-2.5,9.0925,-1.25,0.0025
0.877,0.0,10.12375,-2.5,9.08125,-1.25,0.0025
0.887,0.0,10.120000000000001,0.0,8.86625,-1.25,0.0025
0.897,1.25,10.120000000000001,0.0,8.6475,-1.25,0.0025
0.908,-1.25,10.12375,-1.25,9.0875,-1.25,0.0025
0.918,-1.25,10.12625,-7.5,9.03125,-1.25,0.00125
0.928,0.0,10.12375,-1.25,8.81375,-1.25,0.00125
0.938,0.0,10.120000000000001,0.0,8.651250000000001,-1.25,0.00125
0.949,0.0,10.120000000000001,-1.25,9.12125,-1.25,0.00125
0.959,1.25,10.1225,-1.25,9.088750000000001,-1.25,0.00125
0.969,1.25,10.12625,0.0,8.700000000000001,-1.25,0.0025
0.980,0.0,10.12375,-1.25,8.53875,-1.25,0.0025
0.990,0.0,10.1225,1.25,9.0875,-1.25,0.0025
1.000,0.0,10.1225,3.75,9.08125,-1.25,0.0025
1.011,1.25,10.125,-3.75,8.47375,-1.25,0.0025
1.021,2.5,10.12375,1067.5,0.0,0.0,0.00375
1.031,1.25,10.125,1142.5,8.68875,0.0,0.00375
1.042,2.5,10.11875,3207.5,8.38,0.0,0.00375
1.052,2.5,10.11875,3345.0,8.34,0.0,0.00375
1.062,0.0,10.12125,3373.75,8.335,0.0,0.00375
1.073,2.5,10.1225,3373.75,8.335,-1.25,0.0
1.083,2.5,10.11375,2901.25,8.33125,-1.25,0.0
1.093,0.0,9.9425,3470.0,8.17375,-1.25,0.0
1.104,3211.25,9.32375,3440.0,8.36375,-1.25,0.0
1.114,3718.75,9.26,3440.0,8.36375,-1.25,0.00375
1.124,3350.0,9.25,1593.75,9.1125,-1.25,0.00375
1.135,3995.0,9.17875,0.0,9.1275,-1.25,0.00375
1.145,4128.75,9.14375,0.0,8.78625,-1.25,0.00375
1.155,4132.5,9.13125,-3.75,8.99,-1.25,0.00375
1.166,4177.5,9.13125,-3.75,8.99,-2.5,0.005
1.176,4178.75,9.14,1.25,9.13125,-2.5,0.005
1.186,4163.75,9.14375,-2.5,9.03375,-2.5,0.005
1.196,4162.5,9.1325,-3.75,8.89,-2.5,0.005
1.207,4180.0,9.137500000000001,-2.5,9.01875,-2.5,0.005
1.217,4188.75,9.15,-2.5,9.01875,1.25,0.005
1.228,4158.75,9.13125,-1.25,8.3975,1.25,0.005
1.238,4125.0,9.133750000000001,-1.25,8.735,1.25,0.005
1.248,4182.5,9.13125,-2.5,9.095,1.25,0.005
1.258,4182.5,9.13125,3.75,8.92875,1.25,0.005
1.268,4173.75,9.1425,0.0,8.7325,1.25,0.0025
1.279,4043.75,9.135,-7.5,9.13125,1.25,0.0025
1.289,4173.75,9.13125,-1.25,8.9675,1.25,0.0025
1.299,4183.75,9.1425,-147.5,8.84625,1.25,0.0025
1.310,4183.75,9.1425,2.5,9.11875,1.25,0.0025
1.320,4167.5,9.13125,0.0,8.98,1.25,0.005
1.330,4175.0,9.14,-5.0,8.68,1.25,0.005
1.340,4172.5,9.13125,-1.25,9.03125,1.25,0.005
1.351,4180.0,9.135,-5.0,9.0675,1.25,0.005
1.361,4180.0,9.135,-13.75,8.91125,1.25,0.005
1.372,4090.0,9.13625,1.25,8.9675,-1.25,0.005
1.383,4105.0,9.13875,-2.5,8.6625,-1.25,0.005
1.393,4187.5,9.14,-31.25,9.03625,-1.25,0.005
1.403,4173.75,9.14125,18.75,8.8275,-1.25,0.005
1.413,4160.0,9.1275,-1.25,9.09625,-1.25,0.005
1.424,4171.25,9.14,-1.25,8.9425,-1.25,0.00375
1.434,4183.75,9.1425,-3.75,8.9175,-1.25,0.00375
1.444,4173.75,9.14,-5.0,9.0725,-1.25,0.00375
1.454,4172.5,9.1275,-1.25,9.040000000000001,-1.25,0.00375
1.465,4172.5,9.1275,0.0,8.901250000000001,-1.25,0.00375
1.475,4162.5,10.14375,0.0,8.901250000000001,0.0,0.0
1.485,2.5,10.12125,-1.25,9.1075,0.0,0.0
1.496,1.25,10.11875,0.0,8.94125,0.0,0.0
1.506,1.25,10.12125,3.75,9.12875,0.0,0.0
1.516,0.0,10.12625,3.75,9.12875,0.0,0.0
1.526,0.0,10.12375,-1.25,8.96125,0.0,0.005
1.537,1.25,10.11875,0.0,9.1225,0.0,0.005
1.547,0.0,10.125,-2.5,9.06,0.0,0.005
1.557,0.0,10.120000000000001,-3.75,8.9275,0.0,0.005
1.567,2.5,10.1225,0.0,8.77875,-1.25,0.0025
