elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,-1.25,9.79,660.00,0.00,32.50,5.21
0.059,1.25,10.80,85.00,0.00,30.00,4.98
0.118,0.00,10.90,565.00,0.00,31.25,5.21
0.176,1.25,10.06,850.00,0.00,31.25,5.21
0.232,1.25,9.79,848.75,0.07,30.00,5.21
0.289,0.00,9.58,602.50,0.00,25.00,5.21
0.345,6.25,10.26,815.00,0.00,25.00,5.21
0.406,1.25,10.13,836.25,0.00,32.50,5.21
0.463,0.00,10.04,895.00,0.00,31.25,5.21
0.520,1.25,9.63,661.25,0.00,31.25,5.21
0.577,1.25,11.18,27.50,0.00,30.00,5.21
0.637,5.00,10.93,897.50,0.00,31.25,5.21
0.694,-5.00,10.12,892.50,0.00,32.50,5.21
0.752,0.00,9.79,607.50,0.00,1487.50,4.90
0.813,2605.00,9.43,448.75,0.00,31.25,5.21
0.871,4468.75,9.33,502.50,0.57,32.50,5.21
0.932,4456.25,9.96,65.00,0.78,33.75,5.21
0.991,4497.50,9.31,56.25,0.62,1160.00,5.21
1.050,4323.75,10.76,618.75,1.14,1042.50,5.21
1.108,-1.25,9.69,78.75,1.25,30.00,5.21
1.164,1.25,10.23,593.75,0.00,30.00,5.21
1.221,1.25,10.23,855.00,0.00,31.25,5.21
1.279,5.00,10.20,895.00,1.37,28.75,5.21
1.343,0.00,9.56,482.50,0.18,32.50,5.21
1.409,-5.00,11.82,895.00,0.00,31.25,5.21
1.470,0.00,9.99,895.00,0.00,31.25,5.21
1.528,2.50,9.82,627.50,0.00,1123.75,4.78
1.589,3762.50,9.49,501.25,0.00,145.00,5.19
1.646,4091.25,9.30,447.50,0.00,33.75,5.22
1.703,4501.25,9.71,21.25,0.00,1290.00,5.21
1.768,4441.25,10.63,38.75,0.00,27.50,5.21
1.827,3880.00,9.71,438.75,0.00,30.00,5.21
1.888,4096.25,9.31,263.75,0.00,30.00,5.21
1.949,4263.75,10.55,636.25,0.00,862.50,5.16
2.012,1.25,9.68,533.75,0.93,30.00,5.21
2.078,-2.50,10.23,896.25,0.00,31.25,4.74
2.139,0.00,10.04,781.25,0.00,31.25,5.21
2.197,0.00,9.77,368.75,0.00,31.25,4.69
2.262,-31.25,9.45,450.00,0.00,32.50,5.03
2.318,4222.50,10.72,395.00,0.00,32.50,5.21
2.377,4375.00,10.36,167.50,0.00,31.25,5.20
2.437,4438.75,9.34,461.25,0.81,31.25,5.20
2.501,4392.50,9.99,51.25,0.00,30.00,5.21
2.561,3753.75,10.56,448.75,0.00,31.25,5.21
2.621,4431.25,9.32,500.00,0.00,32.50,5.21
2.683,4391.25,10.49,480.00,0.46,31.25,5.21
2.751,3966.25,9.34,490.00,0.00,32.50,5.21
2.812,3817.50,9.30,452.50,0.00,30.00,5.21
2.872,4152.50,9.31,485.00,0.00,32.50,5.21
2.930,3842.50,9.28,320.00,0.96,31.25,5.21
2.990,4440.00,9.32,28.75,0.00,31.25,5.21
3.050,4428.75,10.11,461.25,0.00,31.25,5.21
3.112,4067.50,9.29,317.50,0.67,32.50,5.21
3.177,4215.00,9.34,126.25,0.62,32.50,5.21
3.244,4441.25,10.01,441.25,0.00,1495.00,5.21
3.314,3247.50,9.90,135.00,0.00,33.75,5.21
3.375,4477.50,9.60,90.00,0.00,32.50,5.21
3.436,3805.00,10.46,470.00,0.00,32.50,5.21
3.495,4480.00,9.91,463.75,0.00,28.75,5.21
3.553,4312.50,10.72,517.50,0.00,31.25,5.21
3.613,4080.00,9.27,476.25,0.00,32.50,5.21
3.670,4086.25,9.54,465.00,0.00,32.50,5.21
3.728,3982.50,10.19,442.50,0.00,32.50,5.21
3.784,4493.75,9.48,383.75,0.87,32.50,5.21
3.841,4485.00,9.30,487.50,1.09,28.75,5.21
3.900,4465.00,9.96,470.00,0.00,32.50,5.21
3.960,4300.00,10.62,15.00,0.00,31.25,5.21
4.017,4368.75,10.49,52.50,0.00,32.50,5.21
4.075,4482.50,9.32,35.00,1.09,32.50,5.21
4.132,4486.25,9.29,365.00,0.88,32.50,5.21
4.190,4485.00,9.26,480.00,1.11,32.50,5.21
4.246,4488.75,9.80,443.75,0.00,30.00,5.21
4.304,3590.00,9.28,475.00,0.00,1148.75,4.93
4.362,3612.50,10.58,12.50,0.00,32.50,5.06
4.422,4482.50,9.26,480.00,1.17,30.00,5.20
4.481,4483.75,9.34,86.25,1.10,31.25,5.21
4.540,4481.25,9.27,477.50,1.20,31.25,5.21
4.597,4477.50,9.25,453.75,1.06,31.25,5.21
4.655,4452.50,10.09,481.25,0.00,27.50,5.21
4.711,4166.25,10.53,-102.50,0.00,32.50,5.21
4.768,4353.75,10.53,-55.00,0.89,27.50,5.21
4.825,4485.00,9.30,37.50,0.81,28.75,5.21
4.882,4485.00,9.28,383.75,0.06,30.00,5.21
4.940,4472.50,9.51,38.75,0.81,30.00,5.20
4.998,4476.25,9.25,375.00,0.00,30.00,5.21
5.055,3967.50,9.27,472.50,0.02,853.75,5.21
5.113,3548.75,9.25,442.50,0.00,30.00,5.21
5.171,3663.75,9.61,466.25,0.00,1238.75,5.21
5.228,4112.50,10.40,-3.75,0.00,32.50,5.21
5.283,4478.75,9.24,331.25,0.00,31.25,5.21
5.344,16.25,10.20,586.25,0.00,31.25,5.21
5.404,1.25,11.39,671.25,0.00,31.25,5.21
5.462,6.25,10.20,865.00,0.00,31.25,5.24
5.522,0.00,9.93,850.00,0.00,31.25,5.21
5.580,1.25,9.72,615.00,0.10,31.25,5.21
5.642,3.75,11.08,673.75,0.00,31.25,5.21
5.708,2.50,10.04,738.75,0.00,26.25,5.21
5.766,1.25,9.82,781.25,0.07,31.25,5.21
5.823,1.25,9.56,281.25,0.44,1050.00,4.95
5.884,4312.50,9.34,58.75,0.51,31.25,5.21
5.942,4475.00,10.03,90.00,0.63,32.50,5.28
6.001,4466.25,9.49,13.75,0.62,31.25,5.21
6.060,4495.00,10.46,66.25,0.69,31.25,4.89
6.118,4478.75,9.93,12.50,0.83,30.00,5.21
6.175,4476.25,9.71,101.25,0.48,32.50,5.21
6.235,3900.00,10.12,358.75,0.00,791.25,5.21
6.294,1.25,9.76,427.50,0.00,32.50,5.21
6.352,1.25,10.07,311.25,0.00,483.75,5.21
6.410,0.00,10.29,76.25,0.00,25.00,5.21
6.466,1.25,10.80,581.25,0.00,31.25,5.21
6.533,4236.25,10.62,462.50,0.00,90.00,5.21
6.592,4382.50,10.05,427.50,0.00,1660.00,5.20
6.651,4381.25,9.51,-17.50,0.00,-13.75,5.21
6.710,3828.75,9.29,463.75,0.00,32.50,5.21
6.771,3923.75,9.94,502.50,0.00,31.25,5.21
6.829,3991.25,9.28,457.50,0.00,31.25,5.21
6.891,4431.25,9.71,30.00,0.00,31.25,5.21
6.955,4436.25,9.28,186.25,0.62,32.50,5.21
7.022,4431.25,9.28,483.75,0.65,30.00,5.21
7.084,4420.00,9.27,341.25,0.57,30.00,5.21
7.140,4423.75,9.32,487.50,0.56,30.00,5.21
7.198,4431.25,9.27,341.25,0.00,31.25,5.21
