Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.004,,,,,,
0.019,0.0,9.915000000000001,0.0,10.625,,
0.031,0.0,9.915000000000001,0.0,10.625,,
0.049,1.25,9.90875,0.0,10.151250000000001,0.0,0.00375
0.060,0.0,9.918750000000001,-1.25,10.62875,0.0,0.0
0.070,1.25,9.915000000000001,1213.75,10.37375,0.0,0.0
0.080,3.75,9.9075,3405.0,9.855,0.0,0.0
0.091,2.5,9.9125,3031.25,9.8925,0.0,0.0
0.101,3.75,9.91,2978.75,9.92625,0.0,0.0
0.111,3.75,9.91,2978.75,9.92625,0.0,0.0
0.121,0.0,9.91,3271.25,9.84125,0.0,0.00375
0.132,3.75,9.91,3686.25,9.7925,0.0,0.00375
0.142,2.5,9.901250000000001,3728.75,9.795,0.0,0.00375
0.152,0.0,9.90625,3733.75,9.78125,0.0,0.00375
0.163,0.0,9.90625,3733.75,9.78125,0.0,0.00375
0.173,-1.25,9.90875,3693.75,9.80625,0.0,0.00625
0.183,51.25,9.23375,3776.25,9.78875,0.0,0.00625
0.194,3248.75,9.11875,3775.0,9.946250000000001,0.0,0.00625
0.204,3381.25,9.1275,3775.0,9.946250000000001,0.0,0.00625
0.214,2780.0,9.290000000000001,3113.75,8.65,-1.25,0.00125
0.224,2562.5,9.14625,3756.25,9.785,-1.25,0.00125
0.235,3323.75,9.13,3762.5,10.87375,-1.25,0.00125
0.245,3505.0,9.088750000000001,3293.75,9.64625,-1.25,0.00125
0.255,3512.5,9.0725,3293.75,9.64625,-1.25,0.00125
0.265,3341.25,9.0775,3748.75,9.785,-1.25,0.00125
0.276,3163.75,9.088750000000001,3791.25,10.276250000000001,-1.25,0.00125
0.286,3491.25,9.0825,3735.0,10.14,-1.25,0.00125
0.296,3522.5,9.08125,3487.5,9.7025,-1.25,0.00125
0.307,3528.75,9.0625,3092.5,9.77875,-1.25,0.00125
0.317,3456.25,9.0825,3092.5,9.77875,0.0,0.00125
0.327,3527.5,9.07875,3796.25,10.09625,0.0,0.00125
0.338,3533.75,9.0825,3711.25,9.27375,0.0,0.00125
0.348,3532.5,9.095,3120.0,9.77125,0.0,0.00125
0.358,3533.75,9.07,3347.5,9.7825,0.0,0.00125
0.368,3321.25,9.09,3347.5,9.7825,-1.25,0.0025
0.379,3533.75,9.0825,3728.75,8.3175,-1.25,0.0025
0.389,3537.5,9.085,3002.5,9.49,-1.25,0.0025
0.400,3533.75,9.055,2886.25,9.78375,-1.25,0.0025
0.410,3441.25,9.0625,3775.0,9.775,-1.25,0.0025
0.421,3401.25,9.06125,3775.0,9.775,-1.25,0.0025
0.431,3521.25,9.08625,3810.0,8.88875,-1.25,0.0025
0.441,3536.25,9.0675,3756.25,9.78125,-1.25,0.0025
