Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.014,,12.475,,0.00625,-1.25,0.00375
0.025,,12.48875,-1.25,0.0725,-1.25,0.00375
0.035,3833.75,11.485,-1.25,0.0125,-1.25,0.00375
0.045,4661.25,11.38625,-1.25,,-1.25,0.00375
0.056,3411.25,11.63875,,0.00625,-1.25,0.00375
0.066,5007.5,11.23625,-1.25,0.015,,0.005
0.076,5045.0,11.22375,1.25,,,0.005
0.087,5075.0,11.21875,,0.01625,,0.005
0.097,5077.5,11.22125,,0.005,,0.005
0.108,5078.75,11.23,-2.5,0.0075,,0.005
0.118,5070.0,11.2175,,0.01625,,0.0025
0.128,5077.5,11.215,,,,0.0025
0.139,5076.25,11.20625,-1.25,0.0125,,0.0025
0.149,5080.0,11.22125,-1.25,0.00625,,0.0025
0.159,5076.25,11.22125,,0.00125,,0.0025
0.170,5080.0,11.21,1.25,0.01375,-1.25,0.0025
0.180,5077.5,11.21125,-1.25,,-1.25,0.0025
0.191,5077.5,11.21,,0.005,-1.25,0.0025
0.201,5078.75,11.22125,,0.0075,-1.25,0.0025
0.211,5078.75,11.21875,1.25,,,0.005
0.222,5078.75,11.20875,1.25,0.0075,,0.005
0.232,5078.75,11.20875,,0.00375,,0.005
0.242,5077.5,11.2225,-1.25,0.0075,,0.005
0.252,5073.75,11.2125,,0.0125,,0.005
0.263,5073.75,11.2125,,,-1.25,0.00375
0.273,5075.0,11.21875,-1.25,0.00875,-1.25,0.00375
0.283,5081.25,11.213750000000001,,0.005,-1.25,0.00375
0.293,5073.75,11.213750000000001,-1.25,0.00625,-1.25,0.00375
0.304,5078.75,11.21125,-1.25,0.00875,-1.25,0.00375
0.314,5078.75,11.21125,1.25,,,0.00375
0.324,5077.5,11.205,,,,0.00375
0.334,5078.75,11.2125,,0.0025,,0.00375
0.345,5075.0,11.2075,,,,0.00375
0.355,56.25,12.51875,2.5,,,0.00375
0.365,1.25,12.48625,2.5,,,
0.376,,12.463750000000001,1.25,,,
0.386,1.25,12.48625,,,,
0.396,,12.49,-1.25,0.00875,,
0.406,,12.4925,-1.25,0.00875,,
0.417,,12.4925,,,,0.00625
0.427,,12.48,-1.25,,,0.00625
0.437,1.25,12.48875,-1.25,,,0.00625
0.448,1.25,12.49625,-1.25,0.00375,,0.00625
0.458,,12.47375,-1.25,,,
0.468,1.25,12.48625,-1.25,0.00875,,
0.478,1.25,12.49375,-1.25,,,
0.489,2.5,12.47125,,0.0025,,
