Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.019,1.25,10.13875,0.0,8.9625,0.0,0.00375
0.035,-1.25,10.135,5.0,9.055,0.0,0.00375
0.049,-1.25,10.135,5.0,9.055,0.0,0.00375
0.059,0.0,10.13625,3.75,8.883750000000001,0.0,0.00375
0.069,0.0,10.1425,0.0,8.67625,1.25,0.0
0.080,0.0,10.1425,-1.25,8.465,1.25,0.0
0.090,1.25,10.137500000000001,-1.25,8.885,1.25,0.0
0.100,1.25,10.14,-2.5,8.71875,1.25,0.0
0.110,0.0,10.14,-2.5,8.71875,1.25,0.0
0.121,1.25,10.133750000000001,0.0,9.05,-1.25,0.00125
0.131,0.0,10.14,1.25,8.86375,-1.25,0.00125
0.141,2.5,10.13625,-1.25,8.6525,-1.25,0.00125
0.151,0.0,10.13625,0.0,8.44,-1.25,0.00125
0.162,0.0,10.13625,0.0,8.44,-1.25,0.00125
0.172,2.5,10.137500000000001,-3.75,9.03,0.0,0.00375
0.182,1.25,10.1425,0.0,8.59,0.0,0.00375
0.192,0.0,10.13625,0.0,9.085,0.0,0.00375
0.203,0.0,10.133750000000001,0.0,9.05375,0.0,0.00375
0.213,0.0,10.133750000000001,0.0,9.05375,-1.25,0.00375
0.223,1.25,10.14125,1.25,8.73875,-1.25,0.00375
0.234,0.0,10.135,0.0,9.06,-1.25,0.00375
0.244,1.25,10.14,-3.75,9.040000000000001,-1.25,0.00375
0.254,1.25,10.137500000000001,1.25,8.8325,-1.25,0.00375
0.265,-1.25,10.13875,1.25,8.8325,0.0,0.0
0.275,1.25,10.14375,0.0,9.0725,0.0,0.0
0.285,2.5,10.1425,-1.25,9.05,0.0,0.0
0.295,0.0,10.137500000000001,0.0,8.82375,0.0,0.0
0.306,1.25,10.14375,1.25,8.55625,0.0,0.0
0.316,1.25,10.14,1.25,8.55625,-1.25,0.00375
0.326,1.25,10.14125,-1.25,9.02125,-1.25,0.00375
0.336,-1.25,10.13625,0.0,8.80125,-1.25,0.00375
0.347,0.0,10.137500000000001,-1.25,8.545,-1.25,0.00375
0.357,0.0,10.13625,0.0,9.0425,-1.25,0.00375
0.367,1.25,10.137500000000001,1.25,9.01625,-1.25,0.0
0.377,-1.25,10.14,-1.25,8.731250000000001,-1.25,0.0
0.388,0.0,10.14125,-1.25,8.53,-1.25,0.0
0.398,1.25,10.13625,0.0,9.012500000000001,-1.25,0.0
0.408,1.25,10.137500000000001,0.0,8.93875,-1.25,0.0
0.418,1.25,10.14,0.0,8.93875,0.0,0.0025
0.429,1.25,10.14,0.0,8.4625,0.0,0.0025
0.439,1.25,10.14875,0.0,9.03625,0.0,0.0025
0.449,2.5,10.14,0.0,8.91625,0.0,0.0025
0.460,2.5,10.14125,-1.25,8.64375,0.0,0.0025
0.470,1.25,10.13875,0.0,9.065,0.0,0.00375
0.480,0.0,10.15,-2.5,9.03,0.0,0.00375
0.491,0.0,10.13625,-1.25,8.90375,0.0,0.00375
0.501,1.25,10.14,0.0,8.685,0.0,0.00375
0.511,0.0,10.137500000000001,0.0,8.82625,0.0,0.00375
0.522,1.25,10.137500000000001,0.0,9.05125,0.0,0.0025
0.532,2.5,10.1325,-1.25,8.87375,0.0,0.0025
0.542,1.25,10.13875,0.0,8.67,0.0,0.0025
0.552,0.0,10.14,-1.25,9.106250000000001,0.0,0.0025
0.563,1.25,10.13625,-1.25,9.106250000000001,0.0,0.0025
0.573,1.25,10.13625,-2.5,8.98875,-2.5,0.0
0.583,-1.25,10.1425,1.25,8.7175,-2.5,0.0
0.594,-1.25,10.13625,-3.75,8.45875,-2.5,0.0
