Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.014,1.25,10.07,,0.125,,
0.025,1.25,10.075000000000001,-1.25,0.04625,,
0.036,3213.75,8.99,-1.25,0.051250000000000004,,
0.046,3858.75,8.9475,,0.0575,,
0.057,3546.25,9.12375,1.25,0.0475,,
0.067,2893.75,8.977500000000001,,0.0625,,
0.077,4028.75,8.91375,-1.25,0.02625,,
0.088,4028.75,8.91375,1.25,0.0725,,
0.098,4057.5,8.93125,1.25,0.28875,,
0.108,4053.75,8.935,,0.04125,,
0.118,4075.0,8.94125,-1.25,0.095,-1.25,
0.129,4056.25,8.94125,-1.25,0.33375,-1.25,
0.139,4068.75,8.95375,-2.5,0.13375,-1.25,
0.149,4083.75,8.9525,-1.25,0.13375,-1.25,
0.159,4083.75,8.950000000000001,1.25,0.05375,-1.25,
0.170,4073.75,8.94875,-5.0,0.12375,-1.25,
0.180,4070.0,8.950000000000001,,0.3,-1.25,
0.190,4080.0,8.955,-5.0,0.09875,-1.25,
0.201,4077.5,8.963750000000001,,0.04875,-1.25,
0.211,4068.75,8.94875,,0.2675,-1.25,
0.221,4075.0,8.950000000000001,,0.075,,
0.231,4057.5,8.96125,1.25,0.13625,,
0.242,4085.0,8.9625,3.75,0.051250000000000004,,
0.252,4070.0,8.965,1.25,0.11875000000000001,,
0.262,4071.25,8.95625,1.25,0.08375,,
0.273,4081.25,8.9675,-3.75,0.11,1.25,
0.283,4072.5,8.965,1.25,0.22125,1.25,
0.293,4087.5,8.96625,-2.5,0.045,1.25,
0.303,4085.0,8.9725,-1.25,0.0575,1.25,
0.314,4086.25,8.963750000000001,-1.25,0.32875,-1.25,
0.324,4088.75,8.9625,-2.5,0.0375,-1.25,
0.334,4083.75,8.95875,-2.5,0.26625,-1.25,
0.345,4083.75,8.95875,-2.5,0.07875,-1.25,
0.356,4071.25,8.97125,,0.06375,-1.25,
0.366,-1.25,10.06625,,0.0175,,0.00125
0.376,1.25,10.0725,-1.25,0.06125,,0.00125
0.386,,10.07375,-1.25,0.06125,,0.00125
0.397,,10.0775,-2.5,0.14125000000000001,,0.00125
0.407,,10.0725,-2.5,0.14125000000000001,,0.00125
0.417,,10.0725,,0.11625,,0.00375
0.428,,10.075000000000001,,0.11875000000000001,,0.00375
0.438,1.25,10.07375,,0.11875000000000001,,0.00375
0.448,1.25,10.075000000000001,,0.0575,,0.00375
0.458,1.25,10.07375,,0.0575,,0.00375
0.468,1.25,10.07375,,0.12125,,0.00375
0.479,,10.075000000000001,-2.5,0.03125,,0.00375
0.489,,10.07625,-1.25,0.065,,0.00375
0.499,1.25,10.075000000000001,,0.07125000000000001,,0.00375
0.509,,10.07,,0.07125000000000001,,0.00375
0.520,,10.07,,0.135,,0.005
0.530,,10.0775,-1.25,0.095,,0.005
0.540,,10.071250000000001,,0.1225,,0.005
0.550,,10.0725,-2.5,0.09125,,0.005
0.560,,10.0725,-2.5,0.09125,,0.005
0.571,-1.25,10.07375,1.25,0.058750000000000004,,0.00375
0.581,2.5,10.07375,-1.25,0.12125,,0.00375
0.591,2.5,10.0725,,0.09875,,0.00375
0.601,2.5,10.07375,-1.25,0.13125,,0.00375
0.612,2.5,10.07375,,0.02375,,0.00375
0.622,2.5,10.0725,-1.25,0.02125,-1.25,0.00375
0.632,1.25,10.07375,,0.13375,-1.25,0.00375
0.642,,10.0725,-1.25,0.02125,-1.25,0.00375
0.652,1.25,10.0725,-1.25,0.14125000000000001,-1.25,0.00375
0.663,1.25,10.0725,-2.5,0.0175,-1.25,0.00375
0.673,1.25,10.07375,-1.25,0.0175,,
0.683,1.25,10.071250000000001,,0.12125,,
0.694,1.25,10.0725,,0.05375,,
0.704,1.25,10.0725,-2.5,0.1325,,
0.714,1.25,10.0725,-1.25,0.02875,,
0.724,-1.25,10.0725,,0.02125,1.25,0.00375
0.735,,10.07375,-1.25,0.1375,1.25,0.00375
0.745,1.25,10.0725,,0.01,1.25,0.00375
0.755,,10.07625,-1.25,0.02625,1.25,0.00375
0.765,,10.07625,-1.25,0.115,-1.25,0.0025
0.776,-1.25,10.0725,-1.25,0.02,-1.25,0.0025
0.786,,10.0725,-1.25,0.13625,-1.25,0.0025
0.796,1.25,10.07,,0.03,-1.25,0.0025
0.806,1.25,10.07,-1.25,0.09875,-1.25,0.0025
0.816,,10.06875,,0.13625,-1.25,0.0025
0.827,1.25,10.07375,-1.25,0.025,-1.25,0.0025
0.837,-1.25,10.07,-1.25,0.0225,-1.25,0.0025
0.847,,10.071250000000001,,0.06875,-1.25,0.0025
0.858,-1.25,10.07,-1.25,0.09375,-1.25,0.0025
0.868,,10.07375,1.25,0.1375,,0.005
0.878,,10.06875,1.25,0.10625,,0.005
0.888,-1.25,10.0725,1.25,0.08875,,0.005
0.899,1.25,10.0725,-1.25,0.12,,0.005
0.909,-1.25,10.075000000000001,-1.25,0.08750000000000001,,0.005
0.920,,10.0725,1.25,0.04,-1.25,0.005
0.930,,10.07625,,0.125,-1.25,0.005
0.940,,10.071250000000001,,0.0975,-1.25,0.005
0.950,,10.0725,-1.25,0.135,-1.25,0.005
0.960,,10.071250000000001,,0.0225,-1.25,0.005
0.971,,10.07,1.25,0.08,,0.00625
0.981,1.25,10.0725,,0.14,,0.00625
0.991,1.25,10.071250000000001,,0.09625,,0.00625
1.001,1.25,10.071250000000001,-1.25,0.13,,0.00625
1.012,-1.25,10.07,,0.02375,,0.00625
1.022,2.5,10.075000000000001,-1.25,0.01875,,0.00625
1.032,,10.0725,-1.25,0.1325,,0.00625
1.043,2.5,10.07,,0.03875,,0.00625
1.053,,10.0725,,0.14125000000000001,,0.00625
1.063,,10.0725,,0.02625,,0.00625
1.073,,10.07,1.25,0.02625,,0.0025
1.084,1.25,10.06875,,0.125,,0.0025
1.094,,10.071250000000001,1.25,0.02125,,0.0025
1.104,1.25,10.0725,,0.02125,,0.0025
1.115,1.25,10.0725,1.25,0.11125,,
1.125,,10.075000000000001,,0.01875,,
1.135,,10.07375,-1.25,0.15375,,
1.145,1.25,10.071250000000001,1.25,0.02,,
1.156,2.5,10.0725,-2.5,0.03625,,
1.166,2.5,10.0725,-1.25,0.13625,-1.25,0.00375
1.176,,10.07,,0.0325,-1.25,0.00375
1.186,1.25,10.07,,0.02375,-1.25,0.00375
1.197,,10.07375,-1.25,0.08375,-1.25,0.00375
1.207,1.25,10.07375,-1.25,0.0775,-1.25,0.00375
1.217,1.25,10.06875,,0.14250000000000002,-1.25,0.00375
1.227,,10.07375,-1.25,0.11750000000000001,,0.005
1.238,,10.0725,,0.08625000000000001,,0.005
1.248,1.25,10.07375,,0.125,,0.005
1.258,,10.0675,,0.0125,,0.005
1.268,,10.071250000000001,-1.25,0.03125,,0.01
1.279,-1.25,10.071250000000001,,0.1225,,0.01
1.289,,10.0725,,0.0975,,0.01
1.299,1.25,10.0725,-1.25,0.1275,,0.01
1.309,1.25,10.07375,-1.25,0.01625,,0.01
1.319,1.25,10.075000000000001,1.25,0.07875,-1.25,0.0075
1.330,,10.075000000000001,1.25,0.12375,-1.25,0.0075
1.340,1.25,10.071250000000001,-1.25,0.09625,-1.25,0.0075
1.350,1.25,10.071250000000001,,0.11750000000000001,-1.25,0.0075
1.360,,10.0725,-1.25,0.01625,-1.25,0.0075
1.370,,10.07375,,0.08750000000000001,,0.01
1.381,1.25,10.07375,-1.25,0.13125,,0.01
1.391,3.75,10.0725,-1.25,0.02,,0.01
1.401,1.25,10.0675,-2.5,0.13125,,0.01
1.412,1.25,10.07375,,0.02875,,0.01
1.422,2.5,10.06875,1.25,0.0175,,0.005
1.432,,10.07375,-1.25,0.09375,,0.005
1.442,-1.25,10.071250000000001,,0.025,,0.005
1.452,,10.07375,-1.25,0.03125,,0.005
1.463,,10.0725,-1.25,0.12875,,0.005
1.473,1.25,10.07375,-2.5,0.02,-2.5,0.005
1.483,,10.06875,,0.145,-2.5,0.005
1.494,1.25,10.075000000000001,,0.02625,-2.5,0.005
1.504,2.5,10.075000000000001,-1.25,0.0925,-2.5,0.005
1.514,,10.07625,,0.13375,-2.5,0.005
1.524,,10.0725,-1.25,0.02,,0.00375
1.535,1.25,10.07375,,0.0125,,0.00375
1.545,,10.071250000000001,,0.09,,0.00375
1.555,,10.07,-1.25,0.07625,,0.00375
1.565,-1.25,10.0725,,0.145,,0.00375
1.576,1.25,10.0725,,0.13625,,0.005
1.586,,10.07,-2.5,0.0975,,0.005
1.596,1.25,10.075000000000001,-1.25,0.11750000000000001,,0.005
1.607,,10.07,-1.25,0.0125,,0.005
1.617,,10.0725,1.25,0.02875,,0.005
1.627,,10.065,1.25,0.06,,0.00625
1.638,,10.065,-1.25,0.13125,,0.00625
1.648,,10.0725,-1.25,0.13625,,0.00625
1.658,1.25,10.071250000000001,,0.00875,,0.00625
1.669,1.25,10.0725,,0.08875,,0.00625
1.679,-1.25,10.07,,0.14,-1.25,0.0025
1.689,,10.07375,1.25,0.0125,-1.25,0.0025
1.699,1.25,10.075000000000001,-1.25,0.13875,-1.25,0.0025
1.709,-1.25,10.0675,-1.25,0.01875,-1.25,0.0025
1.720,,10.0725,,0.01375,-1.25,0.0025
1.730,,10.06875,-1.25,0.13875,,0.00125
1.740,1.25,10.071250000000001,,0.0175,,0.00125
1.750,-1.25,10.0725,,0.11750000000000001,,0.00125
1.761,1.25,10.06875,1.25,0.12875,,0.00125
1.771,,10.0725,1.25,0.12875,1.25,0.0075
1.781,1.25,10.0675,-1.25,0.08750000000000001,1.25,0.0075
1.792,2.5,10.071250000000001,,0.025,1.25,0.0075
1.802,,10.0725,,0.04625,1.25,0.0075
1.812,1.25,10.0725,-1.25,0.1275,1.25,0.0075
1.822,1.25,10.07625,-1.25,0.1275,,0.005
1.832,,10.06625,1.25,0.08875,,0.005
1.843,,10.0725,,0.13375,,0.005
