elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,1.25,9.68,667.50,0.00,31.25,5.21
0.055,0.00,9.63,341.25,0.00,32.50,5.21
0.091,1.25,10.00,772.50,0.00,31.25,5.21
0.115,1.25,10.25,556.25,1.46,30.00,5.21
0.142,1.25,9.88,906.25,0.00,31.25,5.21
0.173,0.00,10.54,808.75,0.00,30.00,5.21
0.195,-1.25,9.73,486.25,0.00,31.25,5.21
0.217,0.00,10.17,842.50,0.00,31.25,5.21
0.274,-1.25,9.83,837.50,1.81,31.25,5.21
0.332,0.00,9.77,787.50,0.00,30.00,5.21
0.354,0.00,10.44,312.50,0.00,32.50,5.21
0.375,0.00,11.17,805.00,0.00,31.25,5.21
0.429,1.25,9.71,892.50,0.00,31.25,5.21
0.450,0.00,10.37,283.75,0.00,31.25,5.21
0.469,1.25,9.89,558.75,0.00,32.50,5.21
0.489,1.25,11.58,593.75,1.04,28.75,5.21
0.510,0.00,10.00,717.50,0.00,32.50,5.21
0.531,0.00,11.87,681.25,0.06,31.25,5.21
0.551,-2.50,10.15,842.50,0.00,32.50,5.21
0.570,1.25,9.67,732.50,0.00,28.75,5.21
0.590,0.00,11.93,688.75,0.00,30.00,5.21
0.611,1.25,9.82,393.75,0.00,32.50,5.21
0.632,0.00,10.24,670.00,0.99,32.50,5.21
0.653,0.00,9.93,891.25,0.00,28.75,5.21
0.674,0.00,11.79,511.25,1.29,32.50,5.21
0.694,1.25,10.10,472.50,0.00,30.00,5.21
0.714,0.00,9.62,588.75,0.00,31.25,5.21
0.733,0.00,10.24,633.75,0.00,31.25,5.21
0.753,1.25,9.79,487.50,0.00,31.25,5.21
0.773,1.25,11.79,701.25,0.00,31.25,5.21
0.793,-1.25,9.94,810.00,0.00,31.25,5.21
0.812,1.25,10.29,13.75,0.00,30.00,5.21
0.841,0.00,9.87,882.50,0.00,31.25,5.21
0.860,0.00,10.25,248.75,0.00,32.50,5.21
0.880,0.00,10.11,898.75,0.00,31.25,5.21
0.900,0.00,9.60,673.75,1.51,31.25,5.21
0.919,1.25,10.29,71.25,0.00,31.25,5.21
0.939,-1.25,9.88,891.25,0.00,31.25,5.21
0.959,13.75,10.24,600.00,0.00,31.25,5.21
0.979,0.00,9.95,906.25,0.00,30.00,5.21
0.998,1.25,10.24,685.00,0.07,31.25,5.21
1.018,2.50,10.12,832.50,0.00,28.75,5.21
1.039,2.50,9.70,886.25,0.00,31.25,5.21
1.059,17.50,10.23,491.25,0.00,32.50,5.21
1.078,-1.25,9.77,426.25,0.00,32.50,5.21
1.098,1.25,10.94,665.00,0.58,32.50,5.21
1.117,1.25,9.98,783.75,0.00,31.25,5.21
1.137,-1.25,10.80,-1.25,0.00,32.50,5.21
1.158,0.00,10.29,903.75,0.00,32.50,5.21
1.177,1.25,9.65,806.25,0.00,32.50,5.21
1.197,1.25,10.70,681.25,0.00,28.75,5.21
1.216,0.00,9.82,902.50,0.00,32.50,5.21
1.236,1.25,10.49,93.75,0.00,32.50,5.21
1.255,1.25,10.05,893.75,0.00,32.50,5.21
1.275,0.00,9.83,607.50,0.00,31.25,5.21
1.295,0.00,10.33,762.50,0.00,32.50,5.21
1.314,0.00,9.80,895.00,0.00,30.00,5.21
1.334,3.75,10.24,220.00,0.00,31.25,5.21
1.354,1.25,9.87,721.25,0.00,31.25,5.21
1.376,6.25,10.25,626.25,0.00,31.25,5.21
1.396,2.50,9.98,607.50,0.00,32.50,5.21
1.415,1.25,11.33,683.75,0.00,31.25,5.21
1.434,13.75,10.23,853.75,0.00,33.75,5.21
1.454,1.25,9.71,630.00,0.00,31.25,5.21
1.475,-1.25,10.36,547.50,0.00,31.25,5.21
1.494,0.00,9.87,832.50,0.00,31.25,5.21
1.513,0.00,11.27,675.00,0.00,31.25,5.21
1.533,0.00,10.02,787.50,0.00,31.25,5.21
1.554,1.25,10.35,182.50,0.00,33.75,5.21
1.574,2.50,10.68,865.00,0.00,32.50,5.21
1.593,1.25,9.70,745.00,0.00,32.50,5.21
1.613,0.00,10.33,173.75,0.00,30.00,5.21
1.633,1.25,10.04,872.50,0.00,31.25,5.21
1.653,-1.25,10.67,58.75,0.00,30.00,5.21
1.673,2.50,10.11,892.50,0.00,30.00,5.21
1.692,0.00,9.60,538.75,0.89,30.00,5.21
1.711,1.25,10.34,327.50,0.00,30.00,5.21
1.731,1.25,9.90,888.75,0.00,30.00,5.21
1.750,-1.25,10.25,-10.00,0.00,31.25,5.21
1.820,-1.25,9.88,607.50,0.00,26.25,5.21
1.842,18.75,10.25,611.25,0.00,26.25,5.21
1.864,-1.25,10.06,901.25,0.00,33.75,5.21
1.886,1.25,10.38,678.75,0.00,30.00,5.21
1.908,1.25,9.96,811.25,0.00,31.25,5.21
1.929,1.25,10.32,6.25,0.00,31.25,5.21
