elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,-1.25,10.13,358.75,0.00,32.50,5.21
0.053,0.00,11.56,547.50,0.00,3298.75,5.21
0.082,0.00,9.72,615.00,0.00,30.00,4.33
0.118,-11.25,10.10,628.75,0.00,32.50,4.23
0.155,0.00,10.89,13.75,0.00,998.75,5.24
0.177,1.25,9.84,816.25,0.00,7.50,5.20
0.198,1.25,10.48,292.50,0.00,26.25,5.21
0.218,1.25,9.95,837.50,0.00,30.00,5.21
0.239,1.25,9.48,572.50,0.00,31.25,5.21
0.259,-1.25,11.82,798.75,0.00,31.25,5.21
0.280,0.00,9.60,453.75,0.00,30.00,5.21
0.301,0.00,11.12,103.75,0.00,31.25,5.21
0.323,1.25,9.72,890.00,0.00,31.25,5.21
0.344,-12.50,10.09,485.00,1.02,32.50,5.21
0.365,0.00,9.83,891.25,0.00,31.25,5.21
0.386,1.25,10.11,170.00,0.00,32.50,5.21
0.407,0.00,9.96,766.25,0.00,31.25,5.21
0.428,1.25,10.07,197.50,0.00,31.25,5.21
0.450,1.25,11.18,848.75,0.00,31.25,5.21
0.471,0.00,9.53,688.75,0.00,31.25,5.21
0.491,1.25,11.43,682.50,0.00,31.25,5.21
0.512,0.00,9.66,842.50,0.00,32.50,5.21
0.532,0.00,11.55,668.75,0.00,28.75,5.21
0.553,0.00,9.77,713.75,0.00,28.75,5.21
0.574,1.25,11.36,665.00,0.00,27.50,5.21
0.596,-1.25,9.90,361.25,0.00,31.25,5.21
0.621,15.00,10.09,-45.00,0.00,31.25,5.21
0.641,0.00,9.99,887.50,0.00,30.00,5.21
0.662,0.00,9.43,496.25,0.00,31.25,5.21
0.683,0.00,10.88,901.25,0.00,31.25,5.21
0.705,1.25,9.54,705.00,0.00,32.50,5.21
0.725,2.50,11.34,663.75,0.00,32.50,5.21
0.746,1.25,9.65,400.00,0.00,30.00,5.21
0.767,0.00,11.70,653.75,1.02,31.25,5.21
0.788,1.25,9.78,747.50,0.00,31.25,5.21
0.809,1.25,11.53,511.25,0.00,28.75,5.21
0.829,0.00,9.92,457.50,0.00,31.25,5.21
0.850,0.00,9.46,218.75,0.00,31.25,5.21
0.873,1.25,9.99,663.75,0.00,30.00,5.21
0.894,-1.25,9.49,840.00,1.54,33.75,5.21
0.914,-1.25,10.21,63.75,0.00,30.00,5.21
0.937,1.25,9.57,706.25,0.00,30.00,5.21
0.959,0.00,10.10,477.50,0.00,30.00,5.21
0.981,0.00,9.64,386.25,0.00,31.25,5.21
1.002,-1.25,10.10,118.75,0.00,31.25,5.21
1.022,-1.25,9.79,856.25,0.00,30.00,5.21
1.043,-1.25,10.10,505.00,1.47,31.25,5.21
1.063,2.50,9.89,520.00,0.00,28.75,5.21
1.084,1.25,10.31,636.25,0.47,30.00,5.21
1.106,1.25,10.02,595.00,0.00,31.25,5.21
1.129,1.25,9.46,692.50,0.00,32.50,5.21
1.149,1.25,10.16,776.25,0.00,32.50,5.21
1.170,0.00,9.57,722.50,0.00,32.50,5.21
1.191,1.25,11.68,665.00,0.00,31.25,5.21
1.211,1.25,9.73,827.50,0.00,31.25,5.21
1.232,1.25,11.03,637.50,0.00,31.25,5.21
1.253,0.00,9.85,770.00,0.00,31.25,5.21
1.273,0.00,10.72,670.00,0.00,30.00,5.21
1.294,3.75,10.10,828.75,0.00,27.50,5.21
1.314,-1.25,9.48,680.00,0.00,27.50,5.21
1.334,1.25,10.09,557.50,0.00,26.25,5.21
1.355,0.00,9.65,583.75,0.00,33.75,5.21
1.378,5.00,10.09,546.25,0.07,31.25,5.21
1.398,0.00,9.63,757.50,0.00,31.25,5.21
1.424,1.25,11.19,666.25,0.00,32.50,5.21
1.447,1.25,9.66,875.00,0.00,32.50,5.21
1.489,1.25,9.78,751.25,0.00,31.25,5.21
1.510,-1.25,10.10,542.50,1.52,31.25,5.21
1.531,0.00,9.94,526.25,0.00,31.25,5.21
1.552,1.25,10.14,143.75,0.13,31.25,5.21
1.573,1.25,10.07,895.00,0.00,31.25,5.21
1.594,0.00,9.50,638.75,0.00,28.75,5.21
1.616,0.00,11.39,667.50,0.00,31.25,5.21
1.636,0.00,9.55,756.25,0.00,30.00,5.21
1.665,0.00,10.05,888.75,0.00,31.25,5.21
1.688,1.25,9.47,611.25,0.00,31.25,5.21
1.714,0.00,10.01,315.00,0.00,25.00,5.21
1.735,1.25,9.46,490.00,0.00,26.25,5.21
1.757,1.25,10.55,608.75,0.00,30.00,5.21
1.780,2.50,9.54,686.25,0.00,31.25,5.21
1.804,1.25,10.06,891.25,0.00,30.00,5.21
1.830,0.00,9.48,60.00,0.00,31.25,5.21
1.852,1.25,10.10,790.00,0.00,31.25,5.21
1.872,0.00,9.57,866.25,0.00,26.25,5.21
1.898,0.00,10.16,893.75,0.00,31.25,5.21
1.924,0.00,9.49,588.75,0.00,30.00,5.21
1.945,-13.75,10.08,846.25,0.00,31.25,5.21
1.965,1.25,9.60,890.00,0.00,31.25,5.21
1.986,5.00,10.09,92.50,0.96,31.25,5.21
2.007,1.25,9.72,881.25,0.00,31.25,5.21
2.027,-10.00,10.09,570.00,0.00,31.25,5.21
2.048,0.00,9.84,856.25,0.00,33.75,5.21
2.069,8.75,10.10,51.25,0.00,33.75,5.21
2.092,1.25,10.07,885.00,0.00,31.25,5.21
2.113,0.00,9.82,67.50,0.00,31.25,5.21
2.134,-1.25,11.67,898.75,0.00,28.75,5.21
2.155,1.25,9.52,467.50,0.00,30.00,5.21
2.176,2.50,11.39,653.75,0.00,30.00,5.21
2.197,0.00,9.62,891.25,0.00,31.25,5.21
2.219,-8.75,10.09,505.00,0.98,31.25,5.21
2.240,1.25,9.74,880.00,0.00,31.25,5.21
2.262,7.50,10.09,26.25,0.00,32.50,5.21
2.283,0.00,9.87,886.25,0.00,32.50,5.21
2.303,-1.25,10.14,43.75,0.00,31.25,5.21
2.324,0.00,10.02,865.00,0.00,32.50,5.21
2.346,1.25,9.46,140.00,0.00,31.25,5.21
2.367,2.50,11.47,901.25,0.00,28.75,5.21
2.388,0.00,9.57,833.75,0.00,30.00,5.21
2.409,0.00,11.70,660.00,0.00,32.50,5.21
2.429,0.00,9.68,761.25,0.00,30.00,5.21
2.450,0.00,10.17,647.50,0.03,31.25,5.21
2.471,1.25,9.80,813.75,0.00,31.25,5.21
2.491,1.25,11.70,663.75,0.00,31.25,5.21
2.513,1.25,9.92,788.75,0.00,30.00,5.21
2.533,2.50,9.50,601.25,1.65,31.25,5.21
2.556,0.00,10.04,531.25,0.00,32.50,5.21
2.577,1.25,9.47,560.00,0.27,32.50,5.21
2.597,2.50,10.18,246.25,0.00,31.25,5.21
2.618,1.25,9.77,847.50,0.00,30.00,5.21
2.639,0.00,10.57,72.50,0.00,32.50,5.21
2.660,2.50,9.78,801.25,0.00,31.25,5.21
2.681,1.25,10.15,-18.75,0.00,31.25,5.21
2.701,1.25,9.87,885.00,0.00,30.00,5.21
2.721,1.25,10.17,52.50,0.00,31.25,5.21
2.741,-1.25,10.87,887.50,0.00,32.50,5.21
2.761,1.25,9.54,817.50,0.00,31.25,5.21
2.782,1.25,10.15,561.25,0.00,31.25,5.21
2.803,0.00,9.71,786.25,0.00,32.50,5.21
2.829,1.25,10.20,567.50,0.00,32.50,5.21
2.851,1.25,9.83,848.75,0.00,31.25,5.21
2.875,0.00,11.39,675.00,0.00,31.25,5.21
2.898,1.25,9.55,880.00,0.00,32.50,5.21
2.923,-1.25,11.05,387.50,0.00,30.00,5.21
2.944,2.50,9.60,816.25,0.00,30.00,5.21
2.966,2.50,10.40,623.75,1.71,31.25,5.21
2.988,0.00,9.73,728.75,0.00,30.00,5.21
3.008,0.00,11.58,667.50,0.00,30.00,5.21
3.028,0.00,9.88,840.00,0.00,31.25,5.21
3.048,1.25,9.82,681.25,0.00,30.00,5.21
3.069,-8.75,9.99,778.75,0.00,31.25,5.21
3.090,1.25,9.52,385.00,0.00,31.25,5.21
3.111,1.25,10.09,577.50,0.00,32.50,5.21
3.131,0.00,9.65,827.50,0.00,31.25,5.21
3.153,1.25,10.10,43.75,0.00,31.25,5.21
3.174,0.00,9.78,887.50,0.00,26.25,5.21
3.195,1.25,10.10,561.25,0.00,26.25,5.21
3.216,1.25,9.94,645.00,0.00,30.00,5.21
3.238,1.25,10.44,85.00,0.00,32.50,5.21
3.258,-1.25,10.17,888.75,0.00,31.25,5.21
3.279,0.00,9.47,425.00,0.00,31.25,5.21
3.300,0.00,11.53,785.00,0.00,31.25,5.21
3.321,-2.50,9.59,800.00,0.00,31.25,5.21
3.341,0.00,11.66,655.00,0.00,31.25,5.21
3.362,0.00,9.71,761.25,0.00,32.50,5.21
3.383,0.00,11.04,645.00,0.00,31.25,5.21
3.403,1.25,9.86,805.00,0.00,31.25,5.21
3.427,0.00,10.10,538.75,0.00,30.00,5.21
3.447,0.00,9.95,608.75,0.00,31.25,5.21
3.468,0.00,9.60,601.25,2.27,31.25,5.21
3.489,0.00,10.49,668.75,0.00,31.25,5.21
3.511,1.25,9.51,796.25,0.03,32.50,5.21
3.532,-1.25,11.80,655.00,0.00,26.25,5.21
3.557,2.50,9.60,563.75,1.64,31.25,5.21
3.583,2.50,9.99,853.75,0.00,30.00,5.21
3.607,0.00,9.47,678.75,0.46,31.25,5.21
3.629,-12.50,10.09,776.25,0.00,32.50,5.21
3.650,0.00,9.59,882.50,0.00,30.00,5.21
3.672,1.25,10.10,17.50,0.00,30.00,5.21
3.694,1.25,9.62,812.50,0.00,28.75,5.21
3.714,1.25,10.22,371.25,0.00,25.00,5.21
3.735,1.25,9.73,818.75,0.00,26.25,5.21
3.756,2.50,10.30,-82.50,0.00,27.50,5.21
3.776,1.25,10.09,890.00,0.00,28.75,5.21
3.797,2.50,9.43,155.00,0.00,31.25,5.21
3.817,1.25,10.18,868.75,0.00,32.50,5.21
3.838,-1.25,9.54,711.25,0.00,30.00,5.21
3.859,1.25,10.09,678.75,0.00,31.25,5.21
3.880,0.00,9.64,832.50,0.00,31.25,5.21
3.900,1.25,11.33,651.25,1.05,28.75,5.21
3.922,1.25,9.77,870.00,0.00,31.25,5.21
3.943,0.00,11.78,491.25,1.39,31.25,5.21
3.964,1.25,9.88,506.25,0.00,31.25,5.21
3.984,0.00,11.28,653.75,0.62,31.25,5.21
4.005,6.25,10.09,806.25,0.00,31.25,5.21
4.025,0.00,9.59,883.75,0.00,31.25,5.21
4.046,2.50,10.17,572.50,0.00,32.50,5.21
4.066,1.25,9.70,886.25,0.00,32.50,5.21
4.087,10.00,10.10,72.50,0.00,31.25,5.21
4.108,1.25,9.92,887.50,0.00,30.00,5.21
4.129,12.50,10.09,288.75,0.00,31.25,5.21
4.151,0.00,10.05,766.25,0.00,31.25,5.21
4.173,1.25,10.71,647.50,0.00,26.25,5.21
4.195,3.75,9.94,831.25,0.00,26.25,5.21
4.215,1.25,9.46,430.00,0.00,25.00,5.21
4.236,2.50,10.10,728.75,0.00,23.75,5.21
4.257,1.25,9.58,878.75,0.00,31.25,5.21
4.278,-8.75,10.10,546.25,0.00,32.50,5.21
4.299,-1.25,9.72,600.00,0.00,30.00,5.21
4.319,10.00,10.10,605.00,2.14,31.25,5.21
4.340,0.00,9.87,881.25,0.00,31.25,5.21
4.360,1.25,10.74,495.00,1.09,32.50,5.21
4.380,7.50,10.02,407.50,0.00,31.25,5.21
4.401,0.00,9.55,727.50,1.38,32.50,5.21
