Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.004,,,,,,
0.015,,10.0725,3.75,,,
0.025,1.25,10.07375,2.5,0.02625,,
0.036,3525.0,9.215,2.5,,,
0.048,3557.5,9.22625,-5.0,0.02625,,
0.058,3557.5,9.22625,-5.0,0.02625,,
0.069,3850.0,9.13625,,0.03625,-1.25,
0.079,3836.25,9.1575,,0.01125,-1.25,
0.089,3757.5,9.1675,-1.25,0.06625,-1.25,
0.099,3767.5,9.17375,2.5,,-1.25,
0.110,3756.25,9.16125,2.5,,-1.25,
0.120,3831.25,9.145,-1.25,0.02875,,
0.130,3811.25,9.155,,0.01125,,
0.140,3826.25,9.14625,-1.25,0.06125,,
0.150,3833.75,9.15625,-5.0,0.04125,,
0.161,3825.0,9.14875,,0.0175,-1.25,
0.171,3823.75,9.15625,,0.0275,-1.25,
0.181,3828.75,9.145,,0.01875,-1.25,
0.191,3832.5,9.155,-2.5,0.08625000000000001,-1.25,
0.201,3805.0,9.14875,5.0,0.043750000000000004,-1.25,
0.211,3837.5,9.14375,-1.25,,,
0.221,3840.0,9.151250000000001,-2.5,0.03375,,
0.232,3837.5,9.14625,-1.25,0.09375,,
0.242,3840.0,9.15375,-2.5,,,
0.252,3838.75,9.14875,,0.04,,
0.262,3833.75,9.14625,,0.005,-1.25,
0.272,3840.0,9.16,-1.25,0.03375,-1.25,
0.282,3837.5,9.1475,,0.03,-1.25,
0.293,3832.5,9.1475,-2.5,0.05,-1.25,
0.303,3842.5,9.1475,-1.25,0.03875,-1.25,
0.313,3832.5,9.145,-1.25,0.00625,1.25,
0.323,3833.75,9.14375,1.25,0.01875,1.25,
0.333,3827.5,9.14125,-10.0,,1.25,
0.343,3832.5,9.1475,-6.25,0.0525,1.25,
0.354,3837.5,9.1475,1.25,0.03,1.25,
0.365,3832.5,9.15625,1.25,0.03,,
0.376,3840.0,9.1425,-1.25,0.051250000000000004,,
0.386,3841.25,9.15,-1.25,0.0125,,
0.396,3833.75,9.1525,,0.035,,
0.406,3831.25,9.151250000000001,,0.03125,,
0.416,3825.0,9.145,,0.01,-1.25,
0.427,3835.0,9.16375,,0.03,-1.25,
0.437,3838.75,9.1575,,0.05625,-1.25,
0.447,3832.5,9.14875,-2.5,0.06875,-1.25,
0.457,3843.75,9.145,1.25,0.0275,,
0.467,3837.5,9.1525,-1.25,0.0175,,
0.477,3828.75,9.133750000000001,-1.25,,,
0.488,3836.25,9.14875,1.25,0.04,,
0.498,3833.75,9.145,,0.01625,,
0.508,3832.5,9.1425,,0.03375,,
0.519,3832.5,9.1475,-2.5,0.08,,
0.529,3822.5,9.1575,-1.25,,,
0.539,3840.0,9.151250000000001,,0.04,,
0.549,3835.0,9.14625,2.5,0.025,,
0.560,3836.25,9.14375,-1.25,0.0275,,0.0025
0.570,3830.0,9.1475,,0.00375,,0.0025
0.580,3818.75,9.14875,-1.25,0.043750000000000004,,0.0025
0.590,3818.75,9.14875,7.5,0.03125,,0.0025
0.600,3835.0,9.145,-2.5,0.01125,,0.0025
0.611,3835.0,9.145,-2.5,0.03375,-1.25,
0.621,3831.25,9.14375,2.5,0.15875,-1.25,
0.631,3836.25,9.151250000000001,-3.75,0.0325,-1.25,
0.643,3837.5,9.15,,0.015,-1.25,
0.653,3841.25,9.133750000000001,,0.015,-1.25,
0.664,3840.0,9.16125,1.25,0.03875,,
0.675,3837.5,9.1425,5.0,0.0525,,
0.685,3815.0,9.14875,-1.25,0.03375,,
0.695,3837.5,9.14625,-1.25,0.0125,,
0.705,3845.0,9.14,,0.0225,,
0.715,3836.25,9.14375,-3.75,0.0825,,
0.726,3826.25,9.15,5.0,0.051250000000000004,,
0.736,3831.25,9.1475,,0.0375,,
0.746,3832.5,9.14375,-2.5,0.01875,,
0.756,3831.25,9.13125,-1.25,0.10375000000000001,,
0.767,3833.75,9.14625,,,1.25,0.00125
0.777,3838.75,9.151250000000001,2.5,0.02625,1.25,0.00125
0.787,3843.75,9.13875,,0.03125,1.25,0.00125
0.797,3835.0,9.1425,-1.25,0.0025,1.25,0.00125
0.807,3826.25,9.14,1.25,0.05,1.25,0.00125
0.817,3836.25,9.15625,3.75,0.0475,,
0.828,3835.0,9.14125,,0.03125,,
0.838,3826.25,9.1425,-1.25,0.02625,,
0.848,3835.0,9.15,,0.0125,,
0.858,3826.25,9.151250000000001,-1.25,0.005,-2.5,
0.868,3843.75,9.14125,11.25,0.0675,-2.5,
0.878,3841.25,9.14375,-2.5,0.015,-2.5,
0.889,3822.5,9.1475,1.25,0.03125,-2.5,
0.899,3833.75,9.1575,,0.055,-2.5,
0.909,3836.25,9.151250000000001,,,-1.25,
0.919,3838.75,9.13625,1.25,0.03875,-1.25,
0.929,3828.75,9.145,-1.25,0.0175,-1.25,
0.939,3823.75,9.14375,,0.03,-1.25,
0.949,3840.0,9.14375,2.5,0.0325,-1.25,
0.960,3823.75,9.14125,11.25,0.0175,-1.25,
0.970,3837.5,9.145,-1.25,0.0325,-1.25,
0.980,3827.5,9.1425,-1.25,0.0125,-1.25,
0.990,3838.75,9.145,,0.02875,-1.25,
1.001,3835.0,9.1475,5.0,0.03875,-1.25,
1.011,3833.75,9.145,,0.02375,,
1.021,3830.0,9.14375,,0.03875,,
1.031,3840.0,9.14375,,0.00625,,
1.041,3833.75,9.1425,,,,
1.052,3836.25,9.155,-1.25,0.0825,,
1.062,3838.75,9.13875,,0.03,,
1.072,3841.25,9.137500000000001,,0.02625,,
1.082,3836.25,9.145,,0.0075,,
1.093,3841.25,9.14125,-6.25,0.0225,,
1.103,3837.5,9.1525,1.25,0.0575,,
1.113,3841.25,9.145,-1.25,0.0075,,
1.124,3831.25,9.13875,-1.25,0.035,,
1.134,3827.5,9.15,,0.0225,,
1.144,3830.0,9.1325,1.25,0.0675,,
1.155,3838.75,9.12625,,0.0725,,
1.165,3836.25,9.13875,,0.01375,,
1.175,3850.0,9.14,-1.25,0.035,,
1.185,3840.0,9.14,,0.03625,,
1.196,3818.75,9.1475,2.5,0.0375,,
1.206,3840.0,9.14875,-3.75,0.03125,,
1.216,3831.25,9.1425,,0.005,-1.25,
1.226,3831.25,9.1425,,0.025,-1.25,
1.236,3838.75,9.15875,,,-1.25,
1.246,3838.75,9.15875,-2.5,0.058750000000000004,-1.25,
1.257,3832.5,9.1425,-1.25,0.0325,-1.25,
1.268,3841.25,9.13625,-2.5,0.035,1.25,0.00625
1.278,3828.75,9.15625,-2.5,0.025,1.25,0.00625
1.288,3823.75,9.14375,,0.09875,1.25,0.00625
1.298,3825.0,9.14375,1.25,0.0325,1.25,0.00625
1.309,3841.25,9.1325,-5.0,0.03375,1.25,0.00625
1.319,3836.25,9.14375,,0.01,1.25,
1.329,3827.5,9.137500000000001,1.25,0.02875,1.25,
1.339,3841.25,9.13875,,0.04,1.25,
1.349,3823.75,9.145,1.25,0.03,1.25,
1.359,3833.75,9.1425,-1.25,0.03375,1.25,
1.369,3842.5,9.133750000000001,-1.25,0.02875,-1.25,
1.380,3837.5,9.1325,-2.5,0.10375000000000001,-1.25,
1.390,3843.75,9.14,-5.0,0.0075,-1.25,
1.400,3835.0,9.145,1.25,0.02625,-1.25,
1.410,3831.25,9.1425,,0.035,,
1.420,3833.75,9.1425,-1.25,0.0275,,
1.430,3830.0,9.15,,0.00625,,
1.441,3835.0,9.14375,-2.5,0.045,,
1.451,3815.0,9.14,,0.02375,,
1.461,3832.5,9.13875,-1.25,0.02625,,
1.471,3835.0,9.12625,-8.75,0.055,,
1.481,3838.75,9.15375,8.75,0.0475,,
1.491,3835.0,9.14125,,0.015,,
1.502,3827.5,9.14125,,0.03,,
1.512,3825.0,9.137500000000001,,0.03,,
