elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,1.25,9.62,530.00,0.00,28.75,5.21
0.068,2.50,10.26,618.75,0.00,28.75,5.21
0.114,0.00,10.63,330.00,0.00,32.50,5.21
0.164,1.25,11.44,588.75,0.00,30.00,5.21
0.206,0.00,10.33,48.75,0.00,30.00,5.21
0.253,1.25,10.34,556.25,0.00,2635.00,4.80
0.294,1.25,10.40,670.00,0.00,32.50,5.21
0.335,0.00,9.70,622.50,1.87,31.25,5.21
0.374,0.00,9.85,700.00,0.00,32.50,5.21
0.414,0.00,10.11,812.50,0.00,31.25,5.21
0.453,-1.25,10.36,912.50,0.00,32.50,5.21
0.490,-1.25,10.56,46.25,0.00,31.25,5.21
0.530,1.25,10.32,673.75,0.00,-5.00,5.21
0.567,1.25,9.75,482.50,0.15,32.50,5.21
0.605,0.00,9.97,790.00,0.00,23.75,5.21
0.644,1.25,10.14,902.50,0.00,31.25,5.21
0.682,1.25,11.85,591.25,0.00,31.25,5.21
0.720,1.25,10.35,663.75,1.34,30.00,5.21
0.759,0.00,9.60,36.25,0.00,33.75,5.21
0.796,1.25,9.88,887.50,0.00,32.50,5.21
0.833,0.00,10.08,440.00,0.00,31.25,5.21
0.872,0.00,11.14,717.50,0.00,30.00,5.21
0.914,1.25,11.54,573.75,0.00,32.50,5.21
0.953,1.25,10.32,566.25,0.00,31.25,5.21
0.993,1.25,9.61,570.00,0.00,32.50,5.21
1.030,0.00,9.84,808.75,0.00,31.25,5.21
1.068,0.00,10.04,430.00,0.00,30.00,5.21
1.108,2.50,10.13,897.50,0.00,31.25,5.21
1.152,-10.00,10.28,903.75,0.00,31.25,5.21
1.191,0.00,10.25,26.25,0.00,30.00,5.21
1.230,2.50,11.26,548.75,0.00,31.25,5.21
1.270,0.00,9.68,620.00,0.00,31.25,5.21
1.310,0.00,9.78,787.50,0.00,1092.50,4.81
1.352,0.00,9.95,870.00,0.00,618.75,5.04
1.394,1.25,10.01,787.50,0.00,31.25,5.21
1.437,27.50,10.15,818.75,0.00,32.50,5.21
1.478,0.00,10.50,900.00,0.00,31.25,5.21
1.514,0.00,11.71,482.50,0.00,31.25,5.21
1.552,0.00,9.58,685.00,0.00,30.00,5.21
1.592,-1.25,9.80,418.75,0.00,30.00,5.21
1.629,0.00,10.03,895.00,0.00,31.25,5.21
1.668,0.00,10.22,907.50,0.00,33.75,5.21
1.707,0.00,11.73,66.25,0.00,25.00,5.21
1.744,0.00,10.60,667.50,1.23,30.00,5.21
1.782,1.25,9.77,781.25,0.00,32.50,5.21
1.819,1.25,9.98,898.75,0.00,32.50,5.21
1.857,0.00,11.08,855.00,0.00,30.00,5.21
1.893,2.50,10.25,391.25,0.00,30.00,5.21
1.933,2.50,10.25,121.25,0.00,31.25,5.21
1.971,0.00,9.66,550.00,2.31,30.00,5.21
2.006,0.00,9.82,283.75,0.00,32.50,5.21
2.053,-1.25,9.95,898.75,0.00,31.25,5.21
2.091,-1.25,10.15,867.50,0.00,31.25,5.21
2.129,13.75,10.69,676.25,0.00,30.00,5.21
2.167,2.50,10.25,667.50,0.99,30.00,5.21
2.207,1.25,9.72,65.00,0.00,32.50,5.21
2.245,1.25,9.84,886.25,0.63,33.75,5.21
2.283,1.25,10.25,723.75,0.00,31.25,5.21
2.321,13.75,10.36,865.00,0.00,1108.75,4.97
2.360,0.00,10.25,673.75,0.00,482.50,5.21
2.399,-1.25,10.25,195.00,1.13,28.75,4.98
2.440,0.00,9.69,67.50,0.00,31.25,4.84
2.479,1.25,9.80,816.25,0.00,31.25,4.72
2.520,1.25,9.92,891.25,0.00,31.25,4.98
2.561,6.25,10.08,806.25,0.00,32.50,5.21
2.603,1.25,10.18,902.50,0.00,23.75,5.21
2.644,1.25,10.79,897.50,0.00,28.75,5.21
2.684,2.50,10.25,481.25,0.00,31.25,5.21
2.721,1.25,9.59,717.50,0.00,32.50,5.21
2.759,-1.25,9.76,890.00,1.57,32.50,5.21
