elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,2.50,10.26,820.00,1.55,31.25,5.06
0.063,1.25,10.06,592.50,0.00,32.50,5.21
0.093,-12.50,11.61,685.00,0.00,30.00,5.21
0.133,-1.25,10.49,98.75,1.31,32.50,5.21
0.174,0.00,9.99,525.00,2.25,28.75,5.02
0.197,1.25,10.68,903.75,0.00,26.25,4.80
0.222,1.25,9.83,700.00,0.00,32.50,5.21
0.253,0.00,10.22,586.25,0.00,30.00,4.34
0.277,6.25,10.45,65.00,0.00,661.25,5.22
0.299,1.25,10.45,910.00,0.00,1091.25,5.22
0.321,1.25,9.79,-25.00,0.00,693.75,5.21
0.343,2.50,10.45,798.75,0.00,30.00,5.21
0.365,2.50,9.92,765.00,0.00,32.50,5.21
0.386,11.25,10.45,631.25,0.00,31.25,5.21
0.408,1.25,10.19,861.25,0.00,31.25,5.21
0.430,1.25,10.57,675.00,0.00,32.50,5.21
0.452,0.00,10.11,727.50,0.00,30.00,5.21
0.475,1.25,11.87,581.25,1.21,31.25,4.49
0.498,0.00,10.23,905.00,0.00,1595.00,4.45
0.519,5.00,10.45,552.50,0.00,1995.00,5.21
0.542,0.00,10.25,781.25,0.00,32.50,5.21
0.565,2.50,11.97,666.25,0.00,31.25,5.21
0.589,0.00,10.33,907.50,0.00,31.25,5.21
0.614,1.25,10.99,666.25,0.00,32.50,4.59
0.640,0.00,10.16,870.00,0.00,30.00,5.21
0.674,0.00,10.72,831.25,0.00,32.50,5.21
0.712,1.25,11.96,508.75,0.00,35.00,5.21
0.751,1.25,9.80,640.00,1.58,26.25,5.21
0.784,0.00,10.24,356.25,0.00,31.25,5.21
0.815,1.25,10.45,597.50,0.00,31.25,5.21
0.844,1.25,9.94,366.25,0.00,31.25,5.21
0.868,1.25,10.45,910.00,0.00,32.50,5.16
0.896,0.00,9.89,732.50,0.00,2306.25,5.21
0.925,1.25,10.25,548.75,0.00,31.25,5.21
0.954,5.00,10.46,265.00,0.00,32.50,5.11
0.980,0.00,10.21,833.75,0.00,32.50,5.21
1.014,0.00,10.45,835.00,0.00,31.25,5.21
1.049,0.00,10.46,-3.75,0.00,28.75,5.22
1.083,1.25,9.98,847.50,0.00,31.25,5.21
1.116,1.25,10.35,528.75,0.00,32.50,5.21
1.153,-3.75,11.65,525.00,0.00,32.50,5.21
1.192,3.75,10.46,36.25,0.00,1163.75,5.21
1.226,-1.25,9.98,308.75,1.49,31.25,4.48
1.260,0.00,10.38,293.75,0.00,32.50,5.21
1.294,6.25,10.46,75.00,0.00,30.00,4.81
1.318,-2.50,10.17,843.75,0.00,86.25,5.21
1.342,15.00,10.46,292.50,0.00,30.00,5.21
1.369,-1.25,10.04,498.75,0.00,31.25,4.48
1.400,2.50,10.44,848.75,0.00,31.25,5.21
1.431,1.25,12.13,665.00,0.00,2313.75,5.21
1.463,1.25,10.15,896.25,0.00,30.00,5.21
1.492,1.25,10.45,171.25,0.00,31.25,5.13
1.519,2.50,9.90,426.25,0.00,31.25,5.21
1.549,0.00,10.52,910.00,0.00,31.25,5.21
1.575,0.00,10.52,-2.50,1.32,32.50,5.21
1.608,0.00,10.07,821.25,0.00,32.50,5.21
1.633,1.25,11.55,670.00,0.00,32.50,4.95
1.657,0.00,10.16,897.50,0.00,26.25,5.21
1.683,0.00,10.44,316.25,0.00,31.25,5.21
1.711,1.25,9.94,690.00,0.00,710.00,5.21
1.745,1.25,10.28,910.00,0.00,30.00,5.21
1.779,-2.50,10.47,46.25,0.00,2038.75,5.21
1.803,2.50,10.06,895.00,0.00,32.50,5.21
1.833,3.75,10.44,586.25,0.00,25.00,4.99
1.861,2.50,10.46,662.50,1.98,30.00,5.21
1.904,1.25,9.97,370.00,0.00,31.25,5.21
1.937,-2.50,10.37,845.00,0.00,1656.25,5.22
1.960,1.25,10.01,61.25,0.00,50.00,5.21
1.984,1.25,11.71,911.25,0.00,32.50,5.21
2.009,1.25,10.54,208.75,0.44,32.50,5.21
2.033,0.00,10.34,910.00,0.00,30.00,5.21
2.056,1.25,9.79,-141.25,0.00,31.25,4.57
2.078,2.50,10.45,792.50,0.00,710.00,5.22
2.100,2.50,9.89,888.75,0.00,880.00,5.21
2.123,2.50,12.02,633.75,0.00,32.50,5.21
2.154,0.00,10.08,542.50,0.00,26.25,4.67
2.179,-11.25,10.34,636.25,0.00,2588.75,5.21
2.209,-1.25,10.46,535.00,1.32,30.00,5.21
2.234,1.25,10.26,898.75,0.00,31.25,5.21
2.264,-2.50,11.55,120.00,0.00,32.50,5.21
2.296,1.25,9.80,173.75,0.00,28.75,4.46
2.319,-2.50,10.44,832.50,0.00,2105.00,5.22
2.341,0.00,9.92,876.25,1.45,32.50,5.21
2.363,6.25,10.47,740.00,0.00,32.50,5.21
2.386,0.00,9.91,747.50,0.00,31.25,5.21
2.409,0.00,10.95,576.25,1.29,32.50,5.21
2.431,1.25,10.03,423.75,0.00,31.25,5.21
2.453,0.00,10.45,86.25,0.00,31.25,5.21
2.475,1.25,10.15,747.50,0.00,27.50,5.22
2.500,0.00,12.16,685.00,0.00,33.75,5.21
2.523,1.25,10.15,905.00,0.00,31.25,5.21
2.546,13.75,10.46,13.75,0.00,32.50,5.21
2.569,1.25,10.18,853.75,0.00,31.25,5.21
2.592,1.25,10.46,480.00,1.14,31.25,4.57
2.618,0.00,10.07,900.00,0.00,32.50,5.21
2.654,1.25,10.50,905.00,0.00,275.00,5.21
2.686,106.25,10.52,681.25,1.15,31.25,5.21
2.717,1.25,10.09,536.25,0.00,31.25,5.21
2.749,0.00,10.94,822.50,0.00,31.25,5.21
2.779,1.25,10.50,5.00,0.00,30.00,5.21
2.809,0.00,10.14,368.75,0.00,30.00,5.22
2.843,-2.50,12.16,650.00,1.47,32.50,5.21
2.869,0.00,9.86,348.75,0.00,30.00,5.05
2.900,1.25,10.30,218.75,0.00,32.50,5.21
2.936,3.75,10.45,137.50,0.00,27.50,5.21
2.968,0.00,9.84,511.25,0.00,32.50,4.52
2.997,1.25,10.21,837.50,0.00,31.25,5.21
3.027,1.25,10.66,351.25,0.00,32.50,5.21
3.054,-1.25,10.09,907.50,0.00,2325.00,5.21
3.083,1.25,12.04,558.75,0.00,32.50,5.21
3.107,-1.25,10.13,832.50,0.00,30.00,5.21
3.136,0.00,10.39,901.25,0.00,28.75,5.21
3.172,1.25,11.56,23.75,0.00,30.00,5.21
3.208,1.25,9.91,662.50,0.00,26.25,5.21
