Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.020,-1.25,10.1225,-1.25,9.12125,0.0,0.0
0.031,0.0,10.115,0.0,9.0375,0.0,0.0
0.041,2.5,10.11375,-5.0,8.8675,0.0,0.0
0.052,1.25,10.120000000000001,42.5,5.87125,0.0,0.0
0.062,0.0,10.11125,707.5,8.61,0.0,0.0
0.072,1.25,10.11125,3268.75,8.36125,0.0,0.0
0.082,-1.25,10.115,3383.75,8.352500000000001,0.0,0.0
0.093,0.0,10.115,3421.25,8.3375,0.0,0.0
0.103,0.0,10.1125,3443.75,8.34375,0.0,0.0
0.113,1.25,10.12125,3457.5,8.40375,-1.25,0.0
0.124,-1.25,10.11875,3142.5,8.3325,-1.25,0.0
0.134,1.25,10.11125,1.25,9.12375,-1.25,0.0
0.144,-1.25,10.1225,-2.5,9.135,-1.25,0.0
0.154,1.25,10.11625,-2.5,9.135,-1.25,0.0
0.165,-1.25,10.120000000000001,-2.5,9.04625,0.0,0.0
0.175,0.0,10.11625,0.0,8.8025,0.0,0.0
0.185,1.25,10.1225,0.0,9.08625,0.0,0.0
0.196,1.25,10.1175,0.0,8.9525,0.0,0.0
0.206,1.25,10.1175,-1.25,8.80375,0.0,0.0
0.216,-1.25,10.11875,-1.25,8.80375,0.0,0.0025
0.226,-1.25,10.120000000000001,0.0,8.977500000000001,0.0,0.0025
0.237,0.0,10.11625,-2.5,8.85,0.0,0.0025
0.247,1.25,10.1175,1.25,9.120000000000001,0.0,0.0025
0.257,0.0,10.11125,-1.25,9.0275,0.0,0.0025
0.268,0.0,10.11625,-7.5,8.84375,0.0,0.0
0.278,2.5,10.120000000000001,1.25,9.11375,0.0,0.0
0.288,1.25,10.11625,0.0,9.05,0.0,0.0
0.298,1.25,10.11375,-1.25,8.88875,0.0,0.0
0.309,1.25,10.11375,0.0,9.13625,0.0,0.0
0.319,1.25,10.1125,0.0,9.13625,1.25,0.00375
0.329,0.0,10.11875,-1.25,8.9125,1.25,0.00375
0.340,-1.25,10.11625,-2.5,8.78875,1.25,0.00375
0.350,2.5,10.11625,-3.75,9.0925,1.25,0.00375
0.360,0.0,10.12125,-1.25,8.9375,1.25,0.00375
0.370,0.0,10.1175,-2.5,8.81125,0.0,0.0
0.381,-1.25,10.12625,-1.25,9.11875,0.0,0.0
0.391,1.25,10.11625,0.0,9.0175,0.0,0.0
0.401,0.0,10.11875,0.0,8.8625,0.0,0.0
0.412,0.0,10.11875,0.0,9.137500000000001,0.0,0.0
0.422,-1.25,10.115,0.0,9.0025,-1.25,0.0025
0.432,0.0,10.1175,-2.5,8.883750000000001,-1.25,0.0025
0.442,1.25,10.120000000000001,-1.25,9.045,-1.25,0.0025
0.453,0.0,10.12125,2.5,9.06125,-1.25,0.0025
0.465,0.0,10.12125,2.5,9.06125,-1.25,0.0025
0.476,0.0,10.11875,-1.25,9.135,0.0,0.0025
0.486,-1.25,10.11375,-1.25,9.135,0.0,0.0025
0.496,1.25,10.120000000000001,-1.25,8.9975,0.0,0.0025
0.506,0.0,10.11625,-3.75,8.84125,0.0,0.0025
0.517,-1.25,10.1175,0.0,9.15625,-1.25,0.005
0.527,-1.25,10.120000000000001,-1.25,9.02,-1.25,0.005
0.537,1.25,10.115,-1.25,8.807500000000001,-1.25,0.005
0.548,1.25,10.11625,0.0,9.106250000000001,-1.25,0.005
0.558,0.0,10.11125,1.25,8.98375,-1.25,0.005
0.568,0.0,10.1225,1.25,8.98375,0.0,0.00125
0.578,-1.25,10.11375,0.0,9.11875,0.0,0.00125
0.589,2.5,10.11125,1.25,9.008750000000001,0.0,0.00125
0.599,0.0,10.12875,-1.25,8.88625,0.0,0.00125
0.609,0.0,10.12875,-1.25,9.11125,0.0,0.00125
0.620,1.25,10.11625,-2.5,9.106250000000001,0.0,0.00125
0.630,0.0,10.115,0.0,8.852500000000001,0.0,0.00125
0.641,0.0,10.11875,0.0,8.637500000000001,0.0,0.00125
0.651,-1.25,10.1125,51.25,9.11,0.0,0.00125
0.662,-1.25,10.1125,0.0,9.105,0.0,0.00125
0.672,0.0,10.11875,-1.25,8.8,0.0,0.00375
0.682,1.25,10.11875,0.0,8.64875,0.0,0.00375
0.692,1.25,10.1175,-1.25,9.11625,0.0,0.00375
0.703,2.5,10.1225,-1.25,9.0875,0.0,0.00375
0.713,2.5,10.1225,-1.25,8.8625,0.0,0.00375
0.723,1.25,10.11875,0.0,8.54125,0.0,0.00125
0.733,2.5,10.120000000000001,1.25,9.06875,0.0,0.00125
0.744,2.5,10.11875,0.0,9.09875,0.0,0.00125
0.754,0.0,10.115,-2.5,8.9075,0.0,0.00125
0.765,1.25,10.12125,-2.5,8.6975,0.0,0.0
0.775,1.25,10.1125,1.25,9.11875,0.0,0.0
0.785,1.25,10.115,-1.25,9.085,0.0,0.0
0.795,0.0,10.12125,-1.25,8.90625,0.0,0.0
0.806,2.5,10.11625,0.0,8.64,0.0,0.0
0.816,2.5,10.11625,0.0,9.11125,0.0,0.0025
0.826,1.25,10.12125,-1.25,9.03625,0.0,0.0025
0.837,1.25,10.11625,-1.25,8.87125,0.0,0.0025
0.847,1.25,10.115,0.0,8.66,0.0,0.0025
0.857,0.0,10.1075,-1.25,9.1275,0.0,0.0025
0.867,0.0,10.120000000000001,8.75,9.09375,0.0,0.00375
0.878,1.25,10.11375,0.0,8.87125,0.0,0.00375
0.888,0.0,10.11625,1.25,8.645,0.0,0.00375
0.898,0.0,10.11625,1.25,9.106250000000001,0.0,0.00375
0.909,0.0,10.120000000000001,1.25,9.106250000000001,0.0,0.00375
0.919,1.25,10.11875,0.0,8.8025,0.0,0.00375
0.929,0.0,10.11,-1.25,8.5475,0.0,0.00375
0.939,1.25,10.1175,-1.25,9.10125,0.0,0.00375
0.950,0.0,10.1175,-1.25,8.87125,0.0,0.00375
0.960,1.25,10.11375,-1.25,8.87125,0.0,0.00375
0.970,0.0,10.11875,-1.25,8.55,0.0,0.00375
0.981,1.25,10.120000000000001,0.0,9.11125,0.0,0.00375
0.991,0.0,10.1125,-2.5,8.87875,0.0,0.00375
1.001,0.0,10.11625,-2.5,8.87875,0.0,0.00375
1.012,2.5,10.11375,0.0,8.56125,0.0,0.00375
1.022,0.0,10.12625,0.0,8.55375,-2.5,0.005
1.033,0.0,10.11375,3338.75,8.3475,-2.5,0.005
1.043,1.25,10.11625,3338.75,8.3475,-2.5,0.005
1.053,0.0,10.11375,3405.0,8.355,-2.5,0.005
1.063,0.0,10.11375,3407.5,8.33625,-2.5,0.005
1.074,0.0,9.5,3407.5,8.33625,-1.25,0.005
1.084,3452.5,9.23875,3468.75,8.33625,-1.25,0.005
1.094,3620.0,9.315,3461.25,8.38625,-1.25,0.005
1.105,3397.5,9.227500000000001,0.0,9.11,-1.25,0.005
1.115,4028.75,9.1525,-3.75,9.10125,0.0,0.0
1.126,4113.75,9.13625,-5.0,9.10875,0.0,0.0
1.136,4160.0,9.12875,0.0,9.06875,0.0,0.0
1.146,4142.5,9.12625,1.25,8.80375,0.0,0.0
1.156,4116.25,9.1325,0.0,8.605,0.0,0.0
1.167,4166.25,9.12125,0.0,8.605,-1.25,0.00375
1.177,4161.25,9.133750000000001,-3.75,8.99625,-1.25,0.00375
1.187,4167.5,9.13,-2.5,8.77125,-1.25,0.00375
1.197,4108.75,9.12625,0.0,7.72375,-1.25,0.00375
1.208,4077.5,9.12875,-5.0,9.0775,-1.25,0.00375
1.218,4163.75,9.125,-5.0,9.0775,-1.25,0.0025
1.228,4118.75,9.13125,-1.25,8.2525,-1.25,0.0025
1.239,4165.0,9.1325,1.25,8.51,-1.25,0.0025
1.249,4166.25,9.125,0.0,9.115,-1.25,0.0025
1.259,4166.25,9.125,0.0,9.005,-1.25,0.0025
1.269,4137.5,9.12875,-7.5,8.76375,0.0,0.00125
1.280,4147.5,9.135,-5.0,8.55875,0.0,0.00125
1.290,4092.5,9.13125,-1.25,9.09875,0.0,0.00125
1.300,4163.75,9.13125,-1.25,9.02875,0.0,0.00125
1.310,4163.75,9.13125,-2.5,8.7925,0.0,0.00125
1.321,4165.0,9.13125,0.0,9.040000000000001,0.0,0.00375
1.331,4093.75,9.13,1.25,9.13125,0.0,0.00375
1.341,4142.5,9.13125,0.0,8.96875,0.0,0.00375
1.351,4160.0,9.12625,-106.25,8.57375,0.0,0.00375
1.362,4160.0,9.12625,2.5,8.505,0.0,0.00375
1.372,4161.25,9.1275,-1.25,9.0775,-1.25,0.00375
1.383,4138.75,9.13,-7.5,8.975,-1.25,0.00375
1.393,4160.0,9.1325,0.0,8.795,-1.25,0.00375
1.403,4166.25,9.1325,-6.25,8.51125,-1.25,0.00375
1.413,4166.25,9.1325,-192.5,9.11,-1.25,0.00375
1.424,4170.0,9.13125,0.0,8.9225,0.0,0.00125
1.434,4156.25,9.12875,20.0,8.59,0.0,0.00125
1.444,4173.75,9.145,8.75,9.11125,0.0,0.00125
1.454,1.25,10.1225,8.75,9.11125,0.0,0.00125
1.465,0.0,10.1225,-1.25,9.045,0.0,0.00125
1.475,0.0,10.1175,-6.25,8.66,0.0,0.0
1.485,0.0,10.11625,2.5,9.135,0.0,0.0
1.495,1.25,10.12375,-2.5,9.03125,0.0,0.0
1.506,1.25,10.11875,0.0,8.815,0.0,0.0
1.516,1.25,10.120000000000001,0.0,8.815,0.0,0.0
1.526,0.0,10.1175,1.25,9.10375,0.0,0.00375
1.537,1.25,10.11375,-1.25,9.03875,0.0,0.00375
1.547,1.25,10.1175,-1.25,8.76875,0.0,0.00375
1.557,-1.25,10.120000000000001,0.0,8.495000000000001,0.0,0.00375
1.567,0.0,10.11125,0.0,8.495000000000001,0.0,0.005
1.578,0.0,10.1175,0.0,9.0975,0.0,0.005
1.588,1.25,10.115,0.0,8.775,0.0,0.005
1.599,1.25,10.120000000000001,-1.25,8.51625,0.0,0.005
1.609,0.0,10.1175,-6.25,9.11125,0.0,0.005
1.619,1.25,10.10875,-1.25,9.005,-1.25,0.0025
1.629,1.25,10.10875,1.25,8.84625,-1.25,0.0025
1.640,0.0,10.11875,0.0,8.52375,-1.25,0.0025
1.650,0.0,10.115,-2.5,9.105,-1.25,0.0025
1.660,2.5,10.1125,1.25,9.012500000000001,-1.25,0.0025
1.670,0.0,10.11875,1.25,9.012500000000001,0.0,0.00375
1.681,0.0,10.1175,1.25,8.685,0.0,0.00375
1.691,1.25,10.125,-1.25,9.10125,0.0,0.00375
1.701,0.0,10.1075,3.75,9.015,0.0,0.00375
1.711,-1.25,10.1175,0.0,8.790000000000001,0.0,0.00375
1.722,0.0,10.1225,0.0,8.790000000000001,0.0,0.005
1.732,0.0,10.11125,1.25,9.1075,0.0,0.005
1.742,0.0,10.1175,-2.5,9.0225,0.0,0.005
1.752,1.25,10.11375,-1.25,8.8,0.0,0.005
1.763,0.0,10.11875,0.0,8.5375,0.0,0.005
1.773,2.5,10.11625,0.0,8.5375,0.0,0.005
1.783,1.25,10.11125,-1.25,9.01875,0.0,0.005
1.793,1.25,10.120000000000001,-3.75,8.807500000000001,0.0,0.005
1.804,1.25,10.120000000000001,1.25,8.53875,0.0,0.005
1.814,1.25,10.120000000000001,-2.5,9.09625,0.0,0.005
1.824,0.0,10.1225,-2.5,9.09625,-1.25,0.00375
1.834,1.25,10.11125,2.5,8.75,-1.25,0.00375
1.845,1.25,10.120000000000001,-1.25,8.5425,-1.25,0.00375
1.855,1.25,10.120000000000001,0.0,9.10375,-1.25,0.00375
1.865,0.0,10.11625,0.0,8.98375,-1.25,0.00375
1.875,1.25,10.120000000000001,-1.25,8.70625,-1.25,0.00375
1.886,1.25,10.11875,0.0,8.4975,-1.25,0.00375
1.896,2.5,10.1175,-1.25,9.08125,-1.25,0.00375
1.906,1.25,10.1175,0.0,8.99375,-1.25,0.00375
1.916,1.25,10.1175,0.0,8.72125,-1.25,0.00375
1.927,1.25,10.11375,-1.25,9.1225,-1.25,0.00375
1.937,0.0,10.11625,-1.25,9.102500000000001,-1.25,0.00375
1.947,0.0,10.11875,-1.25,8.99375,-1.25,0.00375
1.958,0.0,10.1175,0.0,8.776250000000001,-1.25,0.00375
1.968,0.0,10.1175,-1.25,9.16,-1.25,0.00375
1.978,1.25,10.12375,-1.25,9.106250000000001,0.0,0.0075
1.988,2.5,10.11625,695.0,7.5512500000000005,0.0,0.0075
1.999,1.25,10.1175,1460.0,0.0,0.0,0.0075
2.009,0.0,10.11625,31.25,0.0,0.0,0.0075
2.019,1.25,10.1075,2386.25,8.42,0.0,0.00125
2.030,1.25,10.105,3397.5,8.35125,0.0,0.00125
2.040,0.0,10.120000000000001,3408.75,8.13125,0.0,0.00125
2.050,1.25,10.11375,3412.5,8.34875,0.0,0.00125
2.060,0.0,10.1125,3085.0,8.338750000000001,0.0,0.00125
2.071,1.25,10.115,3085.0,8.338750000000001,0.0,0.00625
2.081,886.25,9.3625,3275.0,8.3375,0.0,0.00625
2.091,3633.75,9.24125,2421.25,8.338750000000001,0.0,0.00625
2.102,3313.75,9.33375,3488.75,8.32,0.0,0.00625
2.112,3782.5,9.17375,-2.5,9.133750000000001,0.0,0.00625
2.122,4036.25,9.13125,-1.25,9.12875,1.25,0.00625
2.133,4140.0,9.13625,-3.75,9.1,1.25,0.00625
2.143,4165.0,9.133750000000001,-1.25,8.945,1.25,0.00625
2.154,4158.75,9.120000000000001,0.0,8.8675,1.25,0.00625
2.164,4161.25,9.12125,0.0,9.09625,-1.25,0.0025
2.174,4165.0,9.13,0.0,8.95625,-1.25,0.0025
2.185,4166.25,9.12625,-6.25,8.8625,-1.25,0.0025
2.195,4175.0,9.12375,-12.5,9.11875,-1.25,0.0025
2.205,4125.0,9.125,0.0,8.99,-1.25,0.0025
2.215,4125.0,9.125,-1.25,8.8125,-1.25,0.005
2.226,4160.0,9.125,-2.5,9.115,-1.25,0.005
2.236,4160.0,9.135,-15.0,9.015,-1.25,0.005
2.246,4175.0,9.13125,0.0,8.88875,-1.25,0.005
2.256,4175.0,9.13125,-1.25,9.1425,-1.25,0.005
2.267,4122.5,9.12875,0.0,9.08625,0.0,0.00375
2.277,4170.0,9.137500000000001,2.5,8.885,0.0,0.00375
2.287,4162.5,9.133750000000001,-8.75,9.12875,0.0,0.00375
2.298,4162.5,9.125,-1.25,9.08625,0.0,0.00375
2.308,4121.25,9.133750000000001,2.5,8.965,0.0,0.00375
2.318,4121.25,9.133750000000001,-6.25,8.78375,0.0,0.005
2.328,4165.0,9.106250000000001,5.0,9.08125,0.0,0.005
2.338,4163.75,9.13125,-1.25,8.99375,0.0,0.005
2.349,4107.5,9.1225,-1.25,8.870000000000001,0.0,0.005
2.359,4088.75,9.1325,1.25,9.151250000000001,0.0,0.005
2.369,4088.75,9.1325,-46.25,8.97625,1.25,0.00125
2.380,4160.0,9.133750000000001,-1.25,8.838750000000001,1.25,0.00125
2.390,4161.25,9.1275,-1.25,9.14,1.25,0.00125
2.400,4163.75,9.13,-1.25,9.057500000000001,1.25,0.00125
2.410,4166.25,9.13125,-1.25,8.9475,1.25,0.00125
2.421,4166.25,9.13125,36.25,9.11,1.25,0.00375
2.431,4166.25,9.13625,0.0,9.04625,1.25,0.00375
2.441,4148.75,9.12625,-1.25,8.865,1.25,0.00375
2.451,4128.75,9.55125,-5.0,9.12625,1.25,0.00375
2.462,0.0,10.1225,-5.0,9.12625,1.25,0.00375
2.472,0.0,10.1225,-1.25,9.008750000000001,1.25,0.00375
2.482,1.25,10.120000000000001,-1.25,8.8,1.25,0.0
2.493,1.25,10.1225,-1.25,9.12125,1.25,0.0
2.503,0.0,10.12125,1.25,8.91375,1.25,0.0
2.513,1.25,10.1175,1.25,8.91375,1.25,0.0
2.524,1.25,10.11,2.5,9.1275,0.0,0.0025
2.534,0.0,10.115,0.0,8.9275,0.0,0.0025
2.544,-1.25,10.11625,0.0,8.8125,0.0,0.0025
2.554,0.0,10.115,-3.75,9.11,0.0,0.0025
2.565,-1.25,10.1175,-3.75,9.11,0.0,0.0025
2.575,-1.25,10.11875,-1.25,8.88625,0.0,0.0025
2.585,1.25,10.11375,0.0,9.11125,0.0,0.0025
2.595,1.25,10.115,1.25,9.10375,0.0,0.0025
2.606,-1.25,10.115,1.25,8.84125,0.0,0.0025
2.616,0.0,10.11875,1.25,8.84125,0.0,0.0025
2.626,1.25,10.120000000000001,-1.25,9.09625,-1.25,0.00375
2.637,0.0,10.1175,-5.0,9.105,-1.25,0.00375
2.647,0.0,10.1175,1.25,8.8475,-1.25,0.00375
2.657,2.5,10.11375,0.0,8.6325,-1.25,0.00375
2.667,2.5,10.120000000000001,0.0,9.09875,-1.25,0.00375
2.678,1.25,10.1175,1.25,9.02,-1.25,0.0025
2.688,1.25,10.12375,-2.5,8.8575,-1.25,0.0025
2.698,-1.25,10.115,-1.25,8.6425,-1.25,0.0025
2.708,0.0,10.11625,-1.25,9.09625,-1.25,0.0025
2.719,0.0,10.11625,-2.5,9.0225,-1.25,0.0025
2.729,2.5,10.1175,0.0,8.75125,0.0,0.0025
2.739,1.25,10.11875,-1.25,8.59625,0.0,0.0025
2.749,1.25,10.11875,-1.25,9.115,0.0,0.0025
2.760,0.0,10.115,0.0,9.0775,0.0,0.0025
2.770,0.0,10.11875,0.0,9.0775,-1.25,0.0025
2.780,0.0,10.115,-1.25,8.53875,-1.25,0.0025
2.790,1.25,10.120000000000001,0.0,9.11125,-1.25,0.0025
2.801,1.25,10.120000000000001,-3.75,9.01375,-1.25,0.0025
2.811,-1.25,10.11375,-1.25,8.79625,-1.25,0.0025
2.822,-1.25,10.11375,-1.25,8.86875,-1.25,0.0025
2.832,0.0,10.1175,-2.5,9.095,-1.25,0.0025
2.842,1.25,10.11625,-1.25,9.09375,-1.25,0.0025
2.853,1.25,10.1175,-1.25,8.80875,-1.25,0.0025
2.863,0.0,10.120000000000001,0.0,8.59625,-1.25,0.0025
2.873,0.0,10.120000000000001,-1.25,9.1075,-1.25,0.0
2.884,0.0,10.1175,-5.0,9.012500000000001,-1.25,0.0
2.894,1.25,10.12125,1.25,8.85125,-1.25,0.0
