elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,10.35,561.25,1.43,30.00,5.12
0.058,0.00,11.78,658.75,0.00,31.25,5.21
0.114,-3.75,12.02,910.00,0.00,30.00,5.21
0.171,-1.25,10.75,908.75,0.00,31.25,5.21
0.228,1.25,10.21,748.75,0.00,32.50,5.21
0.285,1.25,9.99,807.50,0.43,31.25,5.21
0.344,-1.25,12.03,662.50,0.00,31.25,5.21
0.404,1.25,11.75,267.50,0.00,32.50,5.21
0.461,0.00,10.59,636.25,0.00,28.75,5.21
0.520,2.50,10.30,730.00,0.00,31.25,5.21
0.577,0.00,10.09,630.00,0.00,31.25,5.21
0.635,1.25,9.90,533.75,0.51,32.50,5.21
0.691,1.25,10.42,655.00,0.00,33.75,5.21
0.748,0.00,10.43,515.00,0.00,1505.00,4.97
0.812,4132.50,10.78,11.25,0.00,31.25,5.21
0.869,4407.50,9.56,387.50,1.01,541.25,5.21
0.924,4423.75,9.50,477.50,0.00,27.50,5.21
0.982,3965.00,9.51,465.00,0.00,31.25,5.21
1.043,4397.50,10.50,562.50,0.00,447.50,5.21
1.105,0.00,10.64,211.25,0.00,31.25,5.30
1.160,1.25,10.21,792.50,0.00,31.25,4.91
1.217,2.50,10.45,830.00,0.00,30.00,5.21
1.275,1.25,10.08,172.50,0.00,30.00,5.21
1.337,-2.50,10.16,825.00,0.00,23.75,5.21
1.408,2.50,10.85,690.00,0.00,31.25,5.21
1.473,0.00,10.42,692.50,0.00,31.25,5.21
1.531,0.00,11.64,892.50,0.00,1316.25,4.94
1.592,4207.50,9.63,480.00,0.00,348.75,5.21
1.649,4390.00,9.49,397.50,0.00,27.50,5.21
1.711,4437.50,10.35,363.75,0.00,28.75,5.21
1.769,4438.75,9.82,-52.50,0.00,31.25,5.21
1.829,4443.75,10.74,367.50,0.00,31.25,5.21
1.886,4372.50,10.44,35.00,0.00,28.75,5.21
1.944,4093.75,10.54,582.50,0.00,323.75,4.98
2.004,0.00,10.28,556.25,0.00,27.50,5.21
2.064,3.75,10.15,905.00,0.00,31.25,5.21
2.121,0.00,11.23,620.00,0.00,31.25,5.21
2.179,-6.25,10.40,907.50,0.00,31.25,5.21
2.242,3966.25,10.19,143.75,0.00,31.25,4.76
2.303,4403.75,9.46,346.25,0.00,30.00,4.74
2.357,4471.25,9.50,362.50,0.32,31.25,4.90
2.418,4460.00,9.49,336.25,0.42,31.25,5.21
2.476,4466.25,9.82,98.75,0.00,31.25,5.21
2.537,3828.75,10.67,-11.25,0.00,32.50,5.21
2.594,4480.00,10.47,181.25,0.00,32.50,5.21
2.654,4280.00,10.60,486.25,0.00,32.50,5.21
2.711,4462.50,10.60,15.00,0.00,32.50,5.21
2.770,3707.50,9.46,483.75,0.03,32.50,5.21
2.834,4432.50,10.43,-43.75,0.00,32.50,5.21
2.899,4361.25,9.45,336.25,1.01,31.25,5.21
2.958,4481.25,10.25,363.75,0.00,26.25,5.21
3.025,4478.75,9.46,442.50,0.63,30.00,5.21
3.084,4466.25,9.66,162.50,0.00,28.75,5.21
3.145,4457.50,10.61,48.75,0.00,32.50,5.21
3.203,4443.75,10.24,20.00,0.00,32.50,5.21
3.265,0.00,10.41,325.00,0.94,913.75,4.98
3.325,4256.25,9.47,126.25,0.60,1921.25,5.21
3.386,4413.75,9.50,131.25,0.77,30.00,5.21
3.442,4430.00,9.46,482.50,0.00,32.50,5.21
3.500,4422.50,9.48,128.75,0.00,32.50,5.21
3.557,4428.75,9.44,475.00,0.00,28.75,5.21
3.619,4423.75,9.49,461.25,0.00,31.25,5.21
3.681,4428.75,9.45,350.00,1.05,32.50,5.21
3.740,4161.25,9.46,470.00,0.00,31.25,5.21
3.796,4066.25,10.71,-96.25,0.00,31.25,5.21
3.853,4332.50,9.49,10.00,0.67,30.00,5.21
3.909,4423.75,9.46,475.00,0.02,31.25,5.21
3.967,4416.25,9.79,-38.75,0.88,30.00,5.21
4.031,3978.75,9.45,325.00,1.11,32.50,5.21
4.090,4427.50,9.88,473.75,0.00,32.50,5.21
4.147,4376.25,9.45,330.00,1.09,31.25,5.21
4.209,4433.75,10.14,48.75,0.01,32.50,5.21
4.270,4098.75,9.45,423.75,0.00,1193.75,4.98
4.335,4425.00,9.60,-100.00,0.00,32.50,5.07
4.394,4401.25,10.59,-256.25,0.00,31.25,5.21
4.453,4390.00,10.19,-183.75,0.00,32.50,5.21
4.509,4425.00,9.43,400.00,0.70,31.25,5.21
4.566,4426.25,9.43,470.00,0.00,31.25,5.21
4.621,4077.50,10.44,438.75,0.00,31.25,5.21
4.678,4222.50,10.83,416.25,0.00,32.50,5.21
4.735,4353.75,9.48,33.75,0.00,31.25,5.21
4.792,4418.75,9.47,453.75,0.00,32.50,5.21
4.848,4037.50,9.44,465.00,0.00,31.25,5.21
4.906,4430.00,9.49,485.00,0.00,26.25,5.21
4.962,4012.50,10.13,181.25,0.00,32.50,5.21
5.019,4393.75,9.81,215.00,0.00,31.25,4.78
5.079,4352.50,10.68,201.25,0.00,31.25,5.21
5.135,4425.00,9.49,33.75,0.81,31.25,5.21
5.192,4426.25,9.44,455.00,0.48,35.00,5.20
5.247,3582.50,9.44,456.25,0.00,32.50,5.21
5.304,3930.00,9.89,453.75,0.48,1432.50,4.94
5.368,1.25,11.55,686.25,0.00,31.25,5.21
5.428,0.00,10.00,883.75,0.00,30.00,5.21
5.488,1.25,9.96,355.00,0.00,466.25,5.21
5.544,0.00,10.47,103.75,0.50,31.25,5.21
5.603,3.75,10.49,477.50,0.00,31.25,5.21
5.672,10.00,10.19,835.00,0.00,32.50,5.21
5.735,1.25,9.95,446.25,0.00,31.25,5.21
5.792,0.00,9.77,47.50,1.68,31.25,5.21
5.852,142.50,9.61,451.25,0.00,452.50,5.21
5.910,4321.25,10.47,242.50,0.59,1903.75,5.21
5.966,4422.50,9.48,258.75,0.00,26.25,5.20
6.024,4415.00,9.45,497.50,0.00,32.50,5.21
6.079,3981.25,10.08,438.75,0.00,32.50,5.21
6.137,4210.00,10.90,470.00,0.00,31.25,5.21
6.193,4415.00,9.60,451.25,0.83,32.50,5.21
6.253,7.50,10.59,905.00,0.00,637.50,5.21
6.311,1.25,10.09,185.00,0.00,1326.25,5.21
6.366,0.00,10.32,835.00,0.00,25.00,5.21
6.424,0.00,10.01,798.75,0.00,31.25,5.21
6.483,1.25,9.87,-6.25,0.00,1211.25,4.84
6.545,3655.00,10.95,43.75,0.00,31.25,5.21
6.601,4443.75,9.65,485.00,0.00,30.00,5.21
6.660,4437.50,10.44,56.25,0.67,31.25,5.25
6.716,4462.50,9.51,386.25,0.00,31.25,5.21
6.773,4453.75,9.44,500.00,0.00,30.00,5.21
6.830,4443.75,9.55,468.75,0.00,31.25,5.21
6.887,4350.00,9.45,501.25,0.00,32.50,5.21
6.946,4072.50,10.75,415.00,0.00,32.50,5.21
7.001,4456.25,9.49,-47.50,1.10,32.50,5.21
7.056,4068.75,9.45,478.75,0.00,31.25,5.21
7.111,4151.25,10.58,202.50,0.83,30.00,5.21
7.168,4400.00,9.49,8.75,0.83,27.50,5.21
7.224,4450.00,9.48,32.50,0.37,31.25,5.21
7.282,4457.50,9.46,375.00,0.53,31.25,5.21
7.338,4456.25,9.43,43.75,0.48,32.50,5.21
7.398,4455.00,9.48,-7.50,0.55,30.00,5.21
7.456,4450.00,9.45,477.50,0.00,30.00,5.21
7.511,4391.25,10.83,452.50,0.43,31.25,5.21
7.575,4152.50,9.61,50.00,0.59,32.50,5.21
7.633,4412.50,9.53,468.75,0.74,-38.75,5.21
7.689,4415.00,9.46,446.25,0.79,10.00,5.21
7.746,4035.00,9.45,462.50,0.00,27.50,5.21
7.804,4398.75,9.49,267.50,0.00,31.25,5.21
7.871,4408.75,9.44,452.50,0.98,31.25,5.21
7.932,4403.75,9.50,390.00,0.82,30.00,5.21
7.991,4422.50,9.92,22.50,0.00,30.00,5.21
8.051,4331.25,10.79,461.25,0.00,33.75,5.21
8.112,4413.75,9.43,237.50,0.00,32.50,5.21
8.172,4405.00,9.44,492.50,0.00,33.75,5.21
8.230,3855.00,9.44,491.25,0.00,32.50,5.21
8.286,3418.75,10.64,46.25,0.00,31.25,5.21
8.341,4408.75,10.38,13.75,0.00,30.00,5.21
8.400,4387.50,9.99,82.50,0.00,30.00,5.21
8.458,4408.75,9.67,422.50,0.79,30.00,5.21
8.513,4413.75,9.43,465.00,0.00,31.25,5.21
8.571,4420.00,9.47,401.25,0.59,860.00,5.00
8.631,4408.75,9.43,477.50,0.00,32.50,5.21
8.688,4416.25,9.59,480.00,0.00,25.00,5.20
8.743,3831.25,10.33,43.75,0.00,32.50,5.21
8.799,4412.50,9.43,338.75,1.08,30.00,5.21
8.855,4413.75,9.43,473.75,0.00,31.25,5.20
8.912,4016.25,9.43,460.00,0.00,32.50,5.21
8.970,3533.75,11.03,185.00,0.00,30.00,5.21
9.025,4355.00,10.68,28.75,0.98,25.00,5.21
9.082,4423.75,9.51,18.75,0.88,31.25,5.21
9.139,4401.25,10.04,82.50,0.95,30.00,5.21
9.200,4367.50,10.92,46.25,0.00,31.25,5.21
9.259,3837.50,9.54,-10.00,0.00,27.50,5.21
9.324,4412.50,9.48,-2.50,0.98,1108.75,4.99
9.381,4401.25,9.43,461.25,0.00,32.50,4.67
9.437,3951.25,9.45,476.25,0.00,31.25,4.88
9.495,3846.25,9.82,226.25,0.00,32.50,5.21
9.550,4405.00,10.19,-51.25,0.72,31.25,5.21
9.610,940.00,11.95,372.50,0.00,903.75,5.21
9.668,1.25,9.83,430.00,0.32,1001.25,5.20
9.724,1.25,10.25,58.75,0.00,30.00,5.20
9.780,1.25,10.37,686.25,0.00,30.00,5.21
9.835,13.75,11.70,3.75,0.00,31.25,5.21
9.895,0.00,10.46,772.50,0.00,28.75,5.21
9.964,1.25,9.96,318.75,1.07,32.50,5.21
10.022,1.25,9.83,262.50,0.00,32.50,5.21
10.079,1.25,10.44,672.50,0.00,30.00,4.79
10.140,1898.75,9.53,468.75,1.01,31.25,5.21
10.198,4451.25,9.54,402.50,0.00,31.25,4.78
10.258,4443.75,10.21,446.25,0.73,32.50,5.21
10.313,4450.00,9.43,470.00,0.00,32.50,5.21
10.370,3855.00,10.12,365.00,0.00,2.50,5.21
10.426,4125.00,9.99,41.25,0.00,28.75,5.21
10.484,4326.25,10.89,395.00,0.00,25.00,4.86
10.543,-12.50,10.30,747.50,0.00,32.50,5.21
10.599,-1.25,9.95,427.50,0.00,31.25,5.21
10.654,63.75,10.20,905.00,0.00,31.25,5.21
10.709,0.00,9.80,212.50,0.00,512.50,5.21
10.766,1.25,9.70,202.50,0.00,1660.00,4.90
10.826,3593.75,11.05,-5.00,0.00,23.75,5.21
10.883,4417.50,9.51,15.00,0.81,32.50,5.23
10.939,4457.50,9.46,490.00,0.28,31.25,5.21
10.996,4453.75,9.44,402.50,0.00,31.25,5.21
11.052,3987.50,10.66,17.50,0.00,31.25,5.21
11.107,4455.00,9.45,232.50,0.00,30.00,5.21
11.162,4438.75,9.43,483.75,0.00,31.25,5.21
11.218,3748.75,9.68,473.75,0.00,31.25,5.21
11.274,4446.25,10.32,30.00,0.85,32.50,5.21
11.331,4460.00,9.42,421.25,0.00,32.50,5.21
11.394,3530.00,9.43,443.75,0.00,30.00,5.21
11.452,3763.75,9.96,7.50,0.00,32.50,5.21
11.507,4452.50,10.22,453.75,0.00,31.25,5.21
11.569,4018.75,10.83,486.25,0.00,31.25,5.21
11.627,3991.25,9.43,448.75,0.00,31.25,5.21
11.682,4416.25,10.15,3.75,0.57,32.50,5.21
11.739,4440.00,9.43,346.25,0.58,31.25,5.21
11.797,4453.75,10.76,603.75,0.00,31.25,4.81
11.861,2936.25,9.77,446.25,0.00,30.00,5.14
11.917,3872.50,10.34,465.00,0.00,30.00,5.21
11.974,4396.25,10.90,-73.75,0.00,30.00,5.21
12.033,4421.25,10.57,98.75,0.00,31.25,5.21
12.092,4412.50,10.46,60.00,0.00,32.50,5.21
12.148,4411.25,9.47,320.00,0.67,27.50,5.21
12.204,4420.00,9.43,492.50,0.00,31.25,5.21
12.260,4363.75,10.06,438.75,0.00,31.25,5.21
12.318,4146.25,9.44,497.50,0.00,31.25,5.21
12.380,4417.50,9.45,478.75,0.00,31.25,5.21
12.436,3867.50,9.57,466.25,0.00,30.00,5.21
12.490,4412.50,10.31,36.25,0.00,31.25,5.21
12.549,4427.50,9.74,-50.00,0.00,32.50,5.21
12.606,4413.75,9.48,33.75,0.00,32.50,5.21
12.665,4345.00,9.51,17.50,0.83,31.25,5.21
12.721,4398.75,9.44,455.00,0.00,30.00,5.20
12.778,4422.50,9.42,413.75,0.84,30.00,5.21
12.840,3876.25,9.45,256.25,0.96,870.00,5.00
12.905,4425.00,9.46,227.50,0.72,32.50,5.21
12.964,4398.75,10.10,460.00,0.39,31.25,5.21
13.031,3967.50,10.19,473.75,1.03,33.75,5.21
13.096,4421.25,10.09,27.50,0.00,31.25,5.21
13.155,4401.25,9.42,446.25,1.12,31.25,5.21
13.211,4405.00,9.77,466.25,0.00,31.25,5.21
13.266,4406.25,10.19,81.25,0.87,31.25,5.21
13.327,3777.50,9.42,468.75,0.00,27.50,5.21
13.383,4315.00,10.61,96.25,0.70,32.50,5.21
13.439,4415.00,9.46,437.50,0.70,30.00,5.20
13.494,4128.75,9.42,457.50,0.00,30.00,5.21
13.551,4021.25,10.56,-97.50,0.00,30.00,5.21
13.607,4403.75,10.41,-131.25,0.00,176.25,5.00
13.665,4383.75,9.85,135.00,0.91,31.25,5.21
13.720,4403.75,9.43,466.25,0.00,30.00,5.03
13.776,3757.50,10.28,457.50,0.00,31.25,5.21
13.832,4125.00,10.91,58.75,0.00,32.50,5.21
13.893,1.25,10.37,642.50,0.00,30.00,5.21
13.950,1.25,10.36,633.75,0.00,31.25,5.21
14.010,8.75,10.36,690.00,0.00,28.75,5.21
14.066,1.25,11.58,422.50,0.00,25.00,5.21
14.122,0.00,10.48,812.50,0.00,31.25,5.21
14.196,0.00,10.38,266.25,0.00,32.50,5.21
14.270,0.00,10.50,901.25,0.00,32.50,5.21
14.333,1.25,10.19,892.50,0.00,32.50,5.21
