Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.021,1.25,10.05,1.25,10.84125,,
0.033,1.25,10.05,1.25,10.84125,0.0,0.0
0.050,1.25,10.05625,0.0,10.815,0.0,0.0
0.060,-1.25,10.057500000000001,0.0,10.42375,0.0,0.0
0.070,0.0,10.05375,198.75,10.28,0.0,0.0
0.081,2.5,10.055,3738.75,9.9875,0.0,0.0
0.091,2.5,10.05625,3606.25,9.98625,0.0,0.0
0.101,2.5,10.05125,3641.25,10.025,0.0,0.0
0.111,2.5,10.05125,3641.25,10.025,0.0,0.0
0.122,1.25,10.0475,3776.25,9.9625,0.0,0.0
0.132,2.5,10.0525,3843.75,9.963750000000001,0.0,0.0
0.142,1.25,10.05,3812.5,9.93875,0.0,0.0
0.152,0.0,10.05875,4051.25,9.89375,0.0,0.0
0.163,0.0,10.05875,4051.25,9.89375,0.0,0.0
0.173,1.25,10.05375,4038.75,9.91125,0.0,0.0
0.183,-1.25,10.07375,3845.0,9.91375,0.0,0.0
0.194,-1.25,10.06625,3591.25,9.91,0.0,0.0
0.204,0.0,10.0525,4082.5,9.93625,0.0,0.0
0.214,0.0,10.0525,4120.0,9.91625,0.0,0.0
0.224,-1.25,10.05625,3716.25,9.925,0.0,0.0
0.235,0.0,10.0475,3982.5,9.91125,0.0,0.0
0.245,1.25,10.05125,4103.75,9.8975,0.0,0.0
0.255,1.25,10.05625,4096.25,9.9075,0.0,0.0
0.266,1.25,10.05625,4102.5,9.901250000000001,0.0,0.0
0.276,1.25,10.05375,3741.25,9.91125,0.0,0.0
0.286,2.5,10.045,3898.75,9.91,0.0,0.0
0.297,1.25,10.05625,4088.75,9.90375,0.0,0.0
0.307,0.0,10.05625,4075.0,9.9225,0.0,0.0
0.318,0.0,10.05625,3918.75,9.93,0.0,0.0
0.328,0.0,10.05,4107.5,9.9125,0.0,0.0
0.338,1.25,10.05,4087.5,9.887500000000001,0.0,0.0
0.348,0.0,10.0525,4100.0,9.92625,0.0,0.0
0.359,1.25,10.06,4072.5,9.8,0.0,0.0
0.369,1.25,10.06,4091.25,10.045,-1.25,0.0
0.379,1.25,10.05,4118.75,9.90625,-1.25,0.0
0.390,2.5,10.057500000000001,4060.0,9.90625,-1.25,0.0
0.400,0.0,10.055,4060.0,9.90625,-1.25,0.0
0.410,1.25,10.06,3752.5,9.9125,-1.25,0.0
0.420,1577.5,9.295,4127.5,9.28,0.0,0.0
0.431,3441.25,9.2675,4020.0,9.92,0.0,0.0
0.441,3082.5,9.33625,2756.25,9.7225,0.0,0.0
0.451,3725.0,9.137500000000001,4056.25,9.9075,0.0,0.0
0.462,3872.5,9.102500000000001,4148.75,10.31125,0.0,0.0
0.472,3920.0,9.12875,4050.0,9.59125,-1.25,0.0
0.482,3912.5,9.15,3617.5,9.9175,-1.25,0.0
0.493,3922.5,9.11875,3940.0,9.90875,-1.25,0.0
0.503,3771.25,9.1325,4130.0,9.8925,-1.25,0.0
0.513,3771.25,9.1325,4077.5,9.91,-1.25,0.0
0.524,3921.25,9.11625,2626.25,9.91375,-1.25,0.0
0.534,3921.25,9.125,3420.0,9.90625,-1.25,0.0
0.544,3765.0,9.12125,3185.0,9.92,-1.25,0.0
0.555,3698.75,9.13125,4072.5,9.9175,-1.25,0.0
0.565,3698.75,9.13125,4161.25,9.67,-1.25,0.0
0.575,3921.25,9.16125,3722.5,9.905,-1.25,0.0
0.586,3928.75,9.13,2947.5,9.91,-1.25,0.0
0.596,3903.75,9.1225,1888.75,9.9075,-1.25,0.0
0.607,3680.0,9.12625,4067.5,9.9275,-1.25,0.0
0.617,3680.0,9.12625,4081.25,9.455,1.25,0.0
0.627,3922.5,9.09,3143.75,9.9125,1.25,0.0
0.638,3822.5,9.1175,3518.75,9.90375,1.25,0.0
0.648,3638.75,9.125,3890.0,9.901250000000001,1.25,0.0
0.658,3691.25,9.11875,4095.0,9.9025,1.25,0.0
0.669,3920.0,9.1275,4091.25,9.8125,0.0,0.0025
0.679,3917.5,9.11,3785.0,9.58625,0.0,0.0025
0.689,3913.75,9.15,3426.25,9.9075,0.0,0.0025
0.699,3703.75,9.1175,3426.25,9.9075,0.0,0.0025
0.710,3658.75,9.12625,4108.75,9.9625,0.0,0.0025
0.720,3658.75,9.12625,3313.75,9.83625,2.5,0.0
0.730,3920.0,9.1325,2807.5,10.905,2.5,0.0
0.740,3682.5,9.1225,1.25,10.61625,2.5,0.0
0.751,3936.25,9.1325,-5.0,10.8325,2.5,0.0
