Time(s),Fret_Current(mA),Fret_Voltage(V),Damper_Current(mA),Damper_Voltage(V),Pick_Current(mA),Pick_Voltage(V)
0.003,,,,,,
0.015,2.5,12.48,-2.5,0.01125,-1.25,0.0025
0.025,1.25,12.495000000000001,-1.25,0.00875,-1.25,0.0025
0.035,3572.5,11.575000000000001,-1.25,0.00125,-1.25,0.0025
0.045,3832.5,11.6125,1.25,0.01,-1.25,0.0025
0.056,3230.0,11.82,,,-1.25,0.0025
0.066,3482.5,11.52,,,,
0.076,3871.25,11.5225,,0.01,,
0.087,4016.25,11.51625,-2.5,,,
0.097,4027.5,11.52125,,0.01125,,
0.107,4026.25,11.512500000000001,-1.25,,,
0.118,4023.75,11.5175,-1.25,0.00625,,0.0025
0.128,4020.0,11.52,,0.005,,0.0025
0.138,4030.0,11.5175,,,,0.0025
0.149,4026.25,11.515,-1.25,0.00625,,0.0025
0.159,4028.75,11.512500000000001,-1.25,0.0025,,0.0025
0.170,4023.75,11.51125,,,-1.25,
0.180,4028.75,11.51625,-1.25,0.00875,-1.25,
0.190,4027.5,11.512500000000001,,,-1.25,
0.200,4030.0,11.505,-1.25,0.01,-1.25,
0.211,4027.5,11.5175,-1.25,0.00875,-1.25,
0.221,4027.5,11.51125,-1.25,,,
0.231,4028.75,11.51375,1.25,0.01,,
0.242,4028.75,11.508750000000001,-1.25,,,
0.252,4030.0,11.51375,-1.25,0.0125,,
0.262,4030.0,11.51375,,0.015,-1.25,0.00125
0.272,4027.5,11.512500000000001,,,-1.25,0.00125
0.283,4028.75,11.51125,1.25,0.0175,-1.25,0.00125
0.293,4027.5,11.51,-1.25,,-1.25,0.00125
0.303,4030.0,11.5175,,0.0025,-1.25,0.00125
0.314,4027.5,11.515,-1.25,0.015,-1.25,0.00125
0.324,4028.75,11.51875,-1.25,,,
0.335,4031.25,11.50625,1.25,0.00875,,
0.346,4031.25,11.512500000000001,-1.25,0.0025,,
0.356,4031.25,11.52,,,,
0.366,4030.0,11.51375,-1.25,0.01375,,0.00375
0.376,4028.75,11.51,-1.25,,,0.00375
0.387,4026.25,11.51875,-1.25,0.0075,,0.00375
0.397,4028.75,11.51375,-1.25,,,0.00375
0.407,4028.75,11.51375,-1.25,,,0.00375
0.417,4031.25,11.512500000000001,-1.25,0.01375,,
