elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,9.66,826.25,0.00,3695.00,4.24
0.046,0.00,9.64,665.00,0.76,31.25,5.21
0.087,0.00,9.97,821.25,0.00,32.50,5.21
0.126,0.00,10.01,826.25,0.00,30.00,5.21
0.164,1.25,10.16,898.75,0.00,31.25,5.21
0.204,0.00,10.27,66.25,0.00,27.50,5.21
0.242,0.00,10.16,656.25,1.16,1332.50,5.21
0.279,0.00,9.79,706.25,0.00,31.25,5.22
0.316,0.00,9.96,898.75,0.00,30.00,4.67
0.353,-5.00,11.49,835.00,0.00,32.50,5.21
0.390,1.25,10.16,270.00,0.00,28.75,5.21
0.428,1.25,9.52,557.50,0.00,31.25,5.21
0.466,0.00,9.74,897.50,1.51,32.50,5.21
0.505,0.00,9.96,848.75,0.00,26.25,5.21
0.542,20.00,10.25,896.25,0.00,27.50,5.21
0.582,1.25,10.16,647.50,0.00,2110.00,5.21
0.620,0.00,11.28,572.50,0.00,31.25,5.23
0.657,1.25,9.64,490.00,0.00,32.50,4.39
0.693,1.25,9.86,893.75,0.00,32.50,5.21
0.730,0.00,10.08,447.50,0.00,30.00,5.21
0.767,1.25,11.59,362.50,0.00,1293.75,4.88
0.808,3078.75,9.57,450.00,0.00,30.00,5.21
0.847,4410.00,9.64,108.75,0.75,32.50,5.21
0.887,4412.50,10.29,131.25,0.00,30.00,5.21
0.926,4208.75,9.39,457.50,0.00,31.25,5.21
0.963,4412.50,9.26,-283.75,0.00,897.50,5.20
1.002,4111.25,10.43,-45.00,0.00,28.75,5.21
1.046,4426.25,10.08,637.50,1.42,2353.75,4.87
1.086,1.25,10.25,835.00,0.00,603.75,5.21
1.125,1.25,10.39,642.50,0.00,26.25,5.20
1.165,0.00,10.14,-17.50,0.00,31.25,5.21
1.202,0.00,9.59,523.75,0.00,2291.25,5.20
1.239,-1.25,9.79,806.25,0.00,27.50,5.20
1.277,1.25,10.05,900.00,0.00,31.25,5.24
1.316,10.00,10.37,836.25,0.00,768.75,5.21
1.362,0.00,10.15,678.75,0.00,1546.25,5.20
1.399,0.00,10.15,658.75,1.56,27.50,5.21
1.438,0.00,9.52,73.75,0.00,28.75,5.25
1.476,1.25,9.79,886.25,0.00,32.50,5.23
1.516,3268.75,10.60,485.00,0.00,4236.25,4.01
1.557,4306.25,9.28,-115.00,0.05,687.50,4.74
1.596,4403.75,9.50,47.50,0.00,31.25,5.08
1.634,3511.25,9.29,478.75,0.00,31.25,4.36
1.672,4410.00,9.24,-28.75,0.06,31.25,5.21
1.710,3790.00,9.47,461.25,0.38,31.25,5.21
1.747,4413.75,9.24,62.50,0.00,31.25,5.21
1.784,4061.25,9.85,456.25,0.00,28.75,5.20
1.821,4416.25,10.37,56.25,0.00,1492.50,5.21
1.859,3897.50,9.27,453.75,0.00,31.25,5.20
1.897,4412.50,9.23,562.50,1.17,715.00,4.96
1.938,0.00,10.22,31.25,0.00,32.50,5.21
1.975,1.25,10.68,652.50,0.00,31.25,4.94
2.013,0.00,9.55,0.00,0.00,31.25,4.62
2.054,0.00,9.86,790.00,0.00,33.75,5.21
2.091,2.50,9.95,892.50,0.00,32.50,5.21
2.129,0.00,11.53,843.75,0.00,30.00,5.21
2.166,-7.50,10.50,467.50,0.00,2566.25,4.88
2.206,3885.00,9.42,470.00,1.23,613.75,5.05
2.245,4350.00,10.59,256.25,0.00,28.75,5.21
2.284,4260.00,9.45,465.00,0.00,1772.50,5.21
2.322,4376.25,9.24,23.75,0.00,2512.50,5.21
2.360,3692.50,9.67,471.25,0.00,27.50,5.20
2.397,4361.25,9.25,27.50,0.00,31.25,5.21
2.435,3972.50,10.00,485.00,0.00,32.50,5.21
2.472,4362.50,9.22,-26.25,0.00,31.25,5.21
2.509,3671.25,9.26,435.00,0.00,32.50,5.21
2.548,4236.25,9.24,138.75,0.07,32.50,5.21
2.584,4353.75,9.25,471.25,0.48,32.50,5.21
2.622,4368.75,9.23,-30.00,0.00,31.25,5.21
2.661,3463.75,10.56,367.50,0.00,32.50,5.21
2.699,4370.00,9.23,270.00,0.72,31.25,5.21
2.736,4051.25,10.45,447.50,0.00,31.25,5.21
2.774,4347.50,9.22,20.00,0.69,31.25,5.21
2.811,4363.75,9.92,320.00,0.00,31.25,5.21
2.847,4361.25,9.23,406.25,0.00,31.25,5.21
2.887,4361.25,9.39,276.25,0.00,31.25,5.21
2.924,4350.00,9.21,455.00,0.62,30.00,5.21
2.962,4363.75,10.50,8.75,0.00,30.00,5.21
2.999,4192.50,9.22,473.75,0.85,30.00,5.21
3.037,4362.50,10.60,195.00,0.00,31.25,5.21
3.075,4172.50,9.83,313.75,0.00,30.00,5.21
3.114,4357.50,9.23,31.25,0.00,31.25,5.21
3.151,3810.00,10.04,502.50,0.00,27.50,5.21
3.191,3592.50,11.28,433.75,0.00,1195.00,5.19
3.232,3660.00,9.47,491.25,0.00,33.75,5.01
3.271,4387.50,9.21,446.25,0.62,31.25,5.21
3.311,3591.25,10.60,65.00,0.00,31.25,5.21
3.350,3997.50,9.22,466.25,0.00,31.25,5.21
3.387,4427.50,9.97,168.75,0.00,31.25,5.21
3.424,4381.25,9.26,452.50,0.94,27.50,5.21
3.461,4428.75,10.19,370.00,0.00,31.25,5.21
3.499,4366.25,9.19,453.75,0.72,31.25,5.21
3.538,4411.25,9.20,-42.50,0.07,28.75,5.21
3.578,4417.50,10.64,26.25,0.00,26.25,5.21
3.617,4155.00,9.85,176.25,0.00,23.75,5.21
3.658,3956.25,9.26,445.00,0.87,31.25,5.21
3.697,4421.25,9.19,455.00,0.87,28.75,5.21
3.736,4412.50,9.25,11.25,0.65,30.00,5.21
3.779,4412.50,9.21,32.50,1.08,23.75,5.21
3.819,3890.00,10.51,277.50,0.00,27.50,5.21
3.859,3935.00,9.84,326.25,0.00,30.00,5.21
3.899,4422.50,9.25,478.75,0.00,30.00,5.21
3.938,4422.50,9.57,270.00,0.00,31.25,5.21
3.975,3705.00,9.24,448.75,0.71,30.00,5.21
4.011,4425.00,10.39,317.50,0.00,31.25,5.21
4.048,4230.00,9.19,451.25,0.91,31.25,5.21
4.086,4420.00,10.44,173.75,0.00,30.00,5.21
4.123,4401.25,9.20,-205.00,0.96,30.00,5.21
4.162,4422.50,10.58,58.75,0.00,28.75,5.21
4.200,4068.75,10.02,158.75,0.00,2795.00,4.41
4.243,3377.50,10.51,376.25,0.00,656.25,5.03
4.282,4340.00,9.19,450.00,0.91,1442.50,5.21
4.319,4418.75,10.56,157.50,0.00,25.00,4.60
4.357,4468.75,9.18,152.50,0.76,32.50,4.69
4.395,4421.25,10.53,441.25,0.00,32.50,4.46
4.432,4190.00,9.19,460.00,0.61,31.25,5.21
4.470,4296.25,10.34,15.00,0.00,31.25,5.21
