elapsed_s,FRET_mA,DAMPER_mA,PICK_mA,FRET_V,DAMPER_V,PICK_V
0.000,0.00,10.07,850.00,0.00,28.75,5.20
0.045,1.25,10.00,898.75,0.00,31.25,5.21
0.092,1.25,10.05,808.75,0.00,31.25,5.21
0.133,-26.25,10.21,660.00,0.00,30.00,5.21
0.174,1.25,11.21,586.25,0.00,31.25,5.21
0.221,3.75,10.14,663.75,0.00,25.00,5.21
0.261,1.25,11.19,562.50,0.16,31.25,5.22
0.299,0.00,9.64,885.00,1.19,32.50,5.21
0.335,1.25,9.87,746.25,0.00,31.25,5.21
0.374,6.25,10.63,883.75,0.00,31.25,5.21
0.413,0.00,10.12,71.25,0.00,32.50,5.21
0.450,-1.25,9.85,677.50,1.05,31.25,5.21
0.486,1.25,9.84,727.50,0.00,725.00,5.21
0.524,0.00,9.87,862.50,0.00,1033.75,5.21
0.563,0.00,10.11,597.50,0.00,25.00,5.21
0.601,0.00,10.39,157.50,0.00,31.25,5.16
0.639,0.00,10.14,666.25,1.21,31.25,4.79
0.676,2.50,9.66,837.50,0.00,31.25,5.21
0.712,0.00,9.86,798.75,0.00,31.25,5.21
0.749,0.00,10.20,900.00,0.00,31.25,5.21
0.786,0.00,11.45,36.25,0.00,1467.50,5.21
0.824,0.00,9.57,675.00,0.00,993.75,5.21
0.866,1.25,9.60,2.50,1.46,31.25,5.21
0.913,2.50,9.57,562.50,0.28,32.50,5.21
0.950,1.25,9.85,892.50,0.00,32.50,5.21
0.987,1.25,10.10,528.75,0.00,31.25,5.21
1.025,-2.50,11.37,518.75,0.00,685.00,5.21
1.065,0.00,10.19,656.25,0.00,58.75,5.21
1.106,0.00,9.54,662.50,1.57,1348.75,5.21
1.143,0.00,9.73,860.00,0.00,30.00,5.17
1.179,0.00,10.09,805.00,0.00,31.25,4.79
1.216,3.75,10.23,802.50,0.00,31.25,5.21
1.253,2.50,10.21,36.25,0.00,31.25,5.21
1.291,1.25,9.54,523.75,0.00,31.25,5.21
1.329,1.25,9.74,891.25,0.00,32.50,5.21
1.370,1.25,9.85,427.50,0.00,31.25,5.21
1.407,-1.25,10.12,888.75,0.00,816.25,5.21
1.443,0.00,10.76,511.25,0.00,27.50,5.21
1.480,-1.25,9.50,693.75,1.55,31.25,5.05
1.519,1.25,9.71,850.00,0.00,32.50,4.84
1.557,1.25,9.89,883.75,0.00,32.50,4.75
1.597,0.00,10.09,892.50,0.00,31.25,5.19
1.634,-3.75,11.31,38.75,0.00,28.75,5.21
1.673,0.00,11.21,658.75,0.00,887.50,4.97
1.712,1.25,9.52,342.50,1.03,32.50,5.21
1.750,1.25,9.77,890.00,0.00,143.75,5.16
1.786,1.25,10.13,823.75,0.00,28.75,5.17
1.823,13.75,10.21,657.50,0.00,25.00,5.21
1.862,0.00,10.59,6.25,0.00,30.00,5.24
1.900,-1.25,9.57,398.75,0.00,31.25,4.52
1.937,1.25,9.77,797.50,0.00,32.50,5.20
1.975,7.50,10.01,891.25,0.00,31.25,5.21
2.012,0.00,10.11,-10.00,0.00,32.50,5.21
2.049,-1.25,10.16,471.25,0.00,31.25,5.21
2.088,0.00,9.53,612.50,0.00,31.25,5.21
2.126,0.00,9.76,833.75,0.00,31.25,5.21
2.163,5.00,9.96,431.25,0.00,31.25,5.21
2.202,0.00,10.29,688.75,0.00,31.25,5.21
2.250,1.25,9.95,511.25,0.44,916.25,4.88
2.304,3.75,10.50,541.25,0.00,1896.25,5.20
2.346,0.00,9.69,403.75,0.51,40.00,5.21
2.386,1.25,10.14,7.50,0.00,26.25,5.20
2.429,2.50,10.13,611.25,0.00,28.75,5.21
2.468,1.25,9.97,888.75,0.00,1346.25,5.02
2.513,2.50,9.88,892.50,0.00,31.25,5.21
2.553,0.00,9.82,662.50,0.00,30.00,5.21
2.592,0.00,9.91,628.75,0.08,32.50,5.21
2.632,1.25,9.73,576.25,1.67,30.00,5.21
2.669,0.00,9.80,90.00,0.00,30.00,5.21
2.707,0.00,10.18,591.25,0.00,1157.50,5.21
2.744,2.50,10.76,542.50,0.00,26.25,5.21
2.780,-1.25,10.15,326.25,0.00,30.00,5.21
2.818,0.00,11.05,790.00,0.00,31.25,5.21
2.857,0.00,10.11,651.25,0.00,31.25,5.21
2.894,2.50,9.59,560.00,0.25,31.25,5.21
2.932,0.00,9.81,785.00,0.00,31.25,5.21
2.967,5.00,10.18,810.00,0.00,32.50,5.21
3.004,3.75,10.11,-21.25,1.68,30.00,5.21
3.042,1.25,9.53,647.50,0.00,26.25,5.21
3.079,0.00,9.82,885.00,0.00,31.25,5.21
3.119,0.00,10.36,813.75,0.00,30.00,5.21
3.157,7.50,10.57,688.75,0.00,31.25,5.21
3.195,-1.25,9.42,335.00,0.69,32.50,5.21
